hypothesis_id,information_family,horizon_sessions,paths,identifiable,median_confirmation_ic,median_residual_ic,stable_paths,best_global_qvalue
H04-STRATEGIC-FLOW-POSITIONING,GOLD_MARKET_FLOW,5,1,1,-0.028740897800871506,-0.030539499252224607,0,0.9988325938924069
H04-STRATEGIC-FLOW-POSITIONING,GOLD_MARKET_FLOW,20,1,1,-0.02971210872051203,-0.021884452381201885,0,0.9988325938924069
H04-STRATEGIC-FLOW-POSITIONING,GOLD_MARKET_FLOW,60,1,1,-0.0001898492007673682,-0.005615092932723845,0,0.9988325938924069
H04-STRATEGIC-FLOW-POSITIONING,TRADING_FLOW,5,3,3,0.01597491405414137,0.03442067860534201,0,0.9988325938924069
H04-STRATEGIC-FLOW-POSITIONING,TRADING_FLOW,20,3,3,-0.045951329704049346,-0.03579397298934411,0,0.9988325938924069
H04-STRATEGIC-FLOW-POSITIONING,TRADING_FLOW,60,3,3,-0.011549902657632546,-0.018236042774300545,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,INFLATION_REGIME,5,1,1,0.044940757543862,-0.023979827264943895,0,0.7128011263432446
H05-INFLATION-MONETARY-REGIME,INFLATION_REGIME,20,1,1,0.07350159127697599,-0.0364472501249962,0,0.4246021397921092
H05-INFLATION-MONETARY-REGIME,INFLATION_REGIME,60,1,1,0.13242860106696872,0.009159934249814431,0,0.7593312794613993
H05-INFLATION-MONETARY-REGIME,MACRO_IMPULSE,5,4,4,-0.00710777995440379,0.004521512038816013,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,MACRO_IMPULSE,20,4,4,-0.00492327817886858,0.019335951413059962,0,0.7828921372972407
H05-INFLATION-MONETARY-REGIME,MACRO_IMPULSE,60,4,4,-0.005695081906052694,0.015307774097416207,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,MACRO_REGIME,5,6,6,0.013526853595100013,0.03335889680430936,0,0.745634459488783
H05-INFLATION-MONETARY-REGIME,MACRO_REGIME,20,6,6,-0.04408834125997905,-0.021422409893865325,0,0.7128011263432446
H05-INFLATION-MONETARY-REGIME,MACRO_REGIME,60,6,6,-0.13451390801996496,-0.12131623078762631,0,0.8277725640110989
H05-INFLATION-MONETARY-REGIME,MONETARY_REGIME,5,2,2,-0.031128276968430332,0.02063539051948258,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,MONETARY_REGIME,20,2,2,-0.1125464580450543,-0.010852729496745641,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,MONETARY_REGIME,60,2,2,-0.28230653625651836,-0.1378898603963062,0,0.9988325938924069
H05-INFLATION-MONETARY-REGIME,REAL_LIQUIDITY,5,1,1,0.038781046425119405,0.040018761275568374,1,0.8465095708495565
H05-INFLATION-MONETARY-REGIME,REAL_LIQUIDITY,20,1,1,0.03980285916164558,0.05105838412329123,1,0.9322638827107333
H05-INFLATION-MONETARY-REGIME,REAL_LIQUIDITY,60,1,1,0.0648615011127777,0.13459701336002167,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,BREAKOUT_STATE,5,2,2,8.785238809765668e-06,-0.008325964588175428,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,BREAKOUT_STATE,20,2,2,-0.02822283665317704,0.025850632046772522,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,BREAKOUT_STATE,60,2,2,-0.11766933599929608,-0.004439561088125662,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,DRAWDOWN_STATE,5,2,2,-0.027655954303028963,-0.047375462681527904,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,DRAWDOWN_STATE,20,2,2,-0.09575115915036897,-0.06055805913280846,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,DRAWDOWN_STATE,60,2,2,-0.23427871893683253,-0.1298221927222692,0,0.9991185937194227
H06-PRICE-VOLATILITY-STATE,TREND_MOMENTUM,5,4,4,0.05397866529053064,0.04751743396256975,3,0.41073087281000703
H06-PRICE-VOLATILITY-STATE,TREND_MOMENTUM,20,4,4,0.06641535610965851,0.08901620326969553,2,0.8016460631673649
H06-PRICE-VOLATILITY-STATE,TREND_MOMENTUM,60,4,4,0.006400113924353664,0.08693361423187351,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TREND_QUALITY,5,2,2,-0.018245188655604476,0.0004123706789160818,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TREND_QUALITY,20,2,2,-0.03249809768096667,-0.04437997843538471,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TREND_QUALITY,60,2,2,-0.09654679188650465,-0.12898782807811127,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TREND_STATE,5,3,3,0.04225896672835281,-0.00047252820575537124,1,0.745634459488783
H06-PRICE-VOLATILITY-STATE,TREND_STATE,20,3,3,0.03765059756493066,0.053591493617633296,1,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TREND_STATE,60,3,3,-0.0015666901791941503,0.03896399547942142,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,TSFRESH_PROPOSAL,5,36,28,-0.010544526209287287,-0.017368279667205173,4,0.394032508638299
H06-PRICE-VOLATILITY-STATE,TSFRESH_PROPOSAL,20,36,28,0.009112739127050986,-0.014199762235522875,4,0.6077397348657868
H06-PRICE-VOLATILITY-STATE,TSFRESH_PROPOSAL,60,36,27,-0.024282502619260755,-0.03519864371664043,7,0.24971011276897542
H06-PRICE-VOLATILITY-STATE,VOLATILITY_STATE,5,4,4,0.04098910431603793,0.029247260268567568,1,0.7128011263432446
H06-PRICE-VOLATILITY-STATE,VOLATILITY_STATE,20,4,4,0.10661479991909326,0.10357936853157595,1,0.37984980734249474
H06-PRICE-VOLATILITY-STATE,VOLATILITY_STATE,60,4,4,0.07960529879693168,0.09190492354943709,0,0.37984980734249474
H06-PRICE-VOLATILITY-STATE,VOLUME_LIQUIDITY,5,2,2,-0.020127772007365922,-0.033962792936136396,0,0.9988325938924069
H06-PRICE-VOLATILITY-STATE,VOLUME_LIQUIDITY,20,2,2,0.026147390676395148,0.020124091625035312,0,0.8465095708495565
H06-PRICE-VOLATILITY-STATE,VOLUME_LIQUIDITY,60,2,2,-0.005256277282606385,0.007670401513978647,0,0.9988325938924069
