date,signal_date,target_position,cash_before,quantity_before,cash,quantity,close,equity,factor_score,regime,daily_return,peak_equity,drawdown,in_position
2021-05-07,2021-05-06,1,74.46010000001115,77000,74.46010000001115,77000,1.295,99789.4601,0.0432830203076175,range,-0.029214204982336067,106432.1251,-0.062412218056895785,True
2021-05-10,2021-05-07,0,74.46010000001115,77000,99739.6026,0,1.28,99739.6026,0.0197605687728025,trend,-0.0004996269140050691,106432.1251,-0.06288066214699684,False
2021-05-11,2021-05-10,0,99739.6026,0,99739.6026,0,1.284,99739.6026,0.0035835623700177,trend,0.0,106432.1251,-0.06288066214699684,False
2021-05-12,2021-05-11,0,99739.6026,0,99739.6026,0,1.3,99739.6026,0.0035835623700177,trend,0.0,106432.1251,-0.06288066214699684,False
2021-05-13,2021-05-12,0,99739.6026,0,99739.6026,0,1.301,99739.6026,0.0773014696439067,trend,0.0,106432.1251,-0.06288066214699684,False
2021-05-14,2021-05-13,0,99739.6026,0,99739.6026,0,1.327,99739.6026,0.0773014696439067,trend,0.0,106432.1251,-0.06288066214699684,False
2021-05-17,2021-05-14,1,99739.6026,0,107.21130000000994,75100,1.353,101717.5113,0.307741442170465,range,0.019830725694108597,106432.1251,-0.04429690561538935,True
2021-05-18,2021-05-17,1,107.21130000000994,75100,107.21130000000994,75100,1.345,101116.7113,0.3397468172958285,range,-0.005906554263090835,106432.1251,-0.049941817801775756,True
2021-05-19,2021-05-18,1,107.21130000000994,75100,107.21130000000994,75100,1.352,101642.41130000002,0.1210764124502776,range,0.005198942818070318,106432.1251,-0.0450025196386874,True
2021-05-20,2021-05-19,1,107.21130000000994,75100,107.21130000000994,75100,1.354,101792.61130000002,0.3523105784912498,trend,0.0014777296020327402,106432.1251,-0.04359129159209074,True
2021-05-21,2021-05-20,1,107.21130000000994,75100,107.21130000000994,75100,1.34,100741.2113,0.3397468172958285,range,-0.01032884397573186,106432.1251,-0.053469887918267345,True
2021-05-24,2021-05-21,1,107.21130000000994,75100,107.21130000000994,75100,1.357,102017.9113,0.2656692309185247,range,0.01267306580420291,106432.1251,-0.04147444952219603,True
2021-05-25,2021-05-24,1,107.21130000000994,75100,107.21130000000994,75100,1.393,104721.5113,0.2176297480999399,range,0.026501228711197866,106432.1251,-0.016072344683456863,True
2021-05-26,2021-05-25,1,107.21130000000994,75100,107.21130000000994,75100,1.39,104496.2113,0.3656129845805562,range,-0.0021514204407782067,106432.1251,-0.018189186753351905,True
2021-05-27,2021-05-26,1,107.21130000000994,75100,107.21130000000994,75100,1.421,106824.31130000002,0.3656129845805562,range,0.022279276645889468,106824.31130000002,0.0,True
2021-05-28,2021-05-27,1,107.21130000000994,75100,107.21130000000994,75100,1.414,106298.6113,0.4363001529454907,range,-0.004921164420369273,106824.31130000002,-0.004921164420369273,True
2021-05-31,2021-05-28,1,107.21130000000994,75100,107.21130000000994,75100,1.469,110429.11130000002,0.3656129845805562,range,0.038857516100024636,110429.11130000002,0.0,True
2021-06-01,2021-05-31,1,107.21130000000994,75100,107.21130000000994,75100,1.489,111931.11130000002,0.4363001529454907,range,0.013601485897315246,111931.11130000002,0.0,True
2021-06-02,2021-06-01,1,107.21130000000994,75100,107.21130000000994,75100,1.453,109227.5113,0.4363001529454907,range,-0.024154142388113864,111931.11130000002,-0.024154142388113864,True
2021-06-03,2021-06-02,1,107.21130000000994,75100,107.21130000000994,75100,1.44,108251.2113,0.2176297480999399,range,-0.008938224339091083,111931.11130000002,-0.032876471583821565,True
2021-06-04,2021-06-03,1,107.21130000000994,75100,107.21130000000994,75100,1.46,109753.2113,0.1894107694841315,range,0.01387513342310287,111931.11130000002,-0.019457503590425085,True
2021-06-07,2021-06-04,1,107.21130000000994,75100,107.21130000000994,75100,1.463,109978.5113,0.4552426714986888,range,0.0020527873155726795,111931.11130000002,-0.017444658391415624,True
2021-06-08,2021-06-07,1,107.21130000000994,75100,107.21130000000994,75100,1.449,108927.11130000002,0.4981058486963485,trend,-0.009560049391212133,111931.11130000002,-0.02683793598679296,True
2021-06-09,2021-06-08,1,107.21130000000994,75100,107.21130000000994,75100,1.458,109603.0113,0.246238658411791,trend,0.006205066782120516,111931.11130000002,-0.02079940038976469,True
2021-06-10,2021-06-09,1,107.21130000000994,75100,107.21130000000994,75100,1.48,111255.2113,0.5787886681302382,trend,0.01507440334351462,111931.11130000002,-0.006038535597028605,True
2021-06-11,2021-06-10,1,107.21130000000994,75100,107.21130000000994,75100,1.47,110504.2113,0.5787886681302382,trend,-0.006750245595012361,111931.11130000002,-0.012748019593726845,True
2021-06-15,2021-06-11,1,107.21130000000994,75100,107.21130000000994,75100,1.48,111255.2113,0.449372616907959,trend,0.006796121081405371,111931.11130000002,-0.006038535597028605,True
2021-06-16,2021-06-15,1,107.21130000000994,75100,107.21130000000994,75100,1.439,108176.11130000002,0.4493726169079591,trend,-0.027676006939550635,111931.11130000002,-0.0335474199834912,True
2021-06-17,2021-06-16,0,107.21130000000994,75100,108272.20175000002,0,1.505,108272.20175000002,-0.0449474568383369,trend,0.0008882779094685489,111931.11130000002,-0.03268894150611368,False
2021-06-18,2021-06-17,1,108272.20175000002,0,8.597000000037951,71900,1.529,109943.69700000004,0.4493726169079591,trend,0.01543789839851506,111931.11130000002,-0.01775569166532498,True
2021-06-21,2021-06-18,1,8.597000000037951,71900,8.597000000037951,71900,1.563,112388.29700000004,0.5787886681302382,trend,0.022235017256150513,112388.29700000004,0.0,True
2021-06-22,2021-06-21,1,8.597000000037951,71900,8.597000000037951,71900,1.556,111884.99700000005,0.5787886681302382,trend,-0.00447822427632294,112388.29700000004,-0.00447822427632294,True
2021-06-23,2021-06-22,1,8.597000000037951,71900,8.597000000037951,71900,1.565,112532.09700000004,0.5787886681302382,trend,0.005783617261928331,112532.09700000004,0.0,True
2021-06-24,2021-06-23,1,8.597000000037951,71900,8.597000000037951,71900,1.54,110734.59700000004,0.5787886681302382,trend,-0.01597322051147776,112532.09700000004,-0.01597322051147776,True
2021-06-25,2021-06-24,1,8.597000000037951,71900,8.597000000037951,71900,1.573,113107.29700000004,0.246238658411791,trend,0.021426907798291817,113107.29700000004,0.0,True
2021-06-28,2021-06-25,1,8.597000000037951,71900,8.597000000037951,71900,1.597,114832.89700000004,0.4170186041023893,trend,0.015256310121176453,114832.89700000004,0.0,True
2021-06-29,2021-06-28,1,8.597000000037951,71900,8.597000000037951,71900,1.598,114904.79700000004,0.5787886681302382,trend,0.0006261271976792937,114904.79700000004,0.0,True
2021-06-30,2021-06-29,1,8.597000000037951,71900,8.597000000037951,71900,1.626,116917.99700000005,0.4981058486963485,trend,0.017520591416213982,116917.99700000005,0.0,True
2021-07-01,2021-06-30,1,8.597000000037951,71900,8.597000000037951,71900,1.613,115983.29700000004,0.5787886681302382,trend,-0.007994492071225046,116917.99700000005,-0.007994492071225046,True
2021-07-02,2021-07-01,1,8.597000000037951,71900,8.597000000037951,71900,1.571,112963.49700000005,0.5787886681302382,trend,-0.02603650765333898,116917.99700000005,-0.03382285107056704,True
2021-07-05,2021-07-02,1,8.597000000037951,71900,8.597000000037951,71900,1.613,115983.29700000004,0.100645600786727,trend,0.02673252935857673,116917.99700000005,-0.007994492071225046,True
2021-07-06,2021-07-05,1,8.597000000037951,71900,8.597000000037951,71900,1.57,112891.59700000004,0.5787886681302382,trend,-0.02665642450222805,116917.99700000005,-0.03443781199912288,True
2021-07-07,2021-07-06,0,8.597000000037951,71900,111900.92285000005,0,1.605,111900.92285000005,-0.0449474568383369,trend,-0.008775446324849057,116917.99700000005,-0.04291105115322835,False
2021-07-08,2021-07-07,1,111900.92285000005,0,345.9732500000391,69600,1.648,115046.77325000004,0.4331956105051742,trend,0.02811281908923058,116917.99700000005,-0.016004582681997226,True
2021-07-09,2021-07-08,1,345.9732500000391,69600,345.9732500000391,69600,1.627,113585.17325000004,0.3850715441141396,trend,-0.012704398034909747,116917.99700000005,-0.028505652128132275,True
2021-07-12,2021-07-09,1,345.9732500000391,69600,345.9732500000391,69600,1.64,114489.97325000004,0.3850715441141396,trend,0.00796582840973925,116917.99700000005,-0.020766894851953377,True
2021-07-13,2021-07-12,1,345.9732500000391,69600,345.9732500000391,69600,1.627,113585.17325000004,0.2233014800862907,trend,-0.00790287545988222,116917.99700000005,-0.028505652128132275,True
2021-07-14,2021-07-13,1,345.9732500000391,69600,345.9732500000391,69600,1.599,111636.37325000003,0.0525215343956924,trend,-0.017157168882515283,116917.99700000005,-0.04517374472297886,True
2021-07-15,2021-07-14,0,345.9732500000391,69600,110885.07605000005,0,1.598,110885.07605000005,-0.1909474672807209,trend,-0.006729860332505777,116917.99700000005,-0.051599592062802735,False
2021-07-16,2021-07-15,0,110885.07605000005,0,110885.07605000005,0,1.565,110885.07605000005,-0.320363518503,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-19,2021-07-16,0,110885.07605000005,0,110885.07605000005,0,1.551,110885.07605000005,-0.465956576128064,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-20,2021-07-19,0,110885.07605000005,0,110885.07605000005,0,1.562,110885.07605000005,-0.465956576128064,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-21,2021-07-20,0,110885.07605000005,0,110885.07605000005,0,1.6,110885.07605000005,-0.3041865121002152,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-22,2021-07-21,0,110885.07605000005,0,110885.07605000005,0,1.621,110885.07605000005,0.0934784760466916,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-23,2021-07-22,0,110885.07605000005,0,110885.07605000005,0,1.607,110885.07605000005,0.0773014696439067,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-26,2021-07-23,0,110885.07605000005,0,110885.07605000005,0,1.594,110885.07605000005,0.1420094952550462,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-27,2021-07-26,0,110885.07605000005,0,110885.07605000005,0,1.589,110885.07605000005,0.0197605687728025,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-28,2021-07-27,0,110885.07605000005,0,110885.07605000005,0,1.556,110885.07605000005,0.1168226071895119,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-29,2021-07-28,0,110885.07605000005,0,110885.07605000005,0,1.631,110885.07605000005,-0.1424164480723663,trend,0.0,116917.99700000005,-0.051599592062802735,False
2021-07-30,2021-07-29,1,110885.07605000005,0,424.4733500000439,67900,1.632,111237.27335000005,0.3519036256739297,trend,0.0031762371686627766,116917.99700000005,-0.0485872474363378,True
2021-08-02,2021-07-30,1,424.4733500000439,67900,424.4733500000439,67900,1.636,111508.87335000004,0.3519036256739297,trend,0.00244162762912592,116917.99700000005,-0.04626425177297555,True
2021-08-03,2021-08-02,1,424.4733500000439,67900,424.4733500000439,67900,1.605,109403.97335000004,0.2712208062400401,trend,-0.018876524681522122,116917.99700000005,-0.06426746816403295,True
2021-08-04,2021-08-03,1,424.4733500000439,67900,424.4733500000439,67900,1.647,112255.77335000005,0.0355306223582674,trend,0.026066694953360336,116917.99700000005,-0.039876013698729396,True
2021-08-05,2021-08-04,1,424.4733500000439,67900,424.4733500000439,67900,1.642,111916.27335000005,0.1901335616460809,trend,-0.0030243433354779636,116917.99700000005,-0.04277975827793212,True
2021-08-06,2021-08-05,1,424.4733500000439,67900,424.4733500000439,67900,1.63,111101.47335000004,0.3846645912968195,trend,-0.007280442563092238,116917.99700000005,-0.04974874526801887,True
2021-08-09,2021-08-06,1,424.4733500000439,67900,424.4733500000439,67900,1.612,109879.27335000005,0.0523167941584071,trend,-0.011000754203769447,116917.99700000005,-0.06020222575314904,True
2021-08-10,2021-08-09,0,424.4733500000439,67900,109281.61755000004,0,1.626,109281.61755000004,-0.1585934544751512,trend,-0.005439204153601218,116917.99700000005,-0.06531397771037772,False
2021-08-11,2021-08-10,0,109281.61755000004,0,109281.61755000004,0,1.616,109281.61755000004,-0.174770460877936,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-12,2021-08-11,0,109281.61755000004,0,109281.61755000004,0,1.623,109281.61755000004,-0.320363518503,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-13,2021-08-12,0,109281.61755000004,0,109281.61755000004,0,1.596,109281.61755000004,0.1416025424377262,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-16,2021-08-13,0,109281.61755000004,0,109281.61755000004,0,1.589,109281.61755000004,-0.2718324992946453,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-17,2021-08-16,0,109281.61755000004,0,109281.61755000004,0,1.551,109281.61755000004,-0.3523105784912498,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-18,2021-08-17,0,109281.61755000004,0,109281.61755000004,0,1.545,109281.61755000004,-0.3846645912968195,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-19,2021-08-18,0,109281.61755000004,0,109281.61755000004,0,1.586,109281.61755000004,-0.3846645912968195,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-20,2021-08-19,0,109281.61755000004,0,109281.61755000004,0,1.568,109281.61755000004,-0.0114030287416011,range,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-23,2021-08-20,0,109281.61755000004,0,109281.61755000004,0,1.602,109281.61755000004,-0.2138846456062212,trend,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-24,2021-08-23,0,109281.61755000004,0,109281.61755000004,0,1.619,109281.61755000004,0.1347247204349129,range,0.0,116917.99700000005,-0.06531397771037772,False
2021-08-25,2021-08-24,1,109281.61755000004,0,173.89095000004454,67400,1.585,107002.89095000004,0.2390715336717556,trend,-0.02085187473508432,116917.99700000005,-0.08480393356379512,True
2021-08-26,2021-08-25,1,173.89095000004454,67400,173.89095000004454,67400,1.542,104104.69095000003,-0.1158804687918027,range,-0.02708524951306479,116917.99700000005,-0.10959224737659512,True
2021-08-27,2021-08-26,1,173.89095000004454,67400,173.89095000004454,67400,1.523,102824.09095000004,0.0162686641892322,range,-0.0123010787344352,116917.99700000005,-0.12054522324736716,True
2021-08-30,2021-08-27,0,173.89095000004454,67400,102907.49845000004,0,1.506,102907.49845000004,0.0162686641892322,range,0.0008111669087409457,116917.99700000005,-0.11983183863473135,False
2021-08-31,2021-08-30,0,102907.49845000004,0,102907.49845000004,0,1.473,102907.49845000004,0.0162686641892322,range,0.0,116917.99700000005,-0.11983183863473135,False
2021-09-01,2021-08-31,0,102907.49845000004,0,102907.49845000004,0,1.463,102907.49845000004,0.0869558325541667,range,0.0,116917.99700000005,-0.11983183863473135,False
2021-09-02,2021-09-01,0,102907.49845000004,0,102907.49845000004,0,1.439,102907.49845000004,-0.1261432792219253,range,0.0,116917.99700000005,-0.11983183863473135,False
2021-09-03,2021-09-02,0,102907.49845000004,0,102907.49845000004,0,1.443,102907.49845000004,-0.1261432792219253,range,0.0,116917.99700000005,-0.11983183863473135,False
