subject,window,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return
P-A-MEAN-REVERSION,2023,2023-09-15 00:00:00,2023-09-18 00:00:00,2023-09-22 00:00:00,2023-09-25 00:00:00,180593.23845632563,5.8,5.8,523.7203915233258,523.7203915233443,-0.0009995002498750516
P-A-MEAN-REVERSION,2023,2023-10-11 00:00:00,2023-10-12 00:00:00,2023-10-18 00:00:00,2023-10-19 00:00:00,181791.84602541768,5.756,5.605,523.1969328611158,509.4716484862331,-0.027206775347558998
P-A-MEAN-REVERSION,2023,2023-11-02 00:00:00,2023-11-03 00:00:00,2023-11-09 00:00:00,2023-11-10 00:00:00,182915.51893846068,5.565,5.68,508.9624314461835,519.4800737852283,0.0196447149291481
P-A-MEAN-REVERSION,2023,2023-12-15 00:00:00,2023-12-18 00:00:00,2023-12-22 00:00:00,2023-12-25 00:00:00,188029.2946817663,5.52,5.408,518.9608533215942,508.4312128194961,-0.021269075607123877
P-A-MEAN-REVERSION,2024,2024-03-14 00:00:00,2024-03-15 00:00:00,2024-03-21 00:00:00,2024-03-22 00:00:00,182958.12737965633,5.463,5.547,499.75012493750546,507.4343662874768,0.014361298208666051
P-A-MEAN-REVERSION,2024,2024-06-03 00:00:00,2024-06-04 00:00:00,2024-06-11 00:00:00,2024-06-12 00:00:00,191691.12706053216,5.289,5.245,506.92718551156577,502.7099807162456,-0.009310338213385227
P-A-MEAN-REVERSION,2024,2024-11-26 00:00:00,2024-11-27 00:00:00,2024-12-03 00:00:00,2024-12-04 00:00:00,173714.1203614338,5.782,6.02,502.2075219647959,522.8795022879157,0.04012158569625579
P-A-MEAN-REVERSION,2025,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-02-07 00:00:00,2025-02-10 00:00:00,179475.71375023568,5.569,5.843,499.75012493750546,524.3382977213136,0.048152257144905786
P-A-MEAN-REVERSION,2025,2025-03-25 00:00:00,2025-03-26 00:00:00,2025-03-31 00:00:00,2025-04-01 00:00:00,176576.51153268904,5.933,5.864,523.8142214616528,517.7223318138443,-0.012617743041507978
P-A-MEAN-REVERSION,2025,2025-04-24 00:00:00,2025-04-25 00:00:00,2025-05-06 00:00:00,2025-05-07 00:00:00,184386.76228657056,5.61,5.798,517.2048682137392,534.5372238687681,0.03247859136385478
P-A-MEAN-REVERSION,2025,2025-11-20 00:00:00,2025-11-21 00:00:00,2025-11-27 00:00:00,2025-11-28 00:00:00,150465.7519808238,7.098,7.048,534.0029537798837,530.2413099804231,-0.008036697345888966
P-A-MEAN-REVERSION,2026YTD,2026-04-02 00:00:00,2026-04-03 00:00:00,2026-04-10 00:00:00,2026-04-13 00:00:00,129855.82043329382,7.697,7.985,499.75012493750546,518.4493630799255,0.03638027679677114
P-A-MEAN-REVERSION,2026YTD,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,138669.6580487228,7.47,7.993,517.9311728118919,554.1932883917208,0.06894390823329988
P-A-MEAN-REVERSION,2021_2026YTD,2021-03-10 00:00:00,2021-03-11 00:00:00,2021-03-12 00:00:00,2021-03-15 00:00:00,148912.43293728583,6.712,6.855,499.75012493750546,510.3973638925472,0.020284330421201924
P-A-MEAN-REVERSION,2021_2026YTD,2021-05-21 00:00:00,2021-05-24 00:00:00,2021-05-28 00:00:00,2021-05-31 00:00:00,140522.86663905226,7.257,7.43,509.8872215996962,522.0424495640791,0.02281572456158587
P-A-MEAN-REVERSION,2021_2026YTD,2022-08-04 00:00:00,2022-08-05 00:00:00,2022-08-11 00:00:00,2022-08-12 00:00:00,148012.1095516658,7.047,7.37,521.5206680052215,545.4246236978886,0.04478979468687694
P-A-MEAN-REVERSION,2021_2026YTD,2022-10-25 00:00:00,2022-10-26 00:00:00,2022-11-01 00:00:00,2022-11-02 00:00:00,185333.15362252196,5.88,5.95,544.8794716501143,551.3661320270029,0.01089336284238862
P-A-MEAN-REVERSION,2021_2026YTD,2022-12-02 00:00:00,2022-12-05 00:00:00,2022-12-09 00:00:00,2022-12-12 00:00:00,177224.9168083234,6.216,6.195,550.8150414403062,548.9541798137818,-0.00437450193822031
P-A-MEAN-REVERSION,2021_2026YTD,2023-02-17 00:00:00,2023-02-20 00:00:00,2023-02-24 00:00:00,2023-02-27 00:00:00,174595.8293453957,6.282,6.341,548.4054999738,553.5560769395771,0.0083830259337061
P-A-MEAN-REVERSION,2021_2026YTD,2023-03-20 00:00:00,2023-03-21 00:00:00,2023-03-27 00:00:00,2023-03-28 00:00:00,178416.77609367837,6.199,6.321,553.0027975023258,563.8862208440704,0.018661422635996017
P-A-MEAN-REVERSION,2021_2026YTD,2023-03-29 00:00:00,2023-03-30 00:00:00,2023-04-06 00:00:00,2023-04-07 00:00:00,179430.67890601553,6.279,6.426,563.3226164253429,576.5107713250279,0.02238847131618149
P-A-MEAN-REVERSION,2021_2026YTD,2023-05-11 00:00:00,2023-05-12 00:00:00,2023-05-18 00:00:00,2023-05-19 00:00:00,186749.20514430376,6.168,6.145,575.9345486650709,573.7869328058732,-0.004724696665934336
P-A-MEAN-REVERSION,2021_2026YTD,2023-07-10 00:00:00,2023-07-11 00:00:00,2023-07-17 00:00:00,2023-07-18 00:00:00,188278.34870197365,6.089,6.111,573.2134326230735,575.2844944588805,0.0026099612371512926
P-A-MEAN-REVERSION,2021_2026YTD,2023-09-15 00:00:00,2023-09-18 00:00:00,2023-09-22 00:00:00,2023-09-25 00:00:00,198175.68878031708,5.8,5.8,574.7094974629581,574.7094974629196,-0.0009995002498751626
P-A-MEAN-REVERSION,2021_2026YTD,2023-10-11 00:00:00,2023-10-12 00:00:00,2023-10-18 00:00:00,2023-10-19 00:00:00,199490.9920697011,5.756,5.605,574.1350751766004,559.0735052753374,-0.027206775347558998
P-A-MEAN-REVERSION,2021_2026YTD,2023-11-02 00:00:00,2023-11-03 00:00:00,2023-11-09 00:00:00,2023-11-10 00:00:00,200724.0651094757,5.565,5.68,558.5147111669648,570.056344910911,0.0196447149291481
P-A-MEAN-REVERSION,2021_2026YTD,2023-12-15 00:00:00,2023-12-18 00:00:00,2023-12-22 00:00:00,2023-12-25 00:00:00,206335.71501874263,5.52,5.408,569.4865734516643,557.9317734106801,-0.021269075607123766
P-A-MEAN-REVERSION,2021_2026YTD,2024-03-14 00:00:00,2024-03-15 00:00:00,2024-03-21 00:00:00,2024-03-22 00:00:00,204054.22678518872,5.463,5.547,557.3741204636171,565.9443979887209,0.014361298208666273
P-A-MEAN-REVERSION,2021_2026YTD,2024-06-03 00:00:00,2024-06-04 00:00:00,2024-06-11 00:00:00,2024-06-12 00:00:00,213794.1903654815,5.289,5.245,565.3787364214659,560.6752642334753,-0.009310338213385116
P-A-MEAN-REVERSION,2021_2026YTD,2024-11-26 00:00:00,2024-11-27 00:00:00,2024-12-03 00:00:00,2024-12-04 00:00:00,193744.3338522225,5.782,6.02,560.1148691666313,583.1704448951897,0.04012158569625601
P-A-MEAN-REVERSION,2021_2026YTD,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-02-07 00:00:00,2025-02-10 00:00:00,209225.1987393777,5.569,5.843,582.5875658898149,611.2514181170919,0.048152257144905564
P-A-MEAN-REVERSION,2021_2026YTD,2025-03-25 00:00:00,2025-03-26 00:00:00,2025-03-31 00:00:00,2025-04-01 00:00:00,205845.43137432914,5.933,5.864,610.6404721718282,603.5388047895331,-0.012617743041507978
P-A-MEAN-REVERSION,2021_2026YTD,2025-04-24 00:00:00,2025-04-25 00:00:00,2025-05-06 00:00:00,2025-05-07 00:00:00,214950.29148069042,5.61,5.798,602.9355676032137,623.1408950025216,0.03247859136385478
P-A-MEAN-REVERSION,2021_2026YTD,2025-11-20 00:00:00,2025-11-21 00:00:00,2025-11-27 00:00:00,2025-11-28 00:00:00,175406.61186876844,7.098,7.048,622.518065522192,618.13290022554,-0.008036697345888966
P-A-MEAN-REVERSION,2021_2026YTD,2026-04-02 00:00:00,2026-04-03 00:00:00,2026-04-10 00:00:00,2026-04-13 00:00:00,160456.04163630208,7.697,7.985,617.515076237265,640.6207462329361,0.03638027679677114
P-A-MEAN-REVERSION,2021_2026YTD,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,171346.83952797888,7.47,7.993,639.980445636902,684.7876441735676,0.06894390823329988
P-B-TREND-CONTINUATION,2021,2021-04-06 00:00:00,2021-04-07 00:00:00,2021-04-13 00:00:00,2021-04-14 00:00:00,142237.1210865323,7.027,6.892,499.75012493750546,490.1491192641904,-0.020191910590883433
P-B-TREND-CONTINUATION,2021,2021-06-02 00:00:00,2021-06-03 00:00:00,2021-06-09 00:00:00,2021-06-10 00:00:00,131664.21486878456,7.438,7.455,489.65921509696636,490.7783609233945,0.0012837759662787107
P-B-TREND-CONTINUATION,2021,2021-09-02 00:00:00,2021-09-03 00:00:00,2021-09-09 00:00:00,2021-09-10 00:00:00,118857.65523127715,8.25,8.548,490.28782782901544,507.99761845847854,0.035085608710796246
P-B-TREND-CONTINUATION,2022,2022-03-23 00:00:00,2022-03-24 00:00:00,2022-03-28 00:00:00,2022-03-29 00:00:00,139946.82860194097,7.142,7.06,499.75012493750546,494.0123049648516,-0.012469402375261618
P-B-TREND-CONTINUATION,2022,2022-06-02 00:00:00,2022-06-06 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,143799.1082583327,6.864,7.039,493.5185395425651,506.10096151520196,0.024470355148765943
P-B-TREND-CONTINUATION,2022,2022-11-15 00:00:00,2022-11-16 00:00:00,2022-11-18 00:00:00,2022-11-21 00:00:00,162101.67152218835,6.238,6.165,505.59511347766966,499.6784024671456,-0.012690272369426103
P-B-TREND-CONTINUATION,2022,2022-12-05 00:00:00,2022-12-06 00:00:00,2022-12-12 00:00:00,2022-12-13 00:00:00,160662.68869617718,6.214,6.181,499.1789737789659,496.5280394155356,-0.006304781307447271
P-B-TREND-CONTINUATION,2023,2023-01-03 00:00:00,2023-01-04 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00,167224.4018529467,5.977,6.067,499.75012493750546,507.27522302091387,0.014043170818806683
P-B-TREND-CONTINUATION,2024,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-03-05 00:00:00,2024-03-06 00:00:00,185126.92162901696,5.399,5.43,499.75012493750546,502.619592222781,0.004736564853339287
P-B-TREND-CONTINUATION,2024,2024-09-05 00:00:00,2024-09-06 00:00:00,2024-09-12 00:00:00,2024-09-13 00:00:00,214122.4835030969,4.69,4.574,502.1172238147119,489.6981197715826,-0.025708254614697057
P-B-TREND-CONTINUATION,2024,2024-09-26 00:00:00,2024-09-27 00:00:00,2024-10-10 00:00:00,2024-10-11 00:00:00,190242.53018802553,5.143,5.732,489.20866637839936,545.2350915188812,0.11341062892625264
P-B-TREND-CONTINUATION,2024,2024-10-31 00:00:00,2024-11-01 00:00:00,2024-11-07 00:00:00,2024-11-08 00:00:00,181836.13049863713,5.991,6.401,544.6901289084926,581.9665356608881,0.06736808527800875
P-B-TREND-CONTINUATION,2024,2024-12-12 00:00:00,2024-12-13 00:00:00,2024-12-19 00:00:00,2024-12-20 00:00:00,189437.88203423787,6.138,5.987,581.3848599630874,567.0822998694912,-0.025575758878462307
P-B-TREND-CONTINUATION,2025,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-02-07 00:00:00,2025-02-10 00:00:00,179475.71375023568,5.569,5.843,499.75012493750546,524.3382977213136,0.048152257144905786
P-B-TREND-CONTINUATION,2025,2025-05-14 00:00:00,2025-05-15 00:00:00,2025-05-21 00:00:00,2025-05-22 00:00:00,181219.24285131364,5.781,5.733,523.8142214616528,519.4649596332905,-0.009294263091598864
P-B-TREND-CONTINUATION,2025,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-10 00:00:00,2025-06-11 00:00:00,178178.7997515316,5.825,5.777,518.9457542762393,514.6694630822991,-0.009231607372279349
P-B-TREND-CONTINUATION,2025,2025-07-08 00:00:00,2025-07-09 00:00:00,2025-07-15 00:00:00,2025-07-16 00:00:00,170475.8126078731,6.032,6.074,514.1550508253276,517.7350428901105,0.005956405086581462
P-B-TREND-CONTINUATION,2025,2025-07-17 00:00:00,2025-07-18 00:00:00,2025-07-24 00:00:00,2025-07-25 00:00:00,168255.55191456503,6.148,6.367,517.2175665852847,535.6415495200179,0.034586236484880795
P-B-TREND-CONTINUATION,2025,2025-08-15 00:00:00,2025-08-18 00:00:00,2025-08-22 00:00:00,2025-08-25 00:00:00,160019.78937124077,6.688,6.962,535.1061756573617,557.0288868012891,0.03992845084634711
P-B-TREND-CONTINUATION,2026YTD,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-01-16 00:00:00,2026-01-19 00:00:00,120858.55500303053,8.27,8.27,499.75012493750546,499.75012493753127,-0.0009995002498750516
P-B-TREND-CONTINUATION,2026YTD,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-03-04 00:00:00,2026-03-05 00:00:00,115795.11180860053,8.623,8.433,499.2506245627301,488.25008894096413,-0.023011572029130845
P-B-TREND-CONTINUATION,2026YTD,2026-04-15 00:00:00,2026-04-16 00:00:00,2026-04-22 00:00:00,2026-04-23 00:00:00,119990.67228906916,8.13,8.46,487.7620828549843,507.56054378276264,0.03955033553334042
P-B-TREND-CONTINUATION,2026YTD,2026-06-24 00:00:00,2026-06-25 00:00:00,2026-06-26 00:00:00,2026-06-29 00:00:00,112879.1711692843,8.984,8.84,507.05323689233046,498.9259365682366,-0.017011974867419233
P-B-TREND-CONTINUATION,2026YTD,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,124606.81499249188,8.0,7.838,498.4272599698743,488.3341079555757,-0.021229260369814984
P-B-TREND-CONTINUATION,2021_2026YTD,2021-04-06 00:00:00,2021-04-07 00:00:00,2021-04-13 00:00:00,2021-04-14 00:00:00,142237.1210865323,7.027,6.892,499.75012493750546,490.1491192641904,-0.020191910590883433
P-B-TREND-CONTINUATION,2021_2026YTD,2021-06-02 00:00:00,2021-06-03 00:00:00,2021-06-09 00:00:00,2021-06-10 00:00:00,131664.21486878456,7.438,7.455,489.65921509696636,490.7783609233945,0.0012837759662787107
P-B-TREND-CONTINUATION,2021_2026YTD,2021-09-02 00:00:00,2021-09-03 00:00:00,2021-09-09 00:00:00,2021-09-10 00:00:00,118857.65523127715,8.25,8.548,490.28782782901544,507.99761845847854,0.035085608710796246
P-B-TREND-CONTINUATION,2021_2026YTD,2022-03-23 00:00:00,2022-03-24 00:00:00,2022-03-28 00:00:00,2022-03-29 00:00:00,142114.2186255652,7.142,7.06,507.4898747118423,501.66319174824514,-0.012469402375261507
P-B-TREND-CONTINUATION,2021_2026YTD,2022-06-02 00:00:00,2022-06-06 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,146026.15945884024,6.864,7.039,501.16177926270757,513.9390682153881,0.02447035514876572
P-B-TREND-CONTINUATION,2021_2026YTD,2022-11-15 00:00:00,2022-11-16 00:00:00,2022-11-18 00:00:00,2022-11-21 00:00:00,164612.1788997391,6.238,6.165,513.425385988201,507.41704145844585,-0.012690272369425992
P-B-TREND-CONTINUATION,2021_2026YTD,2022-12-05 00:00:00,2022-12-06 00:00:00,2022-12-12 00:00:00,2022-12-13 00:00:00,163150.9102023551,6.214,6.181,506.90987799863797,504.2178879803784,-0.006304781307447382
P-B-TREND-CONTINUATION,2021_2026YTD,2023-01-03 00:00:00,2023-01-04 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00,168550.75190742864,5.977,6.067,503.7139220753452,511.2987059111848,0.014043170818806683
P-B-TREND-CONTINUATION,2021_2026YTD,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-03-05 00:00:00,2024-03-06 00:00:00,189215.65576101714,5.399,5.43,510.78766272682697,513.7205053911615,0.004736564853339287
P-B-TREND-CONTINUATION,2021_2026YTD,2024-09-05 00:00:00,2024-09-06 00:00:00,2024-09-12 00:00:00,2024-09-13 00:00:00,218851.6168945233,4.69,4.574,513.2070416175993,500.5136478377748,-0.025708254614696946
P-B-TREND-CONTINUATION,2021_2026YTD,2024-09-26 00:00:00,2024-09-27 00:00:00,2024-10-10 00:00:00,2024-10-11 00:00:00,194444.2482293195,5.143,5.732,500.0133843215881,557.2772154252297,0.11341062892625242
P-B-TREND-CONTINUATION,2021_2026YTD,2024-10-31 00:00:00,2024-11-01 00:00:00,2024-11-07 00:00:00,2024-11-08 00:00:00,185852.18384548905,5.991,6.401,556.7202167091891,594.8199143974877,0.06736808527800853
P-B-TREND-CONTINUATION,2021_2026YTD,2024-12-12 00:00:00,2024-12-13 00:00:00,2024-12-19 00:00:00,2024-12-20 00:00:00,193621.8285253883,6.138,5.987,594.2253917444032,579.6069436907499,-0.025575758878462418
P-B-TREND-CONTINUATION,2021_2026YTD,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-02-07 00:00:00,2025-02-10 00:00:00,207946.7144570665,5.569,5.843,579.0276264057029,607.5163262863198,0.048152257144905786
P-B-TREND-CONTINUATION,2021_2026YTD,2025-05-14 00:00:00,2025-05-15 00:00:00,2025-05-21 00:00:00,2025-05-22 00:00:00,209966.82704251632,5.781,5.733,606.9091135663912,601.8699097173729,-0.009294263091599086
P-B-TREND-CONTINUATION,2021_2026YTD,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-10 00:00:00,2025-06-11 00:00:00,206444.0654393882,5.825,5.777,601.2683405920397,596.3136830216729,-0.009231607372279349
P-B-TREND-CONTINUATION,2021_2026YTD,2025-07-08 00:00:00,2025-07-09 00:00:00,2025-07-15 00:00:00,2025-07-16 00:00:00,197519.12047297377,6.032,6.074,595.7176673463546,599.8655688764213,0.00595640508658124
P-B-TREND-CONTINUATION,2021_2026YTD,2025-07-17 00:00:00,2025-07-18 00:00:00,2025-07-24 00:00:00,2025-07-25 00:00:00,194946.6503221984,6.148,6.367,599.2660030904226,620.6126613007186,0.034586236484880795
P-B-TREND-CONTINUATION,2021_2026YTD,2025-08-15 00:00:00,2025-08-18 00:00:00,2025-08-22 00:00:00,2025-08-25 00:00:00,185404.41351395723,6.688,6.962,619.9923587907106,645.3927634420851,0.03992845084634711
P-B-TREND-CONTINUATION,2021_2026YTD,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-01-16 00:00:00,2026-01-19 00:00:00,155924.47236124723,8.27,8.27,644.7476932136342,644.7476932137572,-0.0009995002498750516
P-B-TREND-CONTINUATION,2021_2026YTD,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-03-04 00:00:00,2026-03-05 00:00:00,149391.92107927258,8.623,8.433,644.1032677332405,629.9110352307528,-0.023011572029131067
P-B-TREND-CONTINUATION,2021_2026YTD,2026-04-15 00:00:00,2026-04-16 00:00:00,2026-04-22 00:00:00,2026-04-23 00:00:00,154804.78204025596,8.13,8.46,629.2814389935229,654.8242280302828,0.03955033553334042
P-B-TREND-CONTINUATION,2021_2026YTD,2026-06-24 00:00:00,2026-06-25 00:00:00,2026-06-26 00:00:00,2026-06-29 00:00:00,145629.94903177698,8.984,8.84,654.1697310507298,643.6843747204542,-0.017011974867419455
P-B-TREND-CONTINUATION,2021_2026YTD,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,160760.2530067701,8.0,7.838,643.0410120270681,630.019431533532,-0.021229260369815095
MA5_MA20,2021,2021-01-04 00:00:00,2021-01-05 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,139770.6963886257,7.151,7.022,499.75012493750546,490.73491502046494,-0.019020904874090583
MA5_MA20,2021,2021-02-19 00:00:00,2021-02-22 00:00:00,2021-03-02 00:00:00,2021-03-03 00:00:00,131450.44251247612,7.459,7.108,490.2444253502181,467.1748726893401,-0.04800971280012223
MA5_MA20,2021,2021-03-31 00:00:00,2021-04-01 00:00:00,2021-06-18 00:00:00,2021-06-21 00:00:00,134536.73430018788,6.938,7.429,466.70793128735386,499.73669955804786,0.069699439700732
MA5_MA20,2021,2021-06-23 00:00:00,2021-06-24 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,131707.4825489956,7.581,7.569,499.2372126019327,498.4469677066739,-0.0025808227662978966
MA5_MA20,2021,2021-07-09 00:00:00,2021-07-12 00:00:00,2021-07-29 00:00:00,2021-07-30 00:00:00,130131.65290419487,7.653,7.542,497.9487698378507,490.7264631017188,-0.015489119415204144
MA5_MA20,2021,2021-08-06 00:00:00,2021-08-09 00:00:00,2021-09-27 00:00:00,2021-09-28 00:00:00,126251.86244636321,7.766,8.058,490.2359818791738,508.66875379639737,0.03656271272038447
MA5_MA20,2021,2021-11-11 00:00:00,2021-11-12 00:00:00,2021-12-23 00:00:00,2021-12-24 00:00:00,127040.08481246857,8.0,8.237,508.16033924976364,523.2145893001518,0.02859588955522252
MA5_MA20,2021,2021-12-28 00:00:00,2021-12-29 00:00:00,2021-12-29 00:00:00,2021-12-30 00:00:00,127891.2738408143,8.174,8.144,522.6916361873737,520.7732670797959,-0.004666005631879244
MA5_MA20,2022,2022-01-04 00:00:00,2022-01-05 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,121004.87286623033,8.26,8.058,499.75012493750546,487.528632778042,-0.02543026307669405
MA5_MA20,2022,2022-02-23 00:00:00,2022-02-24 00:00:00,2022-03-08 00:00:00,2022-03-09 00:00:00,126471.39646527113,7.702,7.23,487.0413477877155,457.1940982219552,-0.062221031784808534
MA5_MA20,2022,2022-04-06 00:00:00,2022-04-07 00:00:00,2022-04-11 00:00:00,2022-04-12 00:00:00,128332.9959557575,7.118,6.779,456.7371326064458,434.98468979204006,-0.04857763588000885
MA5_MA20,2022,2022-05-16 00:00:00,2022-05-17 00:00:00,2022-07-13 00:00:00,2022-07-14 00:00:00,133440.78688343347,6.513,7.135,434.54992248583585,476.0500072066489,0.09440635125397545
MA5_MA20,2022,2022-08-11 00:00:00,2022-08-12 00:00:00,2022-08-29 00:00:00,2022-08-30 00:00:00,129056.7693637701,7.37,6.3,475.57419510546606,406.5288234958758,-0.14603756466407225
MA5_MA20,2022,2022-10-18 00:00:00,2022-10-19 00:00:00,2022-11-28 00:00:00,2022-11-29 00:00:00,134924.41788545193,6.02,6.087,406.12249783519655,410.6424658343729,0.010118943850333961
MA5_MA20,2022,2022-12-05 00:00:00,2022-12-06 00:00:00,2022-12-15 00:00:00,2022-12-16 00:00:00,132034.76941974965,6.214,6.109,410.2320285871392,403.3002031926253,-0.017879939978514225
MA5_MA20,2023,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-03-08 00:00:00,2023-03-09 00:00:00,165179.3504999277,6.051,6.318,499.75012493750546,521.8015682292715,0.04308133489031385
MA5_MA20,2023,2023-03-27 00:00:00,2023-03-28 00:00:00,2023-04-24 00:00:00,2023-04-25 00:00:00,164935.93653897842,6.321,6.222,521.2800274314359,513.1156985727619,-0.016645924783218136
MA5_MA20,2023,2023-06-15 00:00:00,2023-06-16 00:00:00,2023-06-27 00:00:00,2023-06-28 00:00:00,166240.5835264549,6.167,6.013,512.602839303785,499.8023143722866,-0.02594616426179641
MA5_MA20,2023,2023-07-05 00:00:00,2023-07-06 00:00:00,2023-07-10 00:00:00,2023-07-11 00:00:00,163705.8235521913,6.1,6.089,499.3027618341148,498.40237980464644,-0.002800976560899726
MA5_MA20,2023,2023-07-14 00:00:00,2023-07-17 00:00:00,2023-07-21 00:00:00,2023-07-24 00:00:00,162740.39107746148,6.119,6.0,497.9042265014723,488.22117323238444,-0.020427684507149935
MA5_MA20,2023,2023-07-31 00:00:00,2023-08-01 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00,157434.85992503047,6.196,6.01,487.7331960477168,473.09175407471656,-0.030988863218487483
MA5_MA20,2023,2023-09-07 00:00:00,2023-09-08 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00,163112.6484032114,5.795,5.813,472.61889874830376,474.0869125839339,0.002103521147105436
MA5_MA20,2023,2023-09-14 00:00:00,2023-09-15 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,162725.67002107674,5.821,5.782,473.6130625962978,470.4399120309329,-0.007692683464143202
MA5_MA20,2023,2023-11-06 00:00:00,2023-11-07 00:00:00,2023-11-28 00:00:00,2023-11-29 00:00:00,165278.6028560952,5.687,5.68,469.96970722125843,469.3912321113104,-0.0022291474273413714
MA5_MA20,2024,2024-02-19 00:00:00,2024-02-20 00:00:00,2024-03-26 00:00:00,2024-03-27 00:00:00,192730.4762582072,5.186,5.358,499.75012493750546,516.3249458957371,0.03213356684557844
MA5_MA20,2024,2024-04-29 00:00:00,2024-04-30 00:00:00,2024-05-24 00:00:00,2024-05-27 00:00:00,185376.05713685445,5.565,5.345,515.8088789832545,495.4175126982435,-0.04049278146191959
MA5_MA20,2024,2024-09-24 00:00:00,2024-09-25 00:00:00,2024-11-20 00:00:00,2024-11-21 00:00:00,204091.68774041615,4.85,6.074,494.9223427705001,619.8264556676438,0.2511193887592287
MA5_MA20,2024,2024-12-09 00:00:00,2024-12-10 00:00:00,2024-12-20 00:00:00,2024-12-23 00:00:00,197199.66209246012,6.28,6.01,619.2069389703684,592.5849845878427,-0.04395015867862262
MA5_MA20,2025,2025-01-22 00:00:00,2025-01-23 00:00:00,2025-03-06 00:00:00,2025-03-07 00:00:00,176902.6990929314,5.65,6.021,499.75012493750546,532.56557561927,0.06459858566292076
