factor,factor_kind,year,horizon,active_n,control_n,active_return,control_return,return_delta,active_mae,control_mae,mae_delta,active_max_drawdown,control_max_drawdown,max_drawdown_delta
state__raw__daily__cxt_bi_trend_V230913__di_1::上升趋势,state,2023,60,25,157,-0.04379162844506709,-0.04650973575180275,0.002718107306735655,-0.08660854201413008,-0.0818466673097101,-0.00476187470441998,-0.12076724855226342,-0.120347176111606,-0.0004200724406574208
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2021,5,39,204,-0.009667117864926614,0.0013376235651900862,-0.011004741430116701,-0.02253578476348397,-0.01595364604395114,-0.00658213871953283,-0.031043109865063725,-0.024655141966324186,-0.006387967898739539
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2021,20,39,204,-0.026972061615881008,-0.0008190366972461514,-0.026153024918634856,-0.05746175980546489,-0.04173554463297464,-0.015726215172490253,-0.07420346972833365,-0.062241984675801755,-0.011961485052531896
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2021,60,39,204,-0.009614578332752127,-0.01796633418488229,0.008351755852130164,-0.09738678876047337,-0.09784947551554078,0.0004626867550674152,-0.12557606544928693,-0.13034887071803591,0.004772805268748986
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2022,5,43,199,-0.010980842167882416,-0.00433696323477665,-0.006643878933105766,-0.023976450787200752,-0.022132494457320264,-0.0018439563298804883,-0.0318841009070786,-0.03132437453813695,-0.0005597263689416515
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2022,20,43,199,-0.036005155250247944,-0.014498139533524976,-0.02150701571672297,-0.07813765876199043,-0.06498064165111024,-0.013157017110880187,-0.09448326794903728,-0.08538709843317835,-0.009096169515858926
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2022,60,43,199,-0.037390093222163974,-0.037169985134917,-0.0002201080872469771,-0.1374278927681801,-0.13551458250314663,-0.0019133102650334688,-0.16570318431582118,-0.17118862548760658,0.005485441171785399
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2023,5,54,183,-0.007158277569514,-0.0017388684668081837,-0.005419409102705817,-0.016180547745006574,-0.015269255157525113,-0.0009112925874814604,-0.02240101998424873,-0.022510471837027677,0.00010945185277894814
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2023,20,48,174,-0.013500552158412359,-0.013564133805991654,6.35816475792958e-05,-0.04509920588200419,-0.04042867019834061,-0.004670535683663581,-0.061067523581224935,-0.05842265982440143,-0.002644863756823504
state__raw__daily__cxt_bi_trend_V230913__di_1::下降趋势,state,2023,60,42,140,-0.06784054875810093,-0.03962511554513906,-0.02821543321296187,-0.09532863913031389,-0.0786524105321754,-0.016676228598138484,-0.126606015313757,-0.11854453728679241,-0.008061478026964594
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2021,5,132,111,0.0008036482211687553,-0.0018939095011498747,0.00269755772231863,-0.01653967301007621,-0.017569392445151776,0.0010297194350755677,-0.02438807568815661,-0.027217155450729245,0.002829079762572635
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2021,20,132,111,0.004077713822899672,-0.015831100125048018,0.01990881394794769,-0.03987692325512186,-0.049471224034809635,0.009594300779687773,-0.05867110688267593,-0.0706911178806788,0.012020010998002872
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2021,60,132,111,0.0017735603192840796,-0.03850640262016956,0.040279962939453635,-0.08592225701501582,-0.11187062919681699,0.02594837218180117,-0.11941092274207903,-0.14167922862204582,0.022268305879966796
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2022,5,159,83,-0.008481028618100355,0.0001596584739573442,-0.0086406870920577,-0.024766921984222073,-0.018041122715241626,-0.006725799268980447,-0.03315592899760141,-0.02810571278885552,-0.005050216208745892
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2022,20,159,83,-0.01904856960272645,-0.01692323947106779,-0.0021253301316586613,-0.07191854099081281,-0.05850625298550953,-0.01341228800530328,-0.08953324412042667,-0.08215695535979824,-0.00737628876062843
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2022,60,159,83,-0.04124266980379763,-0.029482127127683267,-0.011760542676114361,-0.1428456268336893,-0.1224620077180883,-0.020383619115600993,-0.17505070066149964,-0.16094833725825985,-0.014102363403239782
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2023,5,149,88,-0.002925536699769146,-0.003055169885386942,0.00012963318561779597,-0.015300481498469392,-0.015775585554380807,0.0004751040559114149,-0.022729753589832993,-0.022072024323186144,-0.0006577292666468497
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2023,20,140,82,-0.01154843183109789,-0.016968357676739466,0.005419925845641577,-0.039952316155648704,-0.043975929695812765,0.004023613540164062,-0.05692652296704304,-0.06252525275559294,0.005598729788549896
state__raw__daily__cxt_bi_trend_V230913__di_1::观望,state,2023,60,115,67,-0.03871935187124167,-0.05886707102935695,0.02014771915811528,-0.0769228167317505,-0.09207487154964829,0.01515205481789779,-0.11806133918560303,-0.12442737099976689,0.0063660318141638556
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2021,5,134,109,0.0018932066089381865,-0.003282863073679609,0.005176069682617796,-0.01610605884116595,-0.01812135333968504,0.0020152944985190914,-0.0244205947540976,-0.027229087603839817,0.002808492849742217
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2021,20,134,109,-0.003787977810477668,-0.006526650116087763,0.0027386723056100947,-0.04445223055585538,-0.044022576541792056,-0.0004296540140633215,-0.06576668129532623,-0.06218866880453993,-0.003578012490786299
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2021,60,134,109,0.027495674732411886,-0.07086716644804142,0.0983628411804533,-0.08183877553338315,-0.11736680592069204,0.035528030387308895,-0.11302895474773386,-0.14993354351197413,0.03690458876424027
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2022,5,106,136,-0.010068536827508606,-0.0019703455384087105,-0.008098191289099896,-0.025579272114848235,-0.02002905100501803,-0.005550221109830205,-0.033980802799630574,-0.029430895406858764,-0.0045499073927718105
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2022,20,106,136,-0.018456259315779065,-0.018213146731320226,-0.00024311258445883915,-0.07746816560380843,-0.0594076578039179,-0.018060507799890525,-0.09377389904631397,-0.08172632214045449,-0.012047576905859489
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2022,60,106,136,-0.03697502168238964,-0.03739153494167818,0.0004165132592885354,-0.14547170824157704,-0.12835882524669676,-0.017112882994880285,-0.17546042416805305,-0.166124767910297,-0.009335656257756036
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2023,5,70,167,0.00023384734607730304,-0.004318139116197992,0.0045519864622752945,-0.013734301794963879,-0.016207318241975924,0.002473016447012045,-0.021155262243711018,-0.023043132145303746,0.001887869901592728
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2023,20,64,158,-0.017819849738995062,-0.011820983560447196,-0.005998866178547866,-0.03881213439635162,-0.04250236642709469,0.0036902320307430694,-0.05780130814636008,-0.05947784949352912,0.0016765413471690402
state__raw__daily__cxt_bi_zdf_V230601__di_1::其他,state,2023,60,54,128,-0.03554510521810971,-0.05060455892485768,0.015059453706747966,-0.06788605412393958,-0.0886663546506641,0.020780300526724513,-0.111012192430679,-0.12436741775056295,0.013355225319883951
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2021,5,63,180,0.0035419427234112013,-0.001818248783379256,0.005360191506790457,-0.013585237836888015,-0.01820871897232201,0.004623481135433994,-0.023937694418159332,-0.026290308319575444,0.002352613901416112
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2021,20,63,180,-0.00630027784465515,-0.004567091028023887,-0.0017331868166312629,-0.040366419057520676,-0.04562208520508974,0.00525566614756906,-0.0612928890331996,-0.06516582324542775,0.0038729342122281463
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2021,60,63,180,-0.09408014882083837,0.010483048038997191,-0.10456319685983556,-0.12782370580198615,-0.0872582461183536,-0.04056545968363255,-0.16105352796870295,-0.1185681328720735,-0.04248539509662945
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2022,5,53,189,0.0057014786321272805,-0.00866354637271028,0.014365025004837561,-0.016433329570376336,-0.02415019742659481,0.007716867856218473,-0.027344853151615826,-0.03256767013258197,0.005222816980966147
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2022,20,53,189,-0.007393745409065753,-0.021383507599215063,0.013989762190149309,-0.04715180088539161,-0.07297365909212049,0.02582185820672888,-0.07357376152594858,-0.0907693320060096,0.017195570480061026
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2022,60,53,189,-0.020561089496197355,-0.041877583635466,0.021316494139268647,-0.11164249799121356,-0.14264417414615665,0.031001676154943092,-0.1532027927355694,-0.17498426128375047,0.021781468548181082
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2023,5,71,166,-0.000775176460424676,-0.003913990298129528,0.003138813837704852,-0.015844078976610103,-0.015319841353723695,-0.0005242376228864077,-0.022749783538177994,-0.022372510807920833,-0.0003772727302571617
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2023,20,71,151,-0.009179417652280066,-0.015605610149234811,0.006426192496954745,-0.04126958781296277,-0.04151794544455038,0.0002483576315876132,-0.05867701290749781,-0.05914381473451857,0.00046680182702076023
state__raw__daily__cxt_bi_zdf_V230601__di_1::向上,state,2023,60,51,131,-0.04934345464934059,-0.04488780944307891,-0.0044556452062616825,-0.08608176555014413,-0.08110664332000297,-0.004975122230141155,-0.12317906993727624,-0.11932484959181404,-0.003854220345462206
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2021,5,46,197,-0.012629879708825719,0.0024204673968153435,-0.015050347105641062,-0.02433385935438532,-0.015299907961625293,-0.009033951392760026,-0.03173686522770657,-0.024266164697426984,-0.007470700530279588
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2021,20,46,197,-0.006836681705223733,-0.004591403709732396,-0.0022452779954913373,-0.04902992266155505,-0.04314560048278388,-0.005884322178771169,-0.06341549762181037,-0.06433597615566138,0.0009204785338510074
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2021,60,46,197,-0.039075473198341266,-0.01138390335822143,-0.027691569840119834,-0.10304539956152839,-0.09654461617765721,-0.006500783383871181,-0.13470399958210638,-0.1283870669960641,-0.006316932586042295
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2022,5,83,159,-0.0068692212135702466,-0.0048118650076299785,-0.002057356205940268,-0.02232511408978923,-0.022530624600024265,0.0002055105102350338,-0.030762946485507873,-0.03176881958362565,0.0010058730981177787
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2022,20,83,159,-0.025121921069627302,-0.014768754680207961,-0.010353166389419341,-0.0672336869205672,-0.0673627106976695,0.00012902377710229118,-0.08693217409911488,-0.08704051987285884,0.0001083457737439536
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2022,60,83,159,-0.04813868685264785,-0.03150371095365887,-0.016634975898988977,-0.13903310650622214,-0.1341953048247892,-0.0048378016814329405,-0.17437614964837606,-0.16804121369055847,-0.006334935957817589
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2023,5,96,141,-0.006938455247030343,-0.0002742426557783034,-0.00666421259125204,-0.016475963948652726,-0.01479667186515453,-0.001679292083498195,-0.0232600878859905,-0.021958177221775947,-0.0013019106642145513
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2023,20,87,135,-0.013976744244123818,-0.0132756224933894,-0.0007011217507344181,-0.04350842713517936,-0.04010457285990267,-0.003403854275276695,-0.06013140578787651,-0.05826186398369918,-0.0018695418041773312
state__raw__daily__cxt_bi_zdf_V230601__di_1::向下,state,2023,60,77,105,-0.051439835782667705,-0.04224716065613614,-0.009192675126531567,-0.09037822535360586,-0.0767239711023818,-0.01365425425122406,-0.12515450526325939,-0.11692181864816913,-0.00823268661509026
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2021,5,230,13,-0.0002633930407897674,-0.0033509223116703003,0.0030875292708805327,-0.01728294685613692,-0.012181663217724266,-0.0051012836384126525,-0.0258034845647674,-0.02350221507470124,-0.0023012694900661594
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2021,20,230,13,-0.0036233362370834544,-0.02966358113295227,0.026040244895868814,-0.04403771255422663,-0.04818352692829469,0.004145814374068059,-0.06387198589678124,-0.06928795669299122,0.005415970796209979
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2021,60,230,13,-0.010537899112830767,-0.12433722559555721,0.11379932648272645,-0.0950645988526521,-0.14573231005529172,0.05066771120263962,-0.12719143545145473,-0.17189277116668727,0.04470133571523255
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2022,5,220,22,-0.004938558708366848,-0.011306771868126836,0.006368213159759988,-0.02219230788192493,-0.025138456674221873,0.0029461487922969425,-0.03062032985308249,-0.03945883201888566,0.008838502165803175
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2022,20,220,22,-0.014201927110909425,-0.05949670356963903,0.045294776458729605,-0.06449089882965889,-0.0955940578550714,0.03110315902541251,-0.08388618289378395,-0.11817513060811917,0.034288947714335216
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2022,60,220,22,-0.03980688683563268,-0.011231179389197442,-0.02857570744643524,-0.13449739275680622,-0.1494261318482071,0.014928739091400883,-0.1696521439012009,-0.17583189724317358,0.0061797533419726824
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2023,5,212,25,-0.004039429367872224,0.006063964312370312,-0.010103393680242535,-0.016034303154997164,-0.010750040127922099,-0.005284263027075065,-0.02293301214294274,-0.018690914040865446,-0.004242098102077294
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2023,20,200,22,-0.014676769360285719,-0.003310541535872574,-0.011366227824413145,-0.04248331999715612,-0.03194029533710187,-0.010543024660054252,-0.059029576403606024,-0.05867584821015641,-0.00035372819344961504
state__raw__daily__cxt_decision_V240526__di_1::其他,state,2023,60,165,17,-0.04570283574736607,-0.05034419563790035,0.004641359890534283,-0.08321746159695913,-0.07554465614585182,-0.007672805451107309,-0.119950731996743,-0.12481276963918425,0.004862037642441253
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2021,5,4,239,-0.015051614902451882,-0.00018383234235796184,-0.01486778256009392,-0.018484944714421303,-0.01698535405809298,-0.0014995906563283236,-0.03296594620564394,-0.025558437075502267,-0.007407509130141675
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2021,20,4,239,-0.014097307590525382,-0.004864454639730007,-0.009232852950795376,-0.044720446261499125,-0.04425179059620903,-0.0004686556652900922,-0.062157014839560265,-0.0641952808950223,0.0020382660554620347
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2021,60,4,239,-0.08678391737523983,-0.015451736649340428,-0.0713321807258994,-0.11027678928063453,-0.09756598581467048,-0.012710803465964052,-0.1510263559661041,-0.12922397805496694,-0.02180237791113715
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2022,5,15,227,-0.02187080578610764,-0.004436871410343094,-0.017433934375764546,-0.0348637666914223,-0.021640516654119077,-0.013223250037303222,-0.045583588665004685,-0.03048816318113904,-0.015095425483865645
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2022,20,15,227,-0.08914689207042023,-0.013639418774783387,-0.07550747329563684,-0.12331143395999362,-0.06361848240500714,-0.05969295155498648,-0.13785445053344475,-0.08364315573572431,-0.05421129479772044
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2022,60,15,227,-0.02499272053442553,-0.0380163446801108,0.01302362414568527,-0.17320787903140059,-0.13338626925853267,-0.039821609772867916,-0.1882015248395848,-0.16902533270934028,-0.019176192130244518
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2023,5,18,219,0.003125191442441913,-0.0034749468682356535,0.006600138310677566,-0.009444766901498376,-0.01597268250150904,0.006527915600010665,-0.018041711762292974,-0.02285077905755353,0.004809067295260556
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2023,20,15,207,-0.0015485666631427511,-0.014420083506759423,0.012871516843616673,-0.029471037461908156,-0.042305724323279434,0.012834686861371278,-0.05441172196041152,-0.05932660923641775,0.0049148872760062315
state__raw__daily__cxt_decision_V240526__di_1::开多,state,2023,60,12,170,-0.04147512914931529,-0.046465398084517204,0.004990268935201915,-0.07258504414035141,-0.08320070463702073,0.010615660496669316,-0.11953295322344808,-0.12046642602733738,0.000933472803889307
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2021,5,225,18,0.00010694074521787684,-0.007122447617076816,0.007229388362294693,-0.016902248394252358,-0.01835741722417368,0.0014551688299213224,-0.025395505067411703,-0.02924120031666586,0.003845695249254155
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2021,20,225,18,-0.0037828925693546823,-0.02043572561959834,0.01665283305024366,-0.04402850528533971,-0.047147002685473366,0.0031184974001336532,-0.0639172113045057,-0.06721820276415473,0.0033009914596490303
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2021,60,225,18,-0.008700542255577398,-0.11569326228824485,0.10699272003266745,-0.09485194517160393,-0.13431611684543857,0.03946417167383463,-0.12689924571673586,-0.16312810515199713,0.036228859435261274
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2022,5,213,29,-0.0056530598607174186,-0.004521729193334034,-0.0011313306673833845,-0.022187378253284096,-0.02446352458299491,0.002276146329710814,-0.031008721217900666,-0.034472732851061755,0.003464011633161089
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2022,20,213,29,-0.017448827054205262,-0.024715561392634887,0.007266734338429625,-0.06574219303048763,-0.07889585861526414,0.013153665584776514,-0.08517950940603874,-0.10039922781120136,0.015219718405162619
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2022,60,213,29,-0.03964798463560769,-0.019295873207486013,-0.020352111428121676,-0.1363990702226974,-0.13185514999046133,-0.0045439202322360706,-0.17038768190272507,-0.16893783283908853,-0.0014498490636365435
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2023,5,191,46,-0.0035120673365449497,-0.0007381534108601791,-0.0027739139256847704,-0.01561860097175588,-0.014888488835914735,-0.0007301121358411454,-0.02254682753946077,-0.022231029680184547,-0.0003157978592762227
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2023,20,180,42,-0.012071748272878723,-0.019887407064956442,0.007815658792077719,-0.04023795065276748,-0.04658379474641233,0.006345844093644852,-0.0571982214684833,-0.066692954214706,0.0094947327462227
state__raw__daily__cxt_decision_V240612__di_1::其他,state,2023,60,148,34,-0.04084338757955508,-0.06917640771722222,0.028333020137667142,-0.07978232674082171,-0.09433399883341553,0.014551672092593823,-0.1188212074614854,-0.12729850467732032,0.008477297215834914
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2021,5,6,237,0.0032429534197453425,-0.0005215194512735547,0.0037644728710188972,-0.0059952034481833465,-0.0172888952660456,0.011293691817862255,-0.02638024804499985,-0.02566265298564396,-0.0007175950593558897
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2021,20,6,237,0.009252828325580664,-0.0053776829502576295,0.014630511275838294,-0.02623739232355038,-0.044715761112230606,0.018478368788680227,-0.05354749404520651,-0.06443044400420815,0.010882949959001638
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2021,60,6,237,-0.05454410792652079,-0.015665975025882684,-0.03887813290063811,-0.07758581836225122,-0.09828634116732184,0.02070052280507062,-0.13389826338831215,-0.1294736143403867,-0.004424649047925444
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2022,5,17,225,-0.006083925763244399,-0.005474689595397077,-0.000609236167847322,-0.02920874981562244,-0.021950244595514593,-0.007258505220107847,-0.03827603328349565,-0.030906108027885362,-0.007369925255610289
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2022,20,17,225,-0.05536205840902554,-0.015520873111016435,-0.039841185298009105,-0.1083789716261393,-0.06421610887863181,-0.044162862747507484,-0.12609535516323114,-0.08404974254327183,-0.042045612619959316
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2022,60,17,225,-0.04585903385395719,-0.036555544332818934,-0.009303489521138256,-0.16365323335501,-0.13375420595610113,-0.029899027398908873,-0.1915176512656196,-0.16860432589377108,-0.02291332537184851
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2023,5,27,210,0.004924746569575328,-0.003989181312181845,0.008913927881757173,-0.01149908361585867,-0.015988323878234602,0.004489240262375932,-0.01825743847403149,-0.023029145650126887,0.004771707176095399
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2023,20,24,198,-0.01138340465117628,-0.013813050879889445,0.0024296462287131653,-0.03511044720621285,-0.042205554363123024,0.007095107156910176,-0.05762802980876519,-0.059160157706738804,0.0015321278979736133
state__raw__daily__cxt_decision_V240612__di_1::开多,state,2023,60,19,163,-0.05854666152447239,-0.04468977089076523,-0.01385689063370716,-0.08674350394855167,-0.0820062192819341,-0.004737284666617561,-0.12393502787971178,-0.11999338854978041,-0.003941639329931371
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2021,5,12,231,-0.012305148135487895,0.0001883956198809279,-0.012493543755368822,-0.024538524112168846,-0.016618948525523296,-0.00791957558664555,-0.030671676452498863,-0.025421082807089313,-0.00525059364540955
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2021,20,12,231,-0.03528000259218784,-0.0034443024162394797,-0.03183570017594836,-0.05760180786643485,-0.04356639845516336,-0.014035409411271495,-0.07405355712362884,-0.06364786799906937,-0.01040568912455947
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2021,60,12,231,-0.1462678394691069,-0.009891284221056444,-0.13637655524805045,-0.16268126608703223,-0.09440347434538697,-0.06827779174164526,-0.1777430260338396,-0.12708103838353005,-0.05066198765030955
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2022,5,12,230,-0.002308617385961017,-0.005684906470904195,0.003376289084943178,-0.01774112217010591,-0.02270634919484824,0.004965227024742329,-0.02908472390511374,-0.031545870370575074,0.0024611464654613335
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2022,20,12,230,0.01870030938058521,-0.020251109371735455,0.038951418752320666,-0.03712811518319101,-0.06889360710060102,0.031765491917410016,-0.06399638072915918,-0.08820372409243994,0.02420734336328076
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2022,60,12,230,0.01833527104168149,-0.04010706218652918,0.05844233322821067,-0.08680786522401736,-0.13841350836725963,0.05160564314324227,-0.13694975673483623,-0.17194946224693908,0.03499970551210285
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2023,5,19,218,-0.008785432330426425,-0.002467140843585099,-0.006318291486841326,-0.019705012043362828,-0.015108385519419986,-0.004596626523942842,-0.027877711920507323,-0.02201557293043971,-0.005862138990067614
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2023,20,18,204,-0.03122607694999666,-0.011990766670325495,-0.019235310279671167,-0.06188159146667833,-0.03963471495317282,-0.022246876513505508,-0.07877952008929377,-0.05724878715557529,-0.02153073293371848
state__raw__daily__cxt_decision_V240612__di_1::开空,state,2023,60,15,167,-0.08264075289470536,-0.042857532519395974,-0.03978322037530939,-0.10394862568757642,-0.08057431696206045,-0.023374308725515963,-0.13155890862095773,-0.11940301936535547,-0.012155889255602265
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2021,5,207,36,-0.0014709008222814073,0.005564835577191414,-0.007035736399472822,-0.01818917815721071,-0.010229986672202481,-0.007959191485008229,-0.026317198458407447,-0.02201861569381325,-0.004298582764594196
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2021,20,207,36,-0.008558540516794519,0.01535066660330254,-0.02390920712009706,-0.04576949667351949,-0.035577053503372806,-0.010192443170146684,-0.06577690366161658,-0.05487447598094276,-0.010902427680673815
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2021,60,207,36,-0.010601511492743555,-0.05126632915820572,0.040664817665462163,-0.1005471876440514,-0.08183638679194812,-0.01871080085210329,-0.1293446899004483,-0.1309523713780199,0.001607681477571593
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2022,5,213,29,-0.006274608231962589,4.343642994946315e-05,-0.006318044661912052,-0.02259726968434283,-0.02145294269280491,-0.0011443269915379188,-0.031402304933057866,-0.03158192832249336,0.00017962338943549455
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2022,20,213,29,-0.022241334544788015,0.01048457983130052,-0.03272591437608854,-0.06931794562986521,-0.05263257228190485,-0.01668537334796036,-0.08705269249091353,-0.08664102101539703,-0.0004116714755165035
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2022,60,213,29,-0.03838973935015442,-0.028537467890298027,-0.009852271459856392,-0.13346736846599108,-0.15338799392764904,0.01992062546165796,-0.16635354372891298,-0.19856788218467408,0.032214338455761105
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2023,5,210,27,-0.0028268203039129437,-0.004115839050293907,0.001289018746380963,-0.015800897908903787,-0.01295684115509834,-0.002844056753805446,-0.022862544066578727,-0.01955322856829493,-0.0033093154982837963
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2023,20,196,26,-0.009775899455573821,-0.04200421125207202,0.0322283117964982,-0.03718429901679554,-0.07350876498290537,0.03632446596610983,-0.05541235562820885,-0.08599854762368121,0.030586191995472363
state__raw__daily__cxt_decision_V240614__di_1::其他,state,2023,60,159,23,-0.03847904812200033,-0.09907176403311543,0.060592715911115105,-0.07700805997242859,-0.12047212097224326,0.043464060999814674,-0.11854455895600195,-0.13326534736193127,0.014720788405929316
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2021,5,11,232,-0.0023059342993003618,-0.00033955651784938113,-0.001966377781450981,-0.012449993865035617,-0.01722624769925222,0.0047762538342166014,-0.019240082962706608,-0.025985729884818298,0.00674564692211169
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2021,20,11,232,0.036895811362611865,-0.007003654371751313,0.04389946573436318,-0.01703978678428371,-0.045550095184969115,0.028510308400685407,-0.025605242915162106,-0.06598983845345598,0.04038459553829387
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2021,60,11,232,-0.014423437427315645,-0.016730357400831248,0.0023069199735156025,-0.03410285776334805,-0.10079416522168944,0.06669130745834138,-0.09725715654569411,-0.13111554938361586,0.03385839283792175
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2022,5,25,217,0.0059348975192191,-0.006836886336036749,0.012771783855255849,-0.018966801666415525,-0.022862597876479155,0.0038957962100636297,-0.029874794175641237,-0.031602290404159454,0.0017274962285182167
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2022,20,25,217,0.028718007387100432,-0.02373871717792462,0.05245672456502505,-0.043787189703646485,-0.0700294344366146,0.026242244732968108,-0.08245509862148774,-0.08752735320034054,0.005072254578852797
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2022,60,25,217,-0.018462431037300206,-0.039368849191101514,0.020906418153801308,-0.14272552000855776,-0.13506296454812894,-0.0076625554604288215,-0.19444527361017772,-0.16742231132423765,-0.02702296228594006
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2023,5,23,214,-0.007046636118529809,-0.0025359219039881686,-0.00451071421454164,-0.013801069692090433,-0.015657003126819488,0.0018559334347290554,-0.01867342972940938,-0.022895245521257386,0.004221815791848008
state__raw__daily__cxt_decision_V240614__di_1::开多,state,2023,20,22,200,-0.03394751884993063,-0.011306701855739334,-0.022640816994191293,-0.0695154644429096,-0.038350051395517275,-0.031165413047392322,-0.07837171483778181,-0.05686303107456723,-0.021508683763214582
