factor,factor_kind,year,horizon,active_n,control_n,active_return,control_return,return_delta,active_mae,control_mae,mae_delta,active_max_drawdown,control_max_drawdown,max_drawdown_delta
state__raw__daily__cxt_third_bs_V230319__di_1::三买,event,2023,5,2,235,-0.038313917841814926,-0.002672902478706484,-0.035641015363108444,-0.038313917841814926,-0.015282533771803494,-0.023031384070011433,-0.04761183261183266,-0.022271692596178005,-0.025340140015654655
state__raw__daily__cxt_third_bs_V230319__di_1::三买,event,2023,20,2,220,-0.06254240752094836,-0.013105004412747472,-0.04943740310820089,-0.0739362354383814,-0.041143081936230466,-0.03279315350215094,-0.08254449254449259,-0.05878043161934392,-0.02376406092514867
state__raw__daily__cxt_third_bs_V230319__di_1::三买,event,2023,60,2,180,-0.06695278969957086,-0.04590507580422536,-0.021047713895345495,-0.08552421827099949,-0.08246717711908744,-0.003057041151912049,-0.13341750841750843,-0.12026029359163173,-0.0131572148258767
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2021,5,8,235,0.010721450772306962,-0.0008081446621779409,0.011529595434484903,-0.00837162496623145,-0.017304112336221512,0.008932487369990062,-0.014924073032292831,-0.02604654324089054,0.011122470208597707
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2021,20,8,235,0.027307860978531356,-0.006116837349301381,0.033424698327832736,-0.01563922331290972,-0.045233812557602886,0.029594589244693166,-0.03855378277507214,-0.06503348906837443,0.02647970629330229
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2021,60,8,235,0.025566329469696808,-0.018062261125322963,0.04362859059501977,-0.07737787738059423,-0.0984695946714214,0.021091717290827164,-0.12107670912018742,-0.12987243619591496,0.008795727075727539
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2022,5,7,235,0.007455708597465439,-0.005903922796262788,0.013359631393728227,-0.023963635536914274,-0.02241535460467219,-0.0015482809322420847,-0.0391863608743578,-0.031192605727545227,-0.00799375514681257
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2022,20,7,235,-0.01485748113768153,-0.018422762021141962,0.003565280883460432,-0.06492139268510902,-0.0673898607086841,0.002468468023575074,-0.10042304819800167,-0.08660362456436205,-0.013819423633639624
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2022,60,7,235,0.01184370218567156,-0.03867024240723929,0.05051394459291085,-0.13183285289723268,-0.13597434611437148,0.004141493217138803,-0.17494264826108002,-0.17007308450972958,-0.0048695637513504475
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2023,5,4,233,-0.024316546521059162,-0.002607269236461017,-0.021709277284598146,-0.031106608715051498,-0.015208570116726373,-0.015898038598325125,-0.03399544107562677,-0.022287938459326133,-0.011707502616300637
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2023,20,4,218,-0.008517261205533228,-0.013642737344147742,0.005125476138614514,-0.05177491423329142,-0.041248857063827055,-0.010526057169464365,-0.06724949016816184,-0.05884305495721101,-0.00840643521095083
state__raw__daily__cxt_third_bs_V230319__di_1::三卖,event,2023,60,3,179,-0.06851324635611726,-0.045761337905538296,-0.022751908450578964,-0.10653998296242569,-0.08209787915692995,-0.024442103805495732,-0.12893008791872188,-0.12026199776297522,-0.008668090155746655
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2021,5,205,38,-0.0015971296116433613,0.005875504761934965,-0.007472634373578326,-0.01825035410776906,-0.010318863332874975,-0.007931490774894086,-0.02687815090470411,-0.019218666063244103,-0.007659484841460007
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2021,20,205,38,-0.006426794589252465,0.002592078987873187,-0.009018873577125653,-0.047657226376927285,-0.025929692901838483,-0.021727533475088802,-0.06666100399632174,-0.0506787993163845,-0.015982204679937245
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2021,60,205,38,-0.013167295421164946,-0.035284346509329205,0.02211705108816426,-0.09452652461375403,-0.11530105844761043,0.0207745338338564,-0.1262913065993641,-0.14733995595083885,0.02104864935147474
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2022,5,210,32,-0.0058674243680191624,-0.003221024364233535,-0.0026464000037856273,-0.02209912420442072,-0.024829303060250437,0.002730178855829716,-0.030543791689816538,-0.03719908178850498,0.006655290098688441
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2022,20,210,32,-0.01857015537327138,-0.01667558795453569,-0.0018945674187356917,-0.06583896013429834,-0.07702766834793362,0.011188708213635282,-0.0850910544116879,-0.09955286511114478,0.014461810699456873
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2022,60,210,32,-0.04424575494045144,0.008968983971664637,-0.053214738912116075,-0.13528427030208628,-0.13959701699124397,0.0043127466891576816,-0.1697301656445545,-0.17338870663304906,0.003658540988494552
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2023,5,203,34,-0.00127905238799221,-0.013091537747565737,0.011812485359573527,-0.012942625882610932,-0.030607947584924453,0.01766532170231352,-0.02016652112063834,-0.03633140111282097,0.016164879992182628
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2023,20,188,34,-0.012723022033080572,-0.018125224812564514,0.005402202779483943,-0.040196211077494146,-0.04830772983172254,0.008111518754228393,-0.05785272092032521,-0.0653080120095149,0.007455291089189693
state__raw__daily__cxt_third_bs_V230319__di_1::其他,state,2023,60,156,26,-0.04358301065023822,-0.06145652164317483,0.01787351099293661,-0.08070859460392188,-0.09325382922176632,0.012545234617844445,-0.11899706996447165,-0.1288517288027365,0.009854658838264835
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2021,5,112,131,-0.0002908683751579024,-0.0005462987130967574,0.00025543033793885497,-0.01746004756205601,-0.016625298257951407,-0.0008347493041046018,-0.025838000622596096,-0.025545604397991268,-0.0002923962246048281
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2021,20,112,131,-0.015143358590984677,0.00364169673994435,-0.018785055330929026,-0.04986906583231133,-0.03946354476580983,-0.0104055210665015,-0.06938033607968568,-0.059700019483540256,-0.009680316596145419
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2021,60,112,131,-0.013201972061674394,-0.01955328135714343,0.0063513092954690376,-0.09459939643042492,-0.10049042264596324,0.005891026215538317,-0.12448279332512076,-0.1339432315006717,0.009460438175550936
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2022,5,106,136,-0.010068536827508606,-0.0019703455384087105,-0.008098191289099896,-0.025579272114848235,-0.02002905100501803,-0.005550221109830205,-0.033980802799630574,-0.029430895406858764,-0.0045499073927718105
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2022,20,106,136,-0.018456259315779065,-0.018213146731320226,-0.00024311258445883915,-0.07746816560380843,-0.0594076578039179,-0.018060507799890525,-0.09377389904631397,-0.08172632214045449,-0.012047576905859489
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2022,60,106,136,-0.03697502168238964,-0.03739153494167818,0.0004165132592885354,-0.14547170824157704,-0.12835882524669676,-0.017112882994880285,-0.17546042416805305,-0.166124767910297,-0.009335656257756036
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2023,5,80,157,-0.0004368002117687564,-0.004266343319988236,0.0038295431082194797,-0.014383589776107814,-0.01603398783419634,0.0016503980580885261,-0.021539243950550225,-0.02296771916739795,0.0014284752168477258
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2023,20,74,148,-0.019640320463811756,-0.010505419402191015,-0.00913490106162074,-0.038249004529370315,-0.04303327136266258,0.004784266833292264,-0.05662134144602435,-0.060181112664451655,0.0035597712184273073
state__raw__daily__cxt_three_bi_V230618__di_1::其他,state,2023,60,64,118,-0.04900493513646445,-0.04458053707988121,-0.004424398056583241,-0.08163828823285608,-0.08296855822944875,0.0013302699965926645,-0.12000091423580786,-0.12062397756133074,0.0006230633255228796
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2021,5,31,212,0.010346833063997082,-0.002004217992534292,0.012351051056531373,-0.007586011900446857,-0.018388080329377617,0.01080206842893076,-0.01708192305866516,-0.0269376916558915,0.009855768597226342
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2021,20,31,212,0.008136720927115532,-0.00693977470753847,0.015076495634654002,-0.020545491053955763,-0.047727120353147766,0.027181629299192003,-0.04811241308890652,-0.06650856314864372,0.018396150059737194
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2021,60,31,212,-0.0047039432962196785,-0.01836923814391751,0.01366529484769783,-0.10132787564226885,-0.09725572463169077,-0.004072151010578076,-0.13769277260524887,-0.1283969822086736,-0.00929579039657527
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2022,5,18,224,0.022325499770306026,-0.0077548700571652045,0.03008036982747123,-0.013445103625388853,-0.023184562123211454,0.0097394584978226,-0.028461169095518674,-0.03166190101952811,0.0032007319240094333
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2022,20,18,224,0.03410305088123463,-0.022532171244617656,0.056635222125852286,-0.030097326467007177,-0.0703094425845107,0.04021211611750353,-0.06997474977917634,-0.08837173041957999,0.018396980640403654
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2022,60,18,224,0.04845092087288246,-0.044092489402292045,0.09254341027517451,-0.09385284230575724,-0.13922968815024236,0.04537684584448512,-0.14581951488726227,-0.17217420593590757,0.026354691048645296
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2023,5,9,228,-0.014715960975406173,-0.0025101590763201673,-0.012205801899086006,-0.028277898960583105,-0.014971588514965802,-0.013306310445617303,-0.03404416971152459,-0.02202927148211305,-0.012014898229411538
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2023,20,9,213,-0.015120458733889045,-0.013484045339161218,-0.0016364133947278266,-0.05197926162077972,-0.04099313212328849,-0.010986129497491226,-0.06634170961312347,-0.0586840777221903,-0.007657631890933166
state__raw__daily__cxt_three_bi_V230618__di_1::向上不重合,state,2023,60,9,173,-0.08225295288841274,-0.04425747195470516,-0.037995480933707575,-0.11753759945068795,-0.08067804579723438,-0.03685955365345357,-0.13203198916094502,-0.11979999977387414,-0.012231989387070888
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2021,5,1,242,0.026348808030112858,-0.0005392198242292283,0.026888027854342085,-0.023839397741530766,-0.016981818185951965,-0.006857579555578801,-0.023839397741530766,-0.025687978711264825,0.0018485809697340594
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2021,20,1,242,0.005018820577164407,-0.005057903759647679,0.010076724336812086,-0.030740276035131853,-0.04431536967563977,0.013575093640507914,-0.06193078324225876,-0.06417094797531533,0.0022401647330565766
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2021,60,1,242,-0.12547051442910928,-0.01617615791018269,-0.10929435651892659,-0.14742785445420337,-0.09757004096022551,-0.04985781349397786,-0.17486338797814205,-0.12939575533480732,-0.04546763264333473
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2022,5,9,233,0.03576230979634763,-0.00711198577298981,0.042874295569337445,0.00012022223186744816,-0.023332342407481423,0.02345256463934887,-0.011427985704690453,-0.032196201719963166,0.020768216015272713
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2022,20,9,233,-0.02958737169209771,-0.017884399560958164,-0.011702972131139546,-0.03442025573965495,-0.06858920477974093,0.03416894904008597,-0.07742899806890952,-0.08737318509609829,0.009944187027188772
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2022,60,9,233,-0.024884795384981315,-0.03768514116711031,0.012800345782128995,-0.13134905618560314,-0.13602858283900213,0.004679526653398991,-0.16945033546420152,-0.1702434351005846,0.0007930996363830767
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2023,5,27,210,-0.004652194209241715,-0.0027578603549053685,-0.0018943338543363467,-0.01799895811725297,-0.015152625728055334,-0.002846332389197636,-0.02321847671522661,-0.02239129787625894,-0.0008271788389676675
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2023,20,27,195,-0.011209551815926151,-0.013874501983673513,0.002664950167747362,-0.040192790425804314,-0.0416110007966705,0.001418210370866188,-0.052715921255316725,-0.05986386701256971,0.007147945757252985
state__raw__daily__cxt_three_bi_V230618__di_1::向上奔走型,state,2023,60,16,166,-0.05814889689670318,-0.044978535384412384,-0.013170361512290799,-0.09743340367401342,-0.08106148107947907,-0.01637192259453435,-0.11100857119908841,-0.12131054653098382,0.010301975331895405
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2021,5,11,232,-0.027602128884167142,0.000859832018502061,-0.028461960902669205,-0.03483934685563717,-0.016164683548835768,-0.018674663306801405,-0.037053458898059895,-0.025141130163745518,-0.011912328734314376
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2021,20,11,232,-0.058926534337669874,-0.0024603534980310584,-0.056466180839638815,-0.07639584133135043,-0.04273579949523751,-0.03366004183611292,-0.08205677868755158,-0.063313257015972,-0.018743521671579583
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2021,60,11,232,-0.07445288111775684,-0.013884133777577566,-0.06056874734017928,-0.14897604520288185,-0.09534759167929774,-0.05362845352358411,-0.1547979867553778,-0.12838732036505326,-0.026410666390324522
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2022,5,10,232,-0.008252578537430588,-0.005399595308470652,-0.002852983228959936,-0.01677829923303693,-0.022705046502267224,0.005926747269230294,-0.0255939287621623,-0.03167511889858625,0.006081190136423949
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2022,20,10,232,-0.01353996743387036,-0.018525654174971675,0.004985686741101315,-0.0628196755024629,-0.06751237181168922,0.004692696309226321,-0.07518551412704445,-0.0875127498652614,0.012327235738216952
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2022,60,10,232,-0.023139644447571873,-0.03781553709450782,0.014675892646935949,-0.07536582600642525,-0.13846182347885203,0.06309599747242678,-0.10058303977610934,-0.1732152715510902,0.07263223177498086
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2023,5,10,227,-0.0010040041106588182,-0.0030604399871060153,0.002056435876447197,-0.014134480207251087,-0.015536028502136302,0.0014015482948852142,-0.02383623016337021,-0.02242603138190218,-0.0014101987814680306
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2023,20,10,212,0.06529547460573573,-0.0172695308108665,0.08256500541660224,-0.02784181324346787,-0.042079869643456544,0.014238056399988673,-0.04516852710203233,-0.05964669184115247,0.014478164739120142
state__raw__daily__cxt_three_bi_V230618__di_1::向上收敛,state,2023,60,10,172,-0.02605512039530311,-0.04730388383841091,0.021248763443107797,-0.050358594318844575,-0.0843695021790075,0.03401090786016293,-0.12821851707033108,-0.11995059705014778,-0.008267920020183298
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2021,5,22,221,0.01798566464918062,-0.0022616606864947243,0.020247325335675345,-0.007057996273310335,-0.018000739731805788,0.010942743458495453,-0.021369108754960366,-0.026109546847323483,0.004740438092363117
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2021,20,22,221,0.08421287180236357,-0.013898991262034267,0.09811186306439784,-0.013772925161083825,-0.047294368253376066,0.03352144309229224,-0.04310665743412406,-0.06625770918424362,0.023151051750119556
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2021,60,22,221,0.053736868237566716,-0.023630370271130276,0.07736723850869699,-0.04444928510737775,-0.1030836809704365,0.058634395863058755,-0.10235547219770517,-0.13229328412059732,0.029937811922892146
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2022,5,5,237,-0.023109687502686473,-0.0051463437106585,-0.01796334379202797,-0.031010750603476956,-0.022279746952907086,-0.00873100365056987,-0.03931985933454416,-0.03125724715367473,-0.008062612180869434
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2022,20,5,237,0.00284821209540862,-0.01876621309455348,0.0216144251899621,-0.04340985937144286,-0.06782285957164268,0.02441300020019982,-0.05414847161572056,-0.08769650106300629,0.03354802944728573
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2022,60,5,237,-0.12851374501240617,-0.03528283681577849,-0.09323090819662769,-0.13205235254412132,-0.13593476601028404,0.0038824134661627208,-0.1899422918384172,-0.16979772969798287,-0.020144562140434336
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2023,5,7,230,0.04361252452586368,-0.004391511260263911,0.04800403578612759,0.0013691027315375001,-0.015989595613818318,0.01735869834535582,-0.014064041081078203,-0.022741839729382388,0.008677798648304185
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2023,20,7,215,-0.04039562513278196,-0.012676355394962173,-0.027719269737819782,-0.05013044688110672,-0.041155522645021946,-0.008974924236084772,-0.10738335738335733,-0.05741907181237742,-0.04996428557097991
state__raw__daily__cxt_three_bi_V230618__di_1::向上无背,state,2023,60,7,175,-0.08290999031352234,-0.04466542452551458,-0.03824456578800776,-0.08671227293976794,-0.08233231089942493,-0.004379962040343008,-0.142977392977393,-0.1195019777856399,-0.023475415191753113
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2021,5,12,231,0.004620500881386463,-0.0006908588745021557,0.005311359755888619,-0.01632085085857306,-0.017045840642593204,0.0007249897840201427,-0.02794014409788606,-0.025562980591744527,-0.002377163506141533
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2021,20,12,231,0.03649512633923713,-0.00717288054254727,0.0436680068817844,-0.04189134045374637,-0.044382526632445886,0.002491186178699513,-0.06951685913568632,-0.06388354062181963,-0.0056333185138666975
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2021,60,12,231,0.12459147072469563,-0.02396189773761762,0.14855336846231326,-0.048166733145725345,-0.10035228125142888,0.052185548105703534,-0.09277046840612384,-0.13149519722133346,0.03872472881520962
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2022,5,10,232,-0.025082895501657588,-0.00467415061173673,-0.02040874488992086,-0.035904738878341044,-0.021880631000314458,-0.014024107878026586,-0.040304397036080256,-0.031041046990227715,-0.00926335004585254
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2022,20,10,232,-0.062240943886634835,-0.016426474155455964,-0.04581446973117887,-0.09154180865608774,-0.06627434883092952,-0.025267459825158226,-0.10387614786627668,-0.0862760846178807,-0.017600063248395983
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2022,60,10,232,-0.047491735399993094,-0.03676587800173104,-0.010725857398262054,-0.11402275851859023,-0.13679557638781042,0.022772817869220197,-0.14419926327120822,-0.17133526191768075,0.027135998646472537
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2023,5,15,222,-0.010760598530349889,-0.0024475267577675915,-0.008313071772582297,-0.018271175233110615,-0.015288088484508067,-0.0029830867486025474,-0.02050935688373896,-0.02261905888319555,0.002109701999456589
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2023,20,7,215,0.02495299523910653,-0.014803984895442265,0.03975698013454879,-0.016819595402199714,-0.04224006199549799,0.025420466593298278,-0.03129571065575609,-0.059896344031415596,0.028600633375659504
state__raw__daily__cxt_three_bi_V230618__di_1::向下奔走型,state,2023,60,5,177,0.03292380455350319,-0.04836970760975833,0.08129351216326153,-0.0037353279688584484,-0.08472578349227937,0.08099045552342092,-0.12794612794612792,-0.12019184872089314,-0.007754279225234778
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2021,5,8,235,-0.005377781830372755,-0.0002600856799590569,-0.005117696150413698,-0.01609566725641763,-0.01704116621570453,0.0009454989592868994,-0.02218391708077712,-0.025799399613708092,0.0036154825329309734
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2021,20,8,235,-0.029179443465261815,-0.004193865283129701,-0.024985578182132113,-0.05761127712719709,-0.043804976683073954,-0.013806300444123135,-0.0742924512971683,-0.06381685354421797,-0.01047559775295033
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2021,60,8,235,-0.00388816043198989,-0.017059555086116604,0.013171394654126714,-0.12317911090714083,-0.09691040374285809,-0.026268707164282742,-0.14055782184417243,-0.12920924937977932,-0.011348572464393109
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2022,5,22,220,-0.004628475353301464,-0.005606388359849386,0.0009779130065479215,-0.01354313754484157,-0.023351839794862956,0.009808702250021386,-0.023435775015953363,-0.03222263555337572,0.008786860537422357
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2022,20,22,220,-0.03002785920455866,-0.017148811547417462,-0.012879047657141197,-0.05371462854063037,-0.068678841761103,0.014964213220472637,-0.06653969279348447,-0.08904972667524744,0.022510033881762967
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2022,60,22,220,-0.04430620371403207,-0.03649938440314922,-0.007806819310882854,-0.08783728517311179,-0.14065627742431572,0.05281899225120393,-0.12014260787100857,-0.17522107283841745,0.05507846496740888
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2023,5,15,222,0.01565724766415632,-0.004232516365504498,0.019889764029660816,-0.0021392916932712726,-0.016378080615578296,0.014238788922307025,-0.012934064625619331,-0.02313090295469012,0.01019683832907079
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2023,20,15,207,0.03696457898908065,-0.01721089116271764,0.054175470151798286,-0.016455047533349778,-0.043248911999261924,0.026793864465912146,-0.049530114635156296,-0.05968034889766813,0.010150234262511833
state__raw__daily__cxt_three_bi_V230618__di_1::向下收敛,state,2023,60,15,167,0.04365244890015299,-0.05420123327941318,0.09785368217956616,-0.027361588767481685,-0.08745339213452404,0.060091803367042354,-0.09363064352915804,-0.1228097497628225,0.02917910623366446
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2021,5,16,227,-0.011816098615593379,0.00037407571989486196,-0.012190174335488241,-0.019597072942356478,-0.016827692650503098,-0.00276938029185338,-0.026169228604557532,-0.025645914485439198,-0.0005233141191183337
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2021,20,16,227,0.010324250108938914,-0.006097717581500424,0.016421967690439337,-0.03318746842795297,-0.045039912963404004,0.011852444535451034,-0.04092253189637831,-0.0657997342860199,0.02487720238964159
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2021,60,16,227,-0.00682825370585783,-0.01731651396211276,0.01048826025625493,-0.044918329726059705,-0.10150081273661596,0.05658248301055625,-0.09018322251736907,-0.13235993224107317,0.0421767097237041
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2022,5,25,217,-0.0006139578942392321,-0.006082409905914822,0.00546845201167559,-0.022780154837833865,-0.022423271474242015,-0.0003568833635918499,-0.03287503809413311,-0.031256640183135044,-0.0016183979109980692
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2022,20,25,217,0.009929194512641782,-0.02157410739976118,0.03150330191240296,-0.062229440619984276,-0.06790475115132222,0.005675310531337942,-0.08691372396836275,-0.0870136866857236,9.996271736084639e-05
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2022,60,25,217,-0.03265448479937907,-0.03773381995583897,0.005079335156459905,-0.1497116217142819,-0.1342581141212022,-0.015453507593079702,-0.18112628612804682,-0.16895675688669512,-0.012169529241351701
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2023,5,25,212,-0.008686991284252295,-0.002299929887138426,-0.006387061397113869,-0.014616112194565666,-0.015578398430157119,0.0009622862355914523,-0.021556607107378237,-0.022595076639816226,0.0010384695324379897
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2023,20,25,197,-0.02577314048794722,-0.011999275500749548,-0.013773864987197673,-0.05828684383948677,-0.039300403050052266,-0.018986440789434504,-0.07096199333009735,-0.05747580765529042,-0.01348618567480693
state__raw__daily__cxt_three_bi_V230618__di_1::向下无背,state,2023,60,25,157,-0.05953165141242618,-0.044003362667828366,-0.015528288744597815,-0.10044985952594143,-0.07964263585878474,-0.02080722366715669,-0.11588775405323949,-0.12112416568151428,0.00523641162827479
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2021,5,6,237,-0.02691857710064018,0.0002420635998754459,-0.027160640700515624,-0.031254586929647755,-0.016649417203223715,-0.01460516972642404,-0.04197458258281902,-0.025267859706205504,-0.016706722876613515
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2021,20,6,237,-0.08009691142827526,-0.003115664222311908,-0.07698124720596335,-0.08186047888834984,-0.04330758170552682,-0.038552897182823016,-0.09656453110492101,-0.06334140509130398,-0.03322312601361703
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2021,60,6,237,-0.1996534456008786,-0.011992320907544509,-0.1876611246933341,-0.2114837275235121,-0.09489652068222659,-0.11658720684128551,-0.2241179201485608,-0.12718957239708922,-0.09692834775147158
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2022,5,10,232,-0.026130290972728842,-0.004629004255225037,-0.021501286717503804,-0.042162638824767174,-0.02161089393365816,-0.020551744891109013,-0.04533707546526341,-0.030824121195866375,-0.014512954269397034
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2022,20,10,232,-0.1494676403349544,-0.0126667027568215,-0.13680093757813291,-0.15584033777758063,-0.06350286050672725,-0.09233747727085338,-0.16029903303483387,-0.08384406370544288,-0.07645496932939098
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2022,60,10,232,-0.066648692766592,-0.03594014708075696,-0.03070854568583503,-0.23924841908563432,-0.13139791860474817,-0.10785050048088615,-0.2432523042011312,-0.16706573429139096,-0.07618656990974024
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2023,5,17,220,0.00010175702743744092,-0.003211317216573137,0.003313074244010578,-0.010855324374927618,-0.015834012534925824,0.004978688159998206,-0.018696516936259098,-0.022778321079132236,0.004081804142873138
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2023,20,17,205,-0.00879869974394252,-0.0139444287326796,0.005145728988737079,-0.03763653622972351,-0.04175380185825447,0.004117265628530958,-0.0567934620187297,-0.059177049205006056,0.002383587186276355
state__raw__daily__cxt_three_bi_V230618__di_1::向下盘背,state,2023,60,9,173,-0.07917753904908874,-0.04441746458218444,-0.034760074466904295,-0.10129264140783273,-0.08152315922142918,-0.01976948218640355,-0.11636557559863829,-0.1206150155083294,0.004249439909691108
state__raw__daily__cxt_ubi_end_V230816__di_1::其他,state,2021,5,164,79,-0.0038407067449171095,0.00665485464219045,-0.01049556138710756,-0.01945155914503443,-0.011941565809572924,-0.007509993335461505,-0.027693552196300496,-0.021501109945244776,-0.006192442251055721
state__raw__daily__cxt_ubi_end_V230816__di_1::其他,state,2021,20,164,79,-0.008737021291472845,0.0027073114246072534,-0.0114443327160801,-0.047139533979870196,-0.038280710947357514,-0.008858823032512682,-0.06592153719328439,-0.06050845688063201,-0.005413080312652384
state__raw__daily__cxt_ubi_end_V230816__di_1::其他,state,2021,60,164,79,-0.02231618282687464,-0.004813249937795963,-0.017502932889078678,-0.10149639887636197,-0.0900502322924736,-0.011446166583888376,-0.13254911640212086,-0.12342507707662909,-0.009124039325491773
state__raw__daily__cxt_ubi_end_V230816__di_1::其他,state,2022,5,146,96,-0.006006011493662744,-0.004774523113174338,-0.0012314883804884057,-0.023227903991264856,-0.021292497897205165,-0.0019354060940596912,-0.03169184255921231,-0.03101622769217328,-0.0006756148670390323
state__raw__daily__cxt_ubi_end_V230816__di_1::其他,state,2022,20,146,96,-0.021741774449851984,-0.013115128888059819,-0.008626645561792165,-0.06516364606095382,-0.07059556969205488,0.0054319236311010655,-0.08478280716883384,-0.09038045066001406,0.005597643491180221
