candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,manhattan_distance,euclidean_distance,strategy_return_delta_from_selected,annualized_return_delta_from_selected,max_drawdown_delta_from_selected,calmar_delta_from_selected,win_loss_ratio_delta_from_selected,closed_trade_count_delta_from_selected,winning_trade_count_delta_from_selected,losing_trade_count_delta_from_selected,has_wins_and_losses_delta_from_selected,sharpe_delta_from_selected,exposure_delta_from_selected,trade_count_delta_from_selected,strategy_return_global_percentile,strategy_return_neighborhood_percentile,sharpe_global_percentile,sharpe_neighborhood_percentile,max_drawdown_global_percentile,max_drawdown_neighborhood_percentile,calmar_global_percentile,calmar_neighborhood_percentile,win_loss_ratio_global_percentile,win_loss_ratio_neighborhood_percentile,exposure_global_percentile,exposure_neighborhood_percentile,trade_count_global_percentile,trade_count_neighborhood_percentile,closed_trade_count_global_percentile,closed_trade_count_neighborhood_percentile
43,0.5,0.75,1.25,1.25,0.7501831040825413,0.1234198962348243,-0.35649931557749426,0.3461995320661305,3.708686145382684,66,21,45,True,0.7120123199190985,0.5635313531353136,133,2.0,1.4142135623730951,-0.0023902719016064555,-0.0003188372667031203,-0.1257765171061741,-0.19010955538154395,-0.9191942716098058,3.0,3.0,0.0,0.0,-0.012598508027149014,0.0363036303630363,6.0,0.728,0.6333333333333333,0.7088,0.6,0.4144,0.06666666666666667,0.5616,0.26666666666666666,0.4784,0.06666666666666667,0.5128,0.7666666666666667,0.3968,0.55,0.3968,0.55
44,0.5,0.75,1.25,1.5,0.554362988382912,0.0960433625824979,-0.40748090275075977,0.23570027928706122,3.574889250234002,72,22,50,True,0.5882533691897913,0.599009900990099,145,3.0,1.7320508075688772,-0.19821038760123577,-0.027695370919029516,-0.1767581042794396,-0.30060880816061325,-1.0529911667584875,9.0,4.0,5.0,0.0,-0.13635745875645622,0.07178217821782173,18.0,0.4048,,0.3984,,0.2192,,0.3456,,0.4016,,0.7176,,0.9056,,0.9056,
45,0.5,0.75,1.5,0.5,0.9662274961712498,0.1509396849873903,-0.2527556398970008,0.5971763282864786,3.2086419614287345,70,26,44,True,0.8387258790594699,0.5156765676567657,141,6.0,3.4641016151377544,0.21365412018710206,0.02720095148586288,-0.022032841425680627,0.060867240838804126,-1.4192384555637552,7.0,8.0,-1.0,0.0,0.1141150511132224,-0.011551155115511524,14.0,0.972,,0.9632,,0.8264,,0.9192,,0.1752,,0.172,,0.7968,,0.7968,
46,0.5,0.75,1.5,0.75,0.8732520810161488,0.139405791891428,-0.2985439807498842,0.46695227799022393,3.3191892466058603,68,24,44,True,0.7870548728524593,0.5255775577557755,137,5.0,2.6457513110645907,0.12067870503200107,0.015667058389900568,-0.06782118227856404,-0.06935680945745054,-1.3086911703866293,5.0,6.0,-1.0,0.0,0.062444044906211804,-0.0016501650165017256,10.0,0.9088,,0.8992,,0.6272,,0.752,,0.2464,,0.24,,0.6208,,0.6208,
47,0.5,0.75,1.5,1.0,0.8266200578208118,0.13344931833212725,-0.29890590347561674,0.4464592929761703,3.187738761118921,67,24,43,True,0.7609862631789609,0.5264026402640264,135,4.0,2.0,0.07404668183666407,0.009710584830599833,-0.06818310500429658,-0.08984979447150415,-1.4401416558735685,4.0,6.0,-2.0,0.0,0.03637543523271336,-0.0008250825082508628,8.0,0.8464,,0.8352,,0.624,,0.7232,,0.1712,,0.2448,,0.5192,,0.5192,
48,0.5,0.75,1.5,1.25,0.7336588261821035,0.12120624548975512,-0.317956973142545,0.38120329392938485,3.3059068951957307,68,23,45,True,0.7044003583308508,0.5462046204620462,137,3.0,1.7320508075688772,-0.01891454980204421,-0.0025324880117723048,-0.08723417467122485,-0.15510579351828963,-1.321973521796759,5.0,5.0,0.0,0.0,-0.020210469615396742,0.018976897689768957,10.0,0.7008,,0.6832,,0.5664,,0.6112,,0.2336,,0.404,,0.6208,,0.6208,
49,0.5,0.75,1.5,1.5,0.6947276380876535,0.1159240442117091,-0.37688897094523166,0.3075814182648365,3.6787999191311753,67,21,46,True,0.6784326244674962,0.566006600660066,135,4.0,2.0,-0.057845737896494276,-0.007814689289818322,-0.1461661724739115,-0.228727669182838,-0.9490804978613143,4.0,3.0,1.0,0.0,-0.046178203478751345,0.038778877887788776,8.0,0.6192,,0.6016,,0.3312,,0.496,,0.4592,,0.5264,,0.5192,,0.5192,
50,0.5,1.0,0.5,0.5,0.522533197962733,0.09133837738196027,-0.4088798882300846,0.223386818503928,3.723158590731625,68,20,48,True,0.5706729335354953,0.5676567656765676,137,9.0,4.795831523312719,-0.23004017802141474,-0.03240035611956715,-0.17815708975876443,-0.3129222689437465,-0.9047218262608645,5.0,2.0,3.0,0.0,-0.15393789441075223,0.04042904290429039,10.0,0.3472,,0.3504,,0.2144,,0.3056,,0.4928,,0.5384,,0.6208,,0.6208,
51,0.5,1.0,0.5,0.75,0.29422852400729527,0.05508976226808371,-0.4902835901320275,0.11236305553944544,3.3483696828760783,69,20,49,True,0.4033328270011881,0.6171617161716172,139,8.0,4.242640687119285,-0.4583448519768525,-0.06864897123344371,-0.25956079166070734,-0.42394603190822905,-1.2795107341164114,6.0,2.0,4.0,0.0,-0.3212780009450594,0.08993399339933994,12.0,0.1088,,0.1088,,0.0752,,0.0912,,0.2736,,0.808,,0.7136,,0.7136,
52,0.5,1.0,0.5,1.0,0.17078779598936977,0.03332762228574815,-0.5193131232826624,0.06417635293920332,3.224302159440076,67,19,48,True,0.3025155426476175,0.6402640264026402,135,7.0,3.872983346207417,-0.581785579994778,-0.09041111121577927,-0.2885903248113423,-0.47213273450847115,-1.4035782575524136,4.0,1.0,3.0,0.0,-0.42209528529863005,0.11303630363036299,8.0,0.0448,,0.0448,,0.0368,,0.04,,0.1776,,0.8832,,0.5192,,0.5192,
53,0.5,1.0,0.5,1.25,0.07335557316872898,0.014827522435625795,-0.5381980973159386,0.027550306308350977,2.4355271332046677,54,18,36,True,0.2177493360872892,0.6864686468646864,109,6.0,3.7416573867739413,-0.6792178028154188,-0.10891121106590163,-0.30747529884461844,-0.5087587811393235,-2.192353283787822,-9.0,0.0,-9.0,0.0,-0.5068614918589583,0.1592409240924092,-18.0,0.0064,,0.0048,,0.0192,,0.0048,,0.024,,0.9752,,0.0536,,0.0536,
54,0.5,1.0,0.5,1.5,0.12021328385185415,0.02388373590832016,-0.5400910918328037,0.044221680878443116,2.2939314073252084,54,19,35,True,0.2600378532234486,0.6938943894389439,109,7.0,3.872983346207417,-0.6323600921322936,-0.09985499759320726,-0.3093682933614835,-0.49208740656923133,-2.3339490096672812,-9.0,1.0,-10.0,0.0,-0.46457297472279896,0.16666666666666663,-18.0,0.0128,,0.0112,,0.0176,,0.0112,,0.0144,,0.9856,,0.0536,,0.0536,
55,0.5,1.0,0.75,0.5,0.5686687848111494,0.0981331785004409,-0.35519635679363437,0.27627867410097146,3.317249601282115,69,22,47,True,0.6021517133728795,0.5470297029702971,139,8.0,4.242640687119285,-0.1839045911729984,-0.025605555001086522,-0.12447355832231422,-0.260030413346703,-1.3106308157103745,6.0,4.0,2.0,0.0,-0.122459114573368,0.01980198019801982,12.0,0.4256,,0.4272,,0.4256,,0.416,,0.2432,,0.4104,,0.7136,,0.7136,
56,0.5,1.0,0.75,0.75,0.4781772804962312,0.08465013109631614,-0.43313414548488594,0.195436291455507,3.723003521564122,69,20,49,True,0.5398592745741904,0.5734323432343235,139,7.0,3.605551275463989,-0.27439609548791655,-0.03908860240521128,-0.20241134701356578,-0.34087279599216747,-0.9048768954283677,6.0,2.0,4.0,0.0,-0.18475155337205718,0.04620462046204621,12.0,0.3056,,0.3088,,0.1616,,0.2496,,0.4912,,0.584,,0.7136,,0.7136,
57,0.5,1.0,0.75,1.0,0.40586655498682744,0.0733976850352438,-0.4501337768465421,0.16305749270680983,3.979676445828807,71,19,52,True,0.48714454512431793,0.6072607260726073,143,6.0,3.1622776601683795,-0.3467068209973203,-0.05034104846628362,-0.21941097837522194,-0.37325159474086467,-0.6482039711636824,8.0,1.0,7.0,0.0,-0.2374662828219296,0.08003300330033003,16.0,0.2272,,0.2304,,0.1296,,0.1824,,0.688,,0.7688,,0.8592,,0.8592,
58,0.5,1.0,0.75,1.25,0.12466678647822582,0.024728755641775013,-0.5232621423453161,0.0472588281103963,3.3129079562031016,70,19,51,True,0.26254058083831616,0.641914191419142,141,5.0,3.0,-0.6279065895059219,-0.09900997785975241,-0.29253934387399594,-0.4890502593372782,-1.314972460789388,7.0,1.0,6.0,0.0,-0.4620702471079314,0.11468646864686471,14.0,0.0176,,0.016,,0.032,,0.016,,0.2368,,0.8904,,0.7968,,0.7968,
59,0.5,1.0,0.75,1.5,0.13116924926854545,0.0259578032396508,-0.503815425251176,0.05152244639335844,3.31960094611279,66,18,48,True,0.2685744040399719,0.650990099009901,133,6.0,3.1622776601683795,-0.6214041267156023,-0.09778093026187662,-0.2730926267798558,-0.484786641054316,-1.3082794708796994,3.0,0.0,3.0,0.0,-0.45603642390627563,0.12376237623762376,6.0,0.0224,,0.0208,,0.0576,,0.0208,,0.248,,0.9248,,0.3968,,0.3968,
60,0.5,1.0,1.0,0.5,0.5340647687718079,0.09305186223588913,-0.38480037969595504,0.24181853019327276,3.3219173073977344,70,22,48,True,0.5795661998717608,0.5445544554455446,141,7.0,3.872983346207417,-0.2185086072123399,-0.030686871265638294,-0.15407758122463489,-0.2944905572544017,-1.3059631095947553,7.0,4.0,3.0,0.0,-0.1450446280744867,0.017326732673267342,14.0,0.368,,0.3712,,0.3088,,0.3488,,0.2512,,0.3952,,0.7968,,0.7968,
61,0.5,1.0,1.0,0.75,0.4741641358346038,0.08403719760138739,-0.3910201107695187,0.2149178399955033,3.249712875156464,67,21,46,True,0.5381648664694254,0.5528052805280528,135,6.0,3.1622776601683795,-0.27840924014954394,-0.03970153590014003,-0.16029731229819855,-0.3213912474521712,-1.3781675418360257,4.0,3.0,1.0,0.0,-0.18644596147682213,0.025577557755775526,8.0,0.3024,,0.304,,0.2864,,0.2864,,0.192,,0.444,,0.5192,,0.5192,
62,0.5,1.0,1.0,1.0,0.46125476441004043,0.08205652427241117,-0.4112697670971628,0.1995199521997085,3.4929918298145974,70,21,49,True,0.527800803440189,0.5701320132013201,141,5.0,2.6457513110645907,-0.2913186115741073,-0.04168220922911625,-0.18054696862584263,-0.33678913524796594,-1.1348885871778922,7.0,3.0,4.0,0.0,-0.19681002450605856,0.04290429042904287,14.0,0.2912,,0.2896,,0.2096,,0.2592,,0.3472,,0.5616,,0.7968,,0.7968,
63,0.5,1.0,1.0,1.25,0.36042583837931574,0.06608979276034987,-0.4595889479615396,0.14380196271795587,4.023864595657862,73,19,54,True,0.4541767881824482,0.6039603960396039,147,4.0,2.449489742783178,-0.392147537604832,-0.057648940741177546,-0.22886614949021944,-0.3925071247297186,-0.6040158213346274,10.0,1.0,9.0,0.0,-0.2704340397637993,0.07673267326732669,20.0,0.1664,,0.1664,,0.112,,0.1376,,0.7152,,0.7528,,0.944,,0.944,
64,0.5,1.0,1.0,1.5,0.16509879823273033,0.03228162412767466,-0.5159524626831911,0.06256705115776617,3.7919068156219145,76,19,57,True,0.29766167757350065,0.6353135313531353,153,5.0,2.6457513110645907,-0.5874745777514174,-0.09145710937385276,-0.2852296642118709,-0.4737420362899083,-0.8359736013705752,13.0,1.0,12.0,0.0,-0.4269491503727469,0.10808580858085803,26.0,0.0368,,0.0368,,0.0432,,0.0352,,0.5584,,0.8656,,0.9912,,0.9912,
65,0.5,1.0,1.25,0.5,0.5765626622528846,0.09927987441048614,-0.3539660328795713,0.2804785351939795,3.1754466869506435,73,24,49,True,0.6084320903895613,0.5338283828382838,147,6.0,3.7416573867739413,-0.1760107137312632,-0.024458859091041285,-0.12324323440825113,-0.255830552253695,-1.4524337300418462,10.0,6.0,4.0,0.0,-0.11617873755668628,0.0066006600660065695,20.0,0.4392,,0.44,,0.4296,,0.436,,0.164,,0.3152,,0.944,,0.944,
66,0.5,1.0,1.25,0.75,0.5382503037440831,0.09367127079307691,-0.36339457882339243,0.2577673863390257,3.3299505753463112,70,22,48,True,0.582744912805679,0.5429042904290429,141,5.0,3.0,-0.21432307224006464,-0.03006746270845051,-0.13267178035207228,-0.2785417011086488,-1.2979298416461784,7.0,4.0,3.0,0.0,-0.14186591514056857,0.015676567656765616,14.0,0.3776,,0.3792,,0.3856,,0.384,,0.2608,,0.3864,,0.7968,,0.7968,
67,0.5,1.0,1.25,1.0,0.4335823291124452,0.07776361789869224,-0.4037521257239969,0.19260237394230115,3.3111140373962664,69,21,48,True,0.5094488792925539,0.5544554455445545,139,4.0,2.449489742783178,-0.31899104687170254,-0.04597511560283518,-0.17302932725267672,-0.3437067135053733,-1.3167663795962232,6.0,3.0,3.0,0.0,-0.21516194865369365,0.027227722772277252,12.0,0.2528,,0.2576,,0.2352,,0.2368,,0.2352,,0.456,,0.7136,,0.7136,
68,0.5,1.0,1.25,1.25,0.45789143734074633,0.08153821702917274,-0.42202913493810923,0.19320518485324564,3.8341824790091654,68,19,49,True,0.5250216251724162,0.58003300330033,137,3.0,2.23606797749979,-0.2946819386434014,-0.04220051647235468,-0.19130633646678907,-0.3431039025944288,-0.7936979379833242,5.0,1.0,4.0,0.0,-0.1995892027738313,0.05280528052805278,10.0,0.28,,0.2848,,0.176,,0.2384,,0.5888,,0.6184,,0.6208,,0.6208,
69,0.5,1.0,1.25,1.5,0.23966900437084826,0.04568337632519248,-0.49046868088113693,0.09314229043763074,3.758972413035368,73,19,54,True,0.3599185690516796,0.6146864686468647,147,4.0,2.449489742783178,-0.5129043716132995,-0.07805535717633494,-0.2597458824098168,-0.44316679701004374,-0.8689080039571215,10.0,1.0,9.0,0.0,-0.3646922588945679,0.08745874587458746,20.0,0.0784,,0.0784,,0.0736,,0.072,,0.5216,,0.7984,,0.944,,0.944,
70,0.5,1.0,1.5,0.5,0.5765626622528846,0.09927987441048614,-0.3539660328795713,0.2804785351939795,3.1754466869506435,73,24,49,True,0.6084218060540078,0.533003300330033,147,7.0,3.872983346207417,-0.1760107137312632,-0.024458859091041285,-0.12324323440825113,-0.255830552253695,-1.4524337300418462,10.0,6.0,4.0,0.0,-0.11618902189223979,0.005775577557755707,20.0,0.4392,,0.4384,,0.4296,,0.436,,0.164,,0.3064,,0.944,,0.944,
71,0.5,1.0,1.5,0.75,0.5588742989978099,0.09670402152882485,-0.370594469504241,0.26094296997521216,3.3685717049822834,70,22,48,True,0.5964719847489256,0.5412541254125413,141,6.0,3.1622776601683795,-0.19369907698633781,-0.027034711972702574,-0.13987167103292086,-0.2753661174724623,-1.2593087120102062,7.0,4.0,3.0,0.0,-0.12813884319732194,0.014026402640264002,14.0,0.4144,,0.4128,,0.3616,,0.392,,0.2784,,0.3744,,0.7968,,0.7968,
72,0.5,1.0,1.5,1.0,0.5200682764628966,0.09097078008569337,-0.37091921711341,0.24525766228466586,3.243224928497888,69,22,47,True,0.57055431992289,0.5420792079207921,139,5.0,2.6457513110645907,-0.2325050995212512,-0.03276795341583405,-0.14019641864208987,-0.29105142516300864,-1.3846554884946016,6.0,4.0,2.0,0.0,-0.15405650802335757,0.014851485148514865,12.0,0.344,,0.3488,,0.36,,0.3584,,0.1872,,0.3808,,0.7136,,0.7136,
73,0.5,1.0,1.5,1.25,0.44412681853995206,0.07940709233753118,-0.387411687687636,0.20496824143714498,3.388276258287657,70,21,49,True,0.5164980499134192,0.5627062706270627,141,4.0,2.449489742783178,-0.3084465574441957,-0.04433164116399624,-0.15668888921631585,-0.3313408460105295,-1.2396041587048328,7.0,3.0,4.0,0.0,-0.20811277803282835,0.035478547854785436,14.0,0.2672,,0.2704,,0.296,,0.272,,0.288,,0.5072,,0.7968,,0.7968,
74,0.5,1.0,1.5,1.5,0.4116973855074857,0.07432181427596762,-0.4403424437448904,0.16878185451281524,3.8097036653512384,69,19,50,True,0.4919734172001018,0.5825082508250825,139,5.0,2.6457513110645907,-0.34087599047666206,-0.0494169192255598,-0.20961964527357024,-0.3675272329348592,-0.8181767516412513,6.0,1.0,5.0,0.0,-0.23263741074614575,0.055280528052805256,12.0,0.2368,,0.2384,,0.1456,,0.1968,,0.5696,,0.632,,0.7136,,0.7136,
75,0.5,1.25,0.5,0.5,0.6080170920829711,0.10380439147001708,-0.4096547405121347,0.2533948254577618,3.6077925766285452,64,20,44,True,0.6211890204371199,0.5932343234323433,129,10.0,5.291502622129181,-0.1445562839011767,-0.019934342031510344,-0.17893194204081453,-0.28291426198991265,-1.0200878403639444,1.0,2.0,-1.0,0.0,-0.10342180750912766,0.06600660066006603,2.0,0.4896,,0.472,,0.2128,,0.3728,,0.4272,,0.6848,,0.18,,0.18,
76,0.5,1.25,0.5,0.75,0.2992418265526384,0.05593822946715288,-0.5161462664617037,0.10837670075698069,3.1305291240372024,65,20,45,True,0.40547787057650475,0.6468646864686468,131,9.0,4.795831523312719,-0.45333154943150933,-0.06780050403437454,-0.28542346799038354,-0.4279323866906938,-1.4973512929552872,2.0,2.0,0.0,0.0,-0.3191329573697428,0.11963696369636956,4.0,0.112,,0.1104,,0.0416,,0.0896,,0.1408,,0.9088,,0.2752,,0.2752,
77,0.5,1.25,0.5,1.0,0.170285108696675,0.033235358867370834,-0.5456587040886227,0.06090869369138285,3.1771968714073804,62,18,44,True,0.30212566869934715,0.66996699669967,125,8.0,4.47213595499958,-0.5822882672874727,-0.09050337463415659,-0.31493590561730256,-0.4754003937562916,-1.4506835455851093,-1.0,0.0,-1.0,0.0,-0.4224851592469004,0.14273927392739272,-2.0,0.0416,,0.0416,,0.0128,,0.0304,,0.1664,,0.9576,,0.0912,,0.0912,
78,0.5,1.25,0.5,1.25,-0.014555336991644019,-0.0030439558439017134,-0.5990863907531128,-0.0050809964821186306,2.2160659128106865,49,17,32,True,0.13802272205067953,0.7252475247524752,99,7.0,4.358898943540674,-0.7671287129757918,-0.12678268934542913,-0.3683635922817926,-0.5413900839297932,-2.411814504181803,-14.0,-1.0,-13.0,0.0,-0.586588105895568,0.19801980198019797,-28.0,0.0016,,0.0016,,0.0016,,0.0016,,0.0064,,0.9952,,0.0024,,0.0024,
79,0.5,1.25,0.5,1.5,0.03924796946252762,0.008036519371055872,-0.5965434758039451,0.01347180833756547,2.0879149224294884,49,18,31,True,0.19029717575172395,0.7334983498349835,99,8.0,4.47213595499958,-0.7133254065216201,-0.11570221413047155,-0.3658206773326249,-0.522837279110109,-2.5399654945630012,-14.0,0.0,-14.0,0.0,-0.5343136521945235,0.20627062706270627,-28.0,0.0032,,0.0032,,0.0032,,0.0032,,0.0016,,0.9968,,0.0024,,0.0024,
80,0.5,1.25,0.75,0.5,0.6373942199745626,0.1079672259122546,-0.36356224394349,0.2969704024850182,3.235015214986028,66,22,44,True,0.6404050824847687,0.5750825082508251,133,9.0,4.795831523312719,-0.11517915600958517,-0.015771507589272815,-0.13283944547216986,-0.23933868496265626,-1.3928652020064618,3.0,4.0,-1.0,0.0,-0.08420574546147885,0.04785478547854782,6.0,0.5264,,0.5184,,0.384,,0.472,,0.1808,,0.5928,,0.3968,,0.3968,
81,0.5,1.25,0.75,0.75,0.5510069024667352,0.09555089463565136,-0.4375629000738306,0.2183706493844175,3.592280405041809,65,20,45,True,0.5842054495942874,0.5998349834983498,131,8.0,4.242640687119285,-0.20156647351741253,-0.028187838865876058,-0.20684010160251043,-0.31793843806325695,-1.0356000119506805,2.0,2.0,0.0,0.0,-0.1404053783519601,0.0726072607260726,4.0,0.3968,,0.384,,0.1488,,0.2944,,0.4144,,0.724,,0.2752,,0.2752,
82,0.5,1.25,0.75,1.0,0.4113122967919196,0.0742608748413427,-0.4780336283693193,0.15534654977028148,3.732333961173172,67,19,48,True,0.4878856582716528,0.636963696369637,135,7.0,3.872983346207417,-0.34126107919222815,-0.049477858660184726,-0.24731082989799913,-0.38096253767739297,-0.8955464558193178,4.0,1.0,3.0,0.0,-0.23672516967459473,0.10973597359735976,8.0,0.2336,,0.232,,0.0864,,0.16,,0.5024,,0.8728,,0.5192,,0.5192,
83,0.5,1.25,0.75,1.25,0.12418390161726256,0.024637259996185934,-0.5493912845384121,0.044844650233004116,3.2837431927500678,65,18,47,True,0.26280618984269133,0.6716171617161716,131,6.0,3.7416573867739413,-0.6283894743668852,-0.09910147350534149,-0.31866848606709197,-0.49146443721467037,-1.3441372242424219,2.0,0.0,2.0,0.0,-0.4618046381035562,0.14438943894389433,4.0,0.0144,,0.0176,,0.008,,0.0144,,0.2192,,0.9616,,0.2752,,0.2752,
84,0.5,1.25,0.75,1.5,0.13068357252213225,0.025866197855263007,-0.531010406936527,0.04871128233529114,3.283123911039928,61,17,44,True,0.2687744280716347,0.6806930693069307,123,7.0,3.872983346207417,-0.6218898034620155,-0.09787253564626441,-0.30028760846520686,-0.4875978051123833,-1.3447565059525615,-2.0,-1.0,-1.0,0.0,-0.45583639987461283,0.1534653465346535,-4.0,0.0192,,0.0224,,0.024,,0.0192,,0.2176,,0.9696,,0.0816,,0.0816,
85,0.5,1.25,1.0,0.5,0.6012741566448478,0.10284040523527027,-0.39278217485533884,0.26182554051274415,3.244407648144507,67,22,45,True,0.6182078105874333,0.5726072607260726,135,8.0,4.47213595499958,-0.1512992193392999,-0.02089832826625715,-0.16205937638401868,-0.2744835469349303,-1.3834727688479824,4.0,4.0,0.0,0.0,-0.10640301735881419,0.045379537953795346,8.0,0.4752,,0.4608,,0.2752,,0.4,,0.1888,,0.5784,,0.5192,,0.5192,
86,0.5,1.25,1.0,0.75,0.5467960306363395,0.09493180114230393,-0.39577788980581363,0.23986130500842714,3.1137016437033065,63,21,42,True,0.5826919251527218,0.5792079207920792,127,7.0,3.872983346207417,-0.20577734534780823,-0.02880693235922349,-0.16505509133449348,-0.2964477824392473,-1.5141787732891832,0.0,3.0,-3.0,0.0,-0.1419189027935257,0.051980198019801915,0.0,0.392,,0.3776,,0.2592,,0.3472,,0.1344,,0.612,,0.1192,,0.1192,
87,0.5,1.25,1.0,1.0,0.5332506159893993,0.09293122199209614,-0.41586934158176314,0.2234625462858871,3.3749514576999595,66,21,45,True,0.5722875417722654,0.5965346534653465,133,6.0,3.4641016151377544,-0.21932275999474848,-0.030807511509431285,-0.18514654311044298,-0.31284654116178734,-1.2529289592925301,3.0,3.0,0.0,0.0,-0.15232328617398216,0.06930693069306926,6.0,0.3648,,0.3568,,0.1984,,0.3072,,0.28,,0.708,,0.3968,,0.3968,
88,0.5,1.25,1.0,1.25,0.3656955617641642,0.06694710580874408,-0.48700905030329145,0.1374658351154909,3.788611844955335,69,19,50,True,0.45545694982422247,0.6336633663366337,139,5.0,3.3166247903554,-0.3868778142199836,-0.05679162769278334,-0.2562862518319713,-0.39884325233218354,-0.8392685720371547,6.0,1.0,5.0,0.0,-0.26915387812202507,0.10643564356435642,12.0,0.1712,,0.1696,,0.0784,,0.1312,,0.5552,,0.8616,,0.7136,,0.7136,
89,0.5,1.25,1.0,1.5,0.16459855355763464,0.03218945410403751,-0.5424822352357417,0.05933734233720893,3.7892827414451347,71,18,53,True,0.29733843691502165,0.665016501650165,143,6.0,3.4641016151377544,-0.5879748224265131,-0.09154927939748991,-0.3117594367644215,-0.47697174511046553,-0.838597675547355,8.0,0.0,8.0,0.0,-0.4272723910312259,0.13778877887788776,16.0,0.0336,,0.0336,,0.016,,0.0272,,0.5568,,0.9496,,0.8592,,0.8592,
90,0.5,1.25,1.25,0.5,0.6398799737117022,0.10831674325389318,-0.36457743550032995,0.29710215912085747,2.7452746583749787,70,26,44,True,0.6431376368419385,0.5610561056105611,141,7.0,4.358898943540674,-0.11269340227244551,-0.015421990247634243,-0.1338546370290098,-0.239206928326817,-1.882605758617511,7.0,8.0,-1.0,0.0,-0.08147319110430906,0.03382838283828382,14.0,0.5352,,0.5248,,0.38,,0.4744,,0.0424,,0.4976,,0.7968,,0.7968,
91,0.5,1.25,1.25,0.75,0.6056430653892944,0.10346536074544854,-0.3716540996382365,0.27839154968601304,3.2522243028257005,67,22,45,True,0.6213732264738193,0.570957095709571,135,6.0,3.7416573867739413,-0.1469303105948534,-0.020273372756078878,-0.14093130116691632,-0.25791753776166143,-1.3756561141667891,4.0,4.0,0.0,0.0,-0.10323760147242822,0.04372937293729373,8.0,0.4832,,0.4736,,0.3568,,0.4224,,0.1984,,0.5664,,0.5192,,0.5192,
92,0.5,1.25,1.25,1.0,0.5042147630366158,0.08859517179168619,-0.40841043330826055,0.21692680834335154,3.184632412443381,65,21,44,True,0.5544029281584704,0.5808580858085809,131,5.0,3.3166247903554,-0.24835861294753192,-0.03514356170984123,-0.1776876348369404,-0.31938227910432293,-1.4432480045491087,2.0,3.0,-1.0,0.0,-0.17020789978777717,0.05363036303630364,4.0,0.3296,,0.3296,,0.2176,,0.288,,0.168,,0.6232,,0.2752,,0.2752,
93,0.5,1.25,1.25,1.25,0.48122497018405697,0.08511472925591845,-0.44472484647145816,0.19138739364628912,3.6158964114995356,64,19,45,True,0.5371636386950116,0.608085808580858,129,4.0,3.1622776601683795,-0.2713484058000908,-0.03862400424560897,-0.214002048000138,-0.3449216938013854,-1.011984005492954,1.0,1.0,0.0,0.0,-0.18744718925123594,0.08085808580858078,2.0,0.312,,0.2992,,0.1392,,0.2304,,0.4304,,0.7736,,0.18,,0.18,
94,0.5,1.25,1.25,1.5,0.2235993355911119,0.042850415802694775,-0.5244339664007205,0.08170793378770728,3.778501790946583,69,18,51,True,0.3460677699426981,0.6452145214521452,139,5.0,3.3166247903554,-0.5289740403930359,-0.08088831769883265,-0.29371116792940033,-0.45460115365996717,-0.8493786260459069,6.0,0.0,6.0,0.0,-0.3785430580035494,0.11798679867986794,12.0,0.0688,,0.0688,,0.0304,,0.0592,,0.5456,,0.9032,,0.7136,,0.7136,
95,0.5,1.25,1.5,0.5,0.6398799737117022,0.10831674325389318,-0.36457743550032995,0.29710215912085747,2.7452746583749787,70,26,44,True,0.6431267480406386,0.5602310231023102,141,8.0,4.47213595499958,-0.11269340227244551,-0.015421990247634243,-0.1338546370290098,-0.239206928326817,-1.882605758617511,7.0,8.0,-1.0,0.0,-0.08148407990560891,0.03300330033003296,14.0,0.5352,,0.5216,,0.38,,0.4744,,0.0424,,0.4944,,0.7968,,0.7968,
96,0.5,1.25,1.5,0.75,0.627170624902311,0.10652527049533744,-0.37876057665189844,0.28124698572639456,3.2898020742425933,67,22,45,True,0.6348839587691368,0.5693069306930693,135,7.0,3.872983346207417,-0.12540275108183674,-0.017213463006189977,-0.14803777818057828,-0.2550621017212799,-1.3380783427498963,4.0,4.0,0.0,0.0,-0.0897268691771107,0.042079207920792006,8.0,0.512,,0.5088,,0.3248,,0.4384,,0.2256,,0.556,,0.5192,,0.5192,
97,0.5,1.25,1.5,1.0,0.5763346129232156,0.09924681092440846,-0.3831235515668583,0.2590464890986715,3.1527655130035668,66,22,44,True,0.6027792168729867,0.570957095709571,133,6.0,3.4641016151377544,-0.1762387630609321,-0.024491922577118963,-0.15240075309553813,-0.27726259834900296,-1.4751149039889229,3.0,4.0,-1.0,0.0,-0.12183161107326079,0.04372937293729373,6.0,0.4336,,0.4288,,0.312,,0.3872,,0.152,,0.5664,,0.3968,,0.3968,
98,0.5,1.25,1.5,1.25,0.5152787782267023,0.09025516319367055,-0.3921976582619392,0.23012672639006768,3.2636234263631465,66,21,45,True,0.5612715804783625,0.5891089108910891,133,5.0,3.3166247903554,-0.23729459775744544,-0.03348357030785687,-0.16147485979061904,-0.30618236105760677,-1.3642569906293431,3.0,3.0,0.0,0.0,-0.16333924746788508,0.061881188118811825,6.0,0.3376,,0.336,,0.28,,0.3312,,0.2048,,0.6584,,0.3968,,0.3968,
