control,repetition,mean_return_4,mean_return_5,mean_return_6,mean_band_return,win_rate_5,compound_return_5
CALENDAR_MATCHED,26,-0.0005717681029937216,0.00027402736442329713,0.002655256768558596,0.0007858386766627234,0.52,-0.0010063827763356903
PULLBACK_VOL_MATCHED,26,-0.008755769984284663,-0.009019750958664719,-0.00694943641096831,-0.008241652451305898,0.44,-0.21753269183185908
CALENDAR_MATCHED,27,0.0009778536191231701,-0.00011371036088287933,0.0007973026726219823,0.0005538153102874244,0.6,-0.013045606061118598
PULLBACK_VOL_MATCHED,27,0.0031591048229377304,0.003344438489245047,0.0045568073245488795,0.0036867835455772196,0.4,0.08085595189266881
CALENDAR_MATCHED,28,-0.006311809875288672,-0.008718671988724926,-0.010074980103591891,-0.008368487322535163,0.44,-0.2030176552221976
PULLBACK_VOL_MATCHED,28,-0.010502256024151127,-0.01098165513504993,-0.011393676106245523,-0.010959195755148858,0.28,-0.25387587533040945
CALENDAR_MATCHED,29,-0.0018375726819688065,-0.0015645165891366108,0.0038466180900459833,0.00014817627298018902,0.48,-0.042722386030973114
PULLBACK_VOL_MATCHED,29,0.001663388926162881,0.002023364912823782,0.0030313984638437796,0.0022393841009434807,0.64,0.04529694147855823
CALENDAR_MATCHED,30,-0.006373739515491263,-0.007555888224036247,-0.004310593186336736,-0.006080073641954748,0.4,-0.17789790484324808
PULLBACK_VOL_MATCHED,30,-0.0005418369741156414,-4.334653281550693e-05,-0.00037985585014395975,-0.0003216797856917028,0.52,-0.012356737828778108
CALENDAR_MATCHED,31,-0.000271121726443595,0.005754869920948251,0.0051267433559633434,0.0035368305168226675,0.64,0.1432377616934415
PULLBACK_VOL_MATCHED,31,-0.013253514935923385,-0.013890776830014037,-0.009526647944830206,-0.012223646570255875,0.36,-0.3064666809766805
CALENDAR_MATCHED,32,0.006013539687984033,0.009657278730260068,0.008991333955173885,0.008220717457805993,0.64,0.2655689414168485
PULLBACK_VOL_MATCHED,32,-0.003764501518678869,-0.0036582318436437955,0.0011527505986243592,-0.0020899942545661017,0.4,-0.09254870642591095
CALENDAR_MATCHED,33,-0.0035446234823620017,-0.009849747204300385,-0.009503743373287988,-0.007632704686650126,0.32,-0.2249133513365722
PULLBACK_VOL_MATCHED,33,-0.004690623714751143,-0.004348281709410729,-0.002681447337714169,-0.0039067842539586796,0.36,-0.10871274494114658
CALENDAR_MATCHED,34,0.010215050673313776,0.011174247155163379,0.01255787981722507,0.011315725881900742,0.52,0.30190182629992934
PULLBACK_VOL_MATCHED,34,-0.002374723602307731,0.0009211852631894191,-0.00043427573460594446,-0.0006292713579080853,0.52,0.01590928964795091
CALENDAR_MATCHED,35,-2.85684956588117e-05,0.0009224168164255397,0.0026161676591460693,0.001170005326637599,0.48,0.017053722242603486
PULLBACK_VOL_MATCHED,35,-0.004775494348891804,-0.00755392299921152,-0.007310907102862108,-0.006546774816988479,0.4,-0.19443832713416198
CALENDAR_MATCHED,36,-0.002926521809253444,-0.003873403053341131,-0.0051920109436922645,-0.003997311935428947,0.44,-0.09648306774596249
PULLBACK_VOL_MATCHED,36,-0.005153866266030743,-0.004054379177026806,-0.0070657747132030525,-0.0054246733854202015,0.4,-0.10572321809843221
CALENDAR_MATCHED,37,-0.0014898035740890992,-0.00491849797445894,-0.00860891928903321,-0.005005740279193751,0.48,-0.13215269164652776
PULLBACK_VOL_MATCHED,37,-0.002433061967386512,0.0021565876387391247,0.004018450677983623,0.0012473254497787454,0.48,0.049239780736901384
CALENDAR_MATCHED,38,-0.011016378567135065,-0.012508263058634044,-0.012026095600574029,-0.011850245742114376,0.44,-0.28527011969483695
PULLBACK_VOL_MATCHED,38,-0.003953585974005263,-0.003250061329863958,0.003077228335799447,-0.001375472989356591,0.52,-0.0843167584742831
CALENDAR_MATCHED,39,0.003917338062080513,0.004231241760372453,0.009261872222032994,0.0058034840148286524,0.48,0.09082667759724083
PULLBACK_VOL_MATCHED,39,-0.008209382204108615,-0.008968491125463197,-0.010035616471033747,-0.00907116326686852,0.36,-0.21114569689911955
CALENDAR_MATCHED,40,-0.007609996124901514,-0.00793586209250849,-0.005291576748024385,-0.006945811655144797,0.36,-0.18620964548139318
PULLBACK_VOL_MATCHED,40,-0.012835197622151066,-0.006037702370120965,-0.004139085540162797,-0.007670661844144944,0.36,-0.14733921355734736
CALENDAR_MATCHED,41,0.0017185954237952529,0.004933415946505076,0.0057762173253277545,0.004142742898542695,0.6,0.11828364152464088
PULLBACK_VOL_MATCHED,41,-0.006742434012136744,-0.0013304261349119573,-0.0008712479709319698,-0.0029813693726602236,0.44,-0.04236117481226698
CALENDAR_MATCHED,42,-0.003766850306465952,-0.003785429707794181,-0.005420584668960311,-0.004324288227740148,0.56,-0.095013792350226
PULLBACK_VOL_MATCHED,42,-0.0023276763946697755,-0.002751561429133367,-0.00254210738393414,-0.0025404484025790936,0.44,-0.07195659160676937
CALENDAR_MATCHED,43,-0.0010970009014367134,-0.003928112075353906,-0.003034014560047651,-0.0026863758456127573,0.44,-0.09755219395917436
PULLBACK_VOL_MATCHED,43,-0.01582812956882534,-0.01384763495147351,-0.012885398205152577,-0.014187054241817145,0.36,-0.30167794326915154
CALENDAR_MATCHED,44,-0.001004894154974707,0.0016562044961101075,0.007389528440269366,0.0026802795938015876,0.48,0.030556686922156517
PULLBACK_VOL_MATCHED,44,-0.0014922151255757133,0.0019895491206267392,0.0070319362471960335,0.0025097567474156868,0.56,0.03944294934518888
CALENDAR_MATCHED,45,-0.0027979438459836193,-0.005843936083818053,-0.010827001422812255,-0.0064896271175379746,0.32,-0.14225415673400732
PULLBACK_VOL_MATCHED,45,-0.0006763585715774934,0.0031462735957525955,0.0026465485694570036,0.0017054878645440354,0.44,0.06927891689753496
CALENDAR_MATCHED,46,0.004958651670281582,4.722723252807093e-05,-0.0013334741359928958,0.0012241349222722525,0.48,-0.007660728776843095
PULLBACK_VOL_MATCHED,46,-0.011440857883661107,-0.014025962083190385,-0.013629742871593234,-0.013032187612814907,0.36,-0.3122621125392334
CALENDAR_MATCHED,47,-0.013477434902772378,-0.01227710956770621,-0.01101891009412436,-0.012257818188200984,0.48,-0.27614178937934786
PULLBACK_VOL_MATCHED,47,-0.002842664009743152,0.0011824194840958536,0.006029326252208653,0.0014563605755204517,0.52,0.024787776214158175
CALENDAR_MATCHED,48,-0.011791944490658133,-0.015206558494941355,-0.010871982682889606,-0.0126234952228297,0.36,-0.325408450176357
PULLBACK_VOL_MATCHED,48,0.001851225274942192,0.0020290167076748265,0.004227136623856343,0.0027024595354911197,0.64,0.04605225438187133
CALENDAR_MATCHED,49,0.006056877673482917,-0.0012243171150343856,0.004037754074959468,0.002956771544469332,0.56,-0.051531719084903505
PULLBACK_VOL_MATCHED,49,-0.011376903574558029,-0.012719914220609798,-0.012210270972593978,-0.012102362922587267,0.36,-0.27978484480529575
CALENDAR_MATCHED,50,-0.0018141910018260577,-0.0022061643890082384,-0.001082545679138458,-0.0017009670233242517,0.48,-0.06762124596417085
PULLBACK_VOL_MATCHED,50,0.0024137430075645526,0.0010793969872973897,0.0005230699682211881,0.0013387366543610435,0.56,0.017909002839096022
CALENDAR_MATCHED,51,-0.0027652237756922294,-0.002625040285401501,-0.0013021535934439044,-0.0022308058848458778,0.56,-0.0740175457337433
PULLBACK_VOL_MATCHED,51,-0.0117027880520918,-0.011195019137147585,-0.005501990247792579,-0.009466599145677322,0.36,-0.2590851358671773
CALENDAR_MATCHED,52,-0.004995709673146074,-0.007942716462373598,-0.008140916896774368,-0.007026447677431347,0.24,-0.18683458591642121
PULLBACK_VOL_MATCHED,52,-0.005417837644599937,-0.004348135473433521,-0.0036939954084845004,-0.004486656175505985,0.52,-0.12013994852859211
CALENDAR_MATCHED,53,0.00019563321136393697,-0.0010064257400928334,0.0015520931573459818,0.00024710020953902956,0.52,-0.03104586515006036
PULLBACK_VOL_MATCHED,53,-0.012320320841707018,-0.014883627508350452,-0.015144505241521116,-0.014116151197192863,0.36,-0.3251012374915171
CALENDAR_MATCHED,54,-0.011915567744289994,-0.01201833693794149,-0.0132603072198585,-0.012398070634029994,0.2,-0.2629523137309149
PULLBACK_VOL_MATCHED,54,-0.0003798931596730526,-0.0025947564422039936,0.00020232960569589232,-0.000924106665393718,0.48,-0.06796941891671038
CALENDAR_MATCHED,55,0.003855723291494675,0.004439326351453729,0.005030186614332117,0.004441745419093507,0.52,0.1081048497504784
PULLBACK_VOL_MATCHED,55,-0.01393334133511268,-0.011921570262918712,-0.011420959579473337,-0.012425290392501575,0.36,-0.27049612547740587
CALENDAR_MATCHED,56,0.0008100337521593692,-0.0038080707026314007,-0.006276696412124378,-0.003091577787532137,0.48,-0.10033475060430763
PULLBACK_VOL_MATCHED,56,-0.0036905675843171438,-0.00012561215232194555,0.0019133912513113094,-0.000634262828442593,0.56,-0.00948508752389543
CALENDAR_MATCHED,57,-0.007925149181199966,-0.007104279122362866,-0.006236625846520076,-0.007088684716694303,0.48,-0.17043576382786574
PULLBACK_VOL_MATCHED,57,-0.0056009743087374895,0.0003011960023574201,-0.0025685097092486365,-0.0026227626718762355,0.56,-0.0031867992110153898
CALENDAR_MATCHED,58,0.0010461583501023951,-0.0006343733376688254,0.0029752489096818335,0.0011290113073718017,0.52,-0.023282722676270295
PULLBACK_VOL_MATCHED,58,-0.010482724416413451,-0.005504158618183807,-0.006566916901166113,-0.0075179333119211236,0.36,-0.136486610121188
CALENDAR_MATCHED,59,-0.003144499615307135,-0.0052508580571453975,-0.003724215495104,-0.004039857722518844,0.44,-0.13357627232030822
PULLBACK_VOL_MATCHED,59,-0.014670344998713732,-0.014708783400931917,-0.01394679729092871,-0.014441975230191452,0.32,-0.31549261664149164
CALENDAR_MATCHED,60,0.008673298977648956,0.006176522011758148,0.007605174635566852,0.007484998541657985,0.52,0.1574264621511987
PULLBACK_VOL_MATCHED,60,-0.006963034315634173,-0.00795481679982315,-0.007398882151310082,-0.007438911088922468,0.4,-0.18772631234890902
CALENDAR_MATCHED,61,-0.0024271966617256968,-0.005377302652226455,-0.003588351726064145,-0.003797617013338766,0.52,-0.1352846337319059
PULLBACK_VOL_MATCHED,61,-0.006461331463993969,-0.004671359160928845,-0.006157612987379646,-0.005763434537434154,0.44,-0.12122138419648787
CALENDAR_MATCHED,62,-0.009659933942439896,-0.008289226403990107,-0.005872551555761789,-0.00794057063406393,0.44,-0.2027373682792647
PULLBACK_VOL_MATCHED,62,0.0023797109559588,-0.0011771694496944597,0.0021606049266360426,0.0011210488109667939,0.52,-0.038249240392754014
CALENDAR_MATCHED,63,-0.0056787502685033695,-0.0041968116101265855,-0.004755260701884269,-0.004876940860171408,0.44,-0.10731464449647599
PULLBACK_VOL_MATCHED,63,-0.001449231561377542,-0.003207957557808827,0.003725346304941537,-0.0003106142714149448,0.32,-0.08495975579690052
CALENDAR_MATCHED,64,0.0005572125746079015,0.0026765008368866906,-0.0013006871604403125,0.0006443420836847601,0.48,0.06392869560643333
PULLBACK_VOL_MATCHED,64,-0.012609703464931052,-0.014086371720912596,-0.013913555470641761,-0.013536543552161802,0.4,-0.3163556607372441
CALENDAR_MATCHED,65,-0.0035229953385997035,-0.0034376148608455015,-0.005557031277085982,-0.004172547158843729,0.4,-0.09060007715567997
PULLBACK_VOL_MATCHED,65,0.0006481174407265034,-0.00013578508684147116,0.0013008295495186228,0.0006043873011345513,0.6,-0.019863647893396008
CALENDAR_MATCHED,66,-0.004816822105563468,-0.004015174909904094,-0.0003620722169501711,-0.003064689744139244,0.4,-0.1012280873643766
PULLBACK_VOL_MATCHED,66,-0.007504196603374185,-0.008475314724184373,-0.007611343726520103,-0.007863618351359554,0.28,-0.19775255979404438
CALENDAR_MATCHED,67,0.003188454818594697,0.00359894839124308,0.0036845461610300625,0.003490649790289281,0.64,0.08637348325529759
PULLBACK_VOL_MATCHED,67,-0.0034456543091669857,-0.010953629525163962,-0.012694237952601255,-0.0090311739289774,0.36,-0.2534722039623726
CALENDAR_MATCHED,68,0.015597046457769595,0.007774616958649467,0.006116952702505425,0.009829538706308162,0.56,0.17873044110105796
PULLBACK_VOL_MATCHED,68,-0.005444799694977846,-0.005502630757286444,0.0012345067185126446,-0.003237641244583882,0.36,-0.14192867433172374
CALENDAR_MATCHED,69,0.0008216405395806836,-0.0009757875947014361,0.0005957929335195367,0.0001472152927995952,0.48,-0.033504996325653624
PULLBACK_VOL_MATCHED,69,-0.005272236101676943,-0.00359190866995156,-0.0019395445595698391,-0.0036012297770661138,0.44,-0.09110726912428913
CALENDAR_MATCHED,70,-0.003820406439966817,-0.0007036531191012863,0.0014709087188802571,-0.0010177169467292823,0.48,-0.025734965929332776
PULLBACK_VOL_MATCHED,70,-0.004213249347526977,-0.007774882893646224,-0.0029279489363660495,-0.004972027059179749,0.28,-0.19246717945180425
CALENDAR_MATCHED,71,0.005742467320112498,0.011990612369738893,0.014657127867419954,0.010796735852423783,0.68,0.33250347706693395
PULLBACK_VOL_MATCHED,71,-0.009163030209013288,-0.007325111963208912,-0.007655749176125108,-0.008047963782782436,0.44,-0.18499703665495937
CALENDAR_MATCHED,72,-0.011671785475720812,-0.011902331636503663,-0.012863626105451376,-0.012145914405891951,0.36,-0.2648050390911274
PULLBACK_VOL_MATCHED,72,-0.007181722116743838,-0.009007643446510736,-0.0060412801413525586,-0.007410215234869044,0.32,-0.20722617912858077
CALENDAR_MATCHED,73,-0.0034664265297390485,-0.008858550978258837,-0.008149513615008472,-0.006824830374335452,0.44,-0.21605360462041612
PULLBACK_VOL_MATCHED,73,-0.005926168852680194,-0.008174549849001633,-0.00716559961249871,-0.007088772771393514,0.32,-0.19144934512273482
CALENDAR_MATCHED,74,-0.00032311938378787986,-0.0005604504288205048,0.001611042850154356,0.00024249101251532415,0.52,-0.03537134458050706
PULLBACK_VOL_MATCHED,74,-0.004230001669368369,-0.0032837094727565753,-0.0016641121799014559,-0.0030592744406754665,0.52,-0.08508294245160497
CALENDAR_MATCHED,75,-0.008786962933185528,-0.000252582513006141,-0.001270793263694272,-0.003436779569961981,0.56,-0.01899650165378497
PULLBACK_VOL_MATCHED,75,-0.00807379567152247,-0.005877869273652228,-0.00578315632089586,-0.006578273755356852,0.48,-0.15440651170230502
CALENDAR_MATCHED,76,-0.004201866668021741,-0.0016862125033942554,-0.0025294595022751134,-0.002805846224563703,0.48,-0.0548945268264468
PULLBACK_VOL_MATCHED,76,-0.012209576848523777,-0.023740760203135564,-0.02146241919897007,-0.01913758541687647,0.32,-0.4679322739323549
CALENDAR_MATCHED,77,-0.0012844090173487733,0.0006629782249447569,-0.00437200232585659,-0.0016644777060868699,0.64,0.0027655299809465905
PULLBACK_VOL_MATCHED,77,-0.00234638584664546,-0.007105862715468109,-0.008872940312038216,-0.006108396291383929,0.52,-0.1806931354186383
CALENDAR_MATCHED,78,-0.0024938489304648748,-0.0024173303878209083,-0.003867210564693586,-0.0029261299609931236,0.48,-0.06641102997132375
PULLBACK_VOL_MATCHED,78,-0.010557692394996553,-0.01106135007208473,-0.005649037444684431,-0.009089359970588571,0.24,-0.2463350766797443
CALENDAR_MATCHED,79,0.002771749606512155,-0.0012151326525468508,-0.001925887995423503,-0.00012309034715273282,0.6,-0.03857599844609538
PULLBACK_VOL_MATCHED,79,-0.013012646736001283,-0.009220407440105532,-0.01518426885111046,-0.012472441009072426,0.36,-0.2117858838602349
CALENDAR_MATCHED,80,-0.004367465439405383,-0.00564879437440557,-0.004843114614610982,-0.004953124809473976,0.4,-0.14891074315749975
PULLBACK_VOL_MATCHED,80,-0.005731706710027824,-0.007099851450528756,-0.013277781646749216,-0.008703113269101932,0.4,-0.16940966884890096
CALENDAR_MATCHED,81,0.006133499787203118,0.004676343587012539,0.0030259821350517415,0.0046119418364224665,0.64,0.11591466344392232
PULLBACK_VOL_MATCHED,81,-0.007264484174961914,-0.007924737481482503,-0.008665192606357723,-0.007951471420934046,0.36,-0.20355209815207898
CALENDAR_MATCHED,82,-0.0035748997946256633,-0.007373345397319002,-0.005471648365812229,-0.005473297852585632,0.32,-0.17538833447313795
PULLBACK_VOL_MATCHED,82,-0.010310760919455575,-0.008573681596823209,-0.006280857373648505,-0.008388433296642428,0.48,-0.20938808656378005
CALENDAR_MATCHED,83,0.0026138909023718736,0.0021590832322425247,0.0010594280137340073,0.0019441340494494685,0.52,0.0461843502928061
PULLBACK_VOL_MATCHED,83,-0.0067330420962306015,-0.0037646397048885748,-0.001702603566773333,-0.0040667617892975036,0.44,-0.10419929866972166
CALENDAR_MATCHED,84,-0.002639086371654491,-8.313147821299438e-06,0.0022508109398401734,-0.0001321961932118726,0.52,-0.01757328753622922
PULLBACK_VOL_MATCHED,84,-0.0009645861971822755,0.0001305421799245643,0.0011373080657930633,0.00010108801617845071,0.52,-0.0030789801323567456
CALENDAR_MATCHED,85,-0.00858169982070542,-0.011467393483668214,-0.010076996267517156,-0.010042029857296929,0.32,-0.26318477909325644
PULLBACK_VOL_MATCHED,85,-0.003266538007540527,-0.0034509703182059905,-0.0010131689695504198,-0.0025768924317656457,0.44,-0.08696725271662653
CALENDAR_MATCHED,86,0.005805377702033465,0.0073909364642930344,0.004219832038853628,0.005805382068393376,0.64,0.19437669626961873
PULLBACK_VOL_MATCHED,86,-0.0036337898059974716,-0.0020377524156522985,-0.00499736857518494,-0.0035563035989449048,0.44,-0.07435902405481021
CALENDAR_MATCHED,87,0.0004640221526160371,0.0026811768557425176,0.0018568881480894416,0.0016673623854826661,0.44,0.057256093927861906
PULLBACK_VOL_MATCHED,87,-0.0011538698298110316,-0.0013975949417178591,0.0020575100354784624,-0.00016465157868347606,0.48,-0.043054709182874795
CALENDAR_MATCHED,88,0.00022537736074418558,-0.00362436826162591,-9.526821806185026e-06,-0.0011361725742293036,0.52,-0.09398356587954093
PULLBACK_VOL_MATCHED,88,-0.006152407109076745,-0.004233999964593416,-0.0036374905988502348,-0.004674632557506799,0.48,-0.10754361197553242
CALENDAR_MATCHED,89,-0.005463570727601361,-0.00429215971384084,-0.00432330108122549,-0.004693010507555897,0.48,-0.10724451454128292
PULLBACK_VOL_MATCHED,89,0.005046980598753379,0.008111012877309975,0.008106981793133855,0.007088325089732402,0.6,0.20363492537024563
CALENDAR_MATCHED,90,-0.001080998621852367,-0.0003726948193469948,0.0011401942193669833,-0.00010449974061079309,0.52,-0.014705605771533792
PULLBACK_VOL_MATCHED,90,0.0029486457525186127,0.005636008252458429,0.0031269461278431577,0.003903866710940066,0.6,0.14011968072261882
CALENDAR_MATCHED,91,-0.0006208652206804022,-0.0005370760317028899,-0.0008134620194107578,-0.0006571344239313502,0.4,-0.02180017109519372
PULLBACK_VOL_MATCHED,91,-0.004489219490568765,-0.0067482711019731445,-0.005072071390755895,-0.005436520661099269,0.36,-0.16081205788018738
CALENDAR_MATCHED,92,-0.0018075476671002288,-0.002566737120307696,-0.0017903088894477292,-0.002054864558951884,0.44,-0.07775577377463538
PULLBACK_VOL_MATCHED,92,-0.005277373403746801,-0.001881372976676725,0.0008793501507705637,-0.002093132076550987,0.6,-0.06386675497943295
CALENDAR_MATCHED,93,-0.007728637323416607,-0.010235493467469513,-0.010987385853302367,-0.009650505548062828,0.36,-0.23134344456521394
PULLBACK_VOL_MATCHED,93,-0.008351282239984093,-0.006510100873918736,-0.007063083797678167,-0.007308155637193666,0.32,-0.15758144272840902
CALENDAR_MATCHED,94,-0.004132368589444102,-0.004397526470922992,-0.0076724633561717015,-0.0054007861388462655,0.4,-0.1141681328973364
PULLBACK_VOL_MATCHED,94,0.0053334660201828175,0.006928953348323938,0.008681514070254033,0.006981311146253597,0.56,0.168649178048087
CALENDAR_MATCHED,95,0.004541365051379867,0.001677637670803036,0.003297291093586705,0.0031720979385898695,0.6,0.035892089801905724
PULLBACK_VOL_MATCHED,95,-0.007730152510677697,-0.0074627468733537315,-0.006673697638741456,-0.007288865674257628,0.36,-0.17705080577388876
CALENDAR_MATCHED,96,-0.00022944398302570778,0.0029983194589460107,0.004391794662840552,0.002386890046253618,0.56,0.07164413213744325
PULLBACK_VOL_MATCHED,96,-0.0014872993861511218,-0.00802007939869795,-0.004440869794757041,-0.0046494161932020385,0.4,-0.2009468904911934
CALENDAR_MATCHED,97,-0.0067111914468808865,-0.009111762632748249,-0.009662847824022793,-0.008495267301217309,0.4,-0.21445568459696185
