candidate_id,window_id,scenario_id,measurement_tier,net_cagr,total_return,max_drawdown,calmar,calmar_status,profit_factor,profit_factor_status,closed_trades,turnover,cost_drag,objective_values
R1069,2025,standard,SCREENING,0.44014892201181444,0.42151025266506337,-0.14102529516436324,3.121063646765116,VALID,4.918240260571533,VALID,13,31.464105491370606,0.01573205274568431,"{'net_cagr': 0.44014892201181444, 'total_return': 0.42151025266506337, '2025_return': 0.42151025266506337, 'range_return': 0.12482342617219944, 'range_trade_count': 8.0, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.0}"
R1069,2026_ytd,standard,SCREENING,0.9390051219712736,0.5306369255995682,-0.1480960550301228,6.340514079056863,VALID,6.641935915111321,LOW_SAMPLE,6,16.278455136040893,0.008139227568020133,"{'net_cagr': 0.9390051219712736, 'total_return': 0.5306369255995682, '2026_ytd_return': 0.5306369255995682, 'range_return': -0.04470101573640328, 'range_trade_count': 2.0, 'range_short_loss_count': 1.0, 'range_to_trend_return': 0.4095104904310263}"
R1085,full,standard,SCREENING,0.22922805714424266,2.0811322661498264,-0.19295078519003717,1.1880130828100857,VALID,2.4810117335638813,VALID,75,205.74587358197428,0.10287293679098113,"{'net_cagr': 0.22922805714424266, 'total_return': 2.0811322661498264, 'full_return': 2.0811322661498264, 'range_return': -0.21007211672274773, 'range_trade_count': 36.0, 'range_short_loss_count': 24.0, 'range_to_trend_return': 1.0711820587546916}"
R1085,2021,standard,SCREENING,0.005936965319051968,0.005724325142298703,-0.15078470255824516,0.039373790698420716,VALID,1.0003025440005358,VALID,12,25.98712331507139,0.012993561657534585,"{'net_cagr': 0.005936965319051968, 'total_return': 0.005724325142298703, '2021_return': 0.005724325142298703, 'range_return': -0.04776772675251839, 'range_trade_count': 2.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.08564081458516593}"
R1085,2022,standard,SCREENING,0.1051828909793171,0.10080546153110004,-0.08290014042209082,1.2687902631258812,VALID,1.75092206265576,VALID,11,23.920634255286128,0.011960317127642582,"{'net_cagr': 0.1051828909793171, 'total_return': 0.10080546153110004, '2022_return': 0.10080546153110004, 'range_return': -0.08121265644604037, 'range_trade_count': 5.0, 'range_short_loss_count': 3.0, 'range_to_trend_return': -0.02578223292117854}"
R1085,2023,standard,SCREENING,-0.0026821954749981503,-0.002575896351392215,-0.12675052043418578,-0.02116121863492355,VALID,1.013996120158902,VALID,17,35.5691179203002,0.017784558960149098,"{'net_cagr': -0.0026821954749981503, 'total_return': -0.002575896351392215, '2023_return': -0.002575896351392215, 'range_return': -0.058304560372661296, 'range_trade_count': 10.0, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.08585610471176253}"
R1085,2024,standard,SCREENING,0.2326809260476408,0.22249049297547852,-0.1823154056517775,1.2762548793713102,VALID,2.5170158880953486,VALID,14,30.988887952146076,0.015494443976072173,"{'net_cagr': 0.2326809260476408, 'total_return': 0.22249049297547852, '2024_return': 0.22249049297547852, 'range_return': -0.0925663641015606, 'range_trade_count': 8.0, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.0}"
R1085,2025,standard,SCREENING,0.5426557201752968,0.5189557439719159,-0.12523547659081313,4.333083044418296,VALID,7.454093422812844,VALID,13,33.91135089448568,0.01695567544724151,"{'net_cagr': 0.5426557201752968, 'total_return': 0.5189557439719159, '2025_return': 0.5189557439719159, 'range_return': 0.1283953495709207, 'range_trade_count': 8.0, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.2511943636792173}"
R1085,2026_ytd,standard,SCREENING,0.8720710950607033,0.49645740624361,-0.18079345186615847,4.823576772605118,VALID,4.126155367242889,LOW_SAMPLE,7,19.61446053861572,0.0098072302693077,"{'net_cagr': 0.8720710950607033, 'total_return': 0.49645740624361, '2026_ytd_return': 0.49645740624361, 'range_return': -0.08136687480415672, 'range_trade_count': 3.0, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.43303797964914637}"
R1343,full,standard,SCREENING,0.26286211978565666,2.5696955501735856,-0.22093637308438663,1.1897638949891538,VALID,3.138301491370928,VALID,61,176.96053345661622,0.08848026672830273,"{'net_cagr': 0.26286211978565666, 'total_return': 2.5696955501735856, 'full_return': 2.5696955501735856, 'range_return': -0.09272142031906039, 'range_trade_count': 20.0, 'range_short_loss_count': 15.0, 'range_to_trend_return': 0.7391925462714832}"
