factor,reason
state__raw__weekly__cxt_bi_end_V230322__di_1__joint::看多|同向分型|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__joint::看空|反向分型|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230322__di_1__joint::看空|同向分型|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230324__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__v2::2小中枢,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__v2::3小中枢,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__joint::看多|2小中枢|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__joint::看多|3小中枢|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__joint::看多|其他|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__joint::看空|2小中枢|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230618__di_1__joint::看空|其他|任意,state_active_support
state__raw__weekly__cxt_bi_end_V230815__di_1__v1::向上,state_active_support
state__raw__weekly__cxt_bi_status_V230101__di_1__v1::向上,cross_year_direction
state__raw__weekly__cxt_bi_status_V230101__di_1__v1::向下,cross_year_direction
state__raw__weekly__cxt_bi_status_V230101__di_1__v2::底分,cross_year_direction
state__raw__weekly__cxt_bi_status_V230101__di_1__v2::顶分,cross_year_direction
state__raw__weekly__cxt_bi_status_V230101__di_1__joint::向上|延伸|任意,state_active_support
state__raw__weekly__cxt_bi_status_V230101__di_1__joint::向下|延伸|任意,state_active_support
state__raw__weekly__cxt_bi_status_V230102__di_1__v2::底分,cross_year_direction
state__raw__weekly__cxt_bi_status_V230102__di_1__joint::向上|延伸|任意,state_active_support
state__raw__weekly__cxt_bi_status_V230102__di_1__joint::向下|延伸|任意,state_active_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__v1::向上,state_active_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__v2::阈值内,state_active_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__v2::阈值外,state_control_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__joint::向上|阈值内|任意,state_active_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__joint::向上|阈值外|任意,state_active_support
state__raw__weekly__cxt_bi_stop_V230815__di_1__joint::向下|阈值内|任意,state_active_support
state__raw__weekly__cxt_bi_trend_V230824__di_1__v1::向上,state_active_support
state__raw__weekly__cxt_bi_trend_V230824__di_1__v1::向下,state_active_support
state__raw__weekly__cxt_bi_trend_V230824__di_1__v1::横盘,state_active_support
state__raw__weekly__cxt_bi_trend_V230913__di_1__v1::上升趋势,cross_year_direction
state__raw__weekly__cxt_bi_trend_V230913__di_1__v1::观望,minimum_absolute_effect
state__raw__weekly__cxt_bi_trend_V230913__di_1__v2::强,minimum_absolute_effect
state__raw__weekly__cxt_bi_trend_V230913__di_1__v2::超强,state_active_support
state__raw__weekly__cxt_bi_trend_V230913__di_1__joint::上升趋势|超强|任意,state_active_support
state__raw__weekly__cxt_bi_trend_V230913__di_1__joint::下降趋势|超强|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v1::向上,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v1::向下,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v2::第1层,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v2::第2层,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v2::第3层,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v2::第4层,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__v2::第5层,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向上|第1层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向上|第2层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向上|第3层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向上|第5层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向下|第1层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向下|第2层|任意,state_active_support
state__raw__weekly__cxt_bi_zdf_V230601__di_1__joint::向下|第3层|任意,state_active_support
state__raw__weekly__cxt_decision_V240526__di_1__v1::开多,state_active_support
state__raw__weekly__cxt_decision_V240526__di_1__v1::开空,state_active_support
state__raw__weekly__cxt_decision_V240612__di_1__v1::开多,state_active_support
state__raw__weekly__cxt_decision_V240613__di_1__v1::开多,state_active_support
state__raw__weekly__cxt_decision_V240614__di_1__v1::开多,state_active_support
state__raw__weekly__cxt_decision_V240614__di_1__v1::开空,state_active_support
state__raw__weekly__cxt_double_zs_V230311__di_1__v1::看多,state_active_support
state__raw__weekly__cxt_double_zs_V230311__di_1__v1::看空,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__v1::弱底,cross_year_direction
state__raw__weekly__cxt_fx_power_V221107__di_1__v1::弱顶,cross_year_direction
state__raw__weekly__cxt_fx_power_V221107__di_1__v1::强底,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__v1::强顶,state_influence
state__raw__weekly__cxt_fx_power_V221107__di_1__v2::无中枢,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__v2::有中枢,state_control_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::中底|无中枢|任意,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::中顶|无中枢|任意,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::弱顶|无中枢|任意,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::弱顶|有中枢|任意,cross_year_direction
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::强底|无中枢|任意,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::强底|有中枢|任意,state_active_support
state__raw__weekly__cxt_fx_power_V221107__di_1__joint::强顶|无中枢|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v1::顶重合0次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v1::顶重合1次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v1::顶重合2次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v2::底重合0次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v2::底重合1次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__v2::底重合2次,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合0次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合1次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合0次|底重合2次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合0次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合1次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合1次|底重合2次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合0次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合1次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240526__di_1__joint::顶重合2次|底重合2次|任意,state_active_support
state__raw__weekly__cxt_overlap_V240612__di_1__v1::压力,state_active_support
state__raw__weekly__cxt_overlap_V240612__di_1__v1::支撑,state_active_support
state__raw__weekly__cxt_overlap_V240612__di_1__v2::顺畅笔底分型,state_active_support
state__raw__weekly__cxt_overlap_V240612__di_1__v2::顺畅笔顶分型,state_active_support
state__raw__weekly__cxt_overlap_V240612__di_1__joint::压力|顺畅笔底分型|任意,state_active_support
state__raw__weekly__cxt_range_oscillation_V230620__di_1__v1::2笔震荡,state_active_support
state__raw__weekly__cxt_range_oscillation_V230620__di_1__v2::向上,state_active_support
state__raw__weekly__cxt_range_oscillation_V230620__di_1__v2::向下,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向上不重合,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向上无背,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向上盘背,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向下不重合,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向下奔走型,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向下扩张,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向下收敛,state_active_support
state__raw__weekly__cxt_three_bi_V230618__di_1__v1::向下盘背,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__v1::新低,cross_year_direction
state__raw__weekly__cxt_ubi_end_V230816__di_1__v1::新高,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__v2::第4次,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__v2::第5次,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新低|第2次|任意,cross_year_direction
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新低|第3次|任意,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新低|第4次|任意,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新高|第2次|任意,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新高|第3次|任意,state_active_support
state__raw__weekly__cxt_ubi_end_V230816__di_1__joint::新高|第4次|任意,state_active_support
state__raw__weekly__zdy_bi_end_V230406__di_1__v1::看多,state_active_support
state__raw__weekly__zdy_bi_end_V230406__di_1__v1::看空,cross_year_direction
state__raw__weekly__zdy_bi_end_V230406__di_1__v3::底分区间,state_active_support
state__raw__weekly__zdy_bi_end_V230406__di_1__joint::看多|任意|任意,state_active_support
state__raw__weekly__zdy_bi_end_V230407__di_1__v1::看多,state_active_support
state__raw__weekly__zdy_bi_end_V230407__di_1__joint::看多|任意|任意,state_active_support
state__raw__weekly__zdy_zs_V230423__di_1__v1::下跌,state_active_support
