kind,id,name,information_family,status,provider,version
signal,SIG-CZSC-tas_macd_power_V221108,tas_macd_power_V221108,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_macd_second_bs_V221201,tas_macd_second_bs_V221201,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_macd_xt_V221208,tas_macd_xt_V221208,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_rsi_base_V230227,tas_rsi_base_V230227,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_rumi_V230704,tas_rumi_V230704,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_sar_base_V230425,tas_sar_base_V230425,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_second_bs_V230228,tas_second_bs_V230228,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_second_bs_V230303,tas_second_bs_V230303,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-tas_slope_V231019,tas_slope_V231019,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-vol_double_ma_V230214,vol_double_ma_V230214,VOLUME_LIQUIDITY,DISCOVERED,czsc,1
signal,SIG-CZSC-vol_gao_di_V221218,vol_gao_di_V221218,VOLUME_LIQUIDITY,DISCOVERED,czsc,1
signal,SIG-CZSC-vol_single_ma_V230214,vol_single_ma_V230214,VOLUME_LIQUIDITY,DISCOVERED,czsc,1
signal,SIG-CZSC-vol_ti_suo_V221216,vol_ti_suo_V221216,VOLUME_LIQUIDITY,DISCOVERED,czsc,1
signal,SIG-CZSC-vol_window_V230731,vol_window_V230731,VOLUME_LIQUIDITY,READY,czsc,1
signal,SIG-CZSC-vol_window_V230801,vol_window_V230801,VOLUME_LIQUIDITY,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_basis_V240411,xl_bar_basis_V240411,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_basis_V240412,xl_bar_basis_V240412,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_position_V240328,xl_bar_position_V240328,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_trend_V240329,xl_bar_trend_V240329,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_trend_V240330,xl_bar_trend_V240330,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_trend_V240331,xl_bar_trend_V240331,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-xl_bar_trend_V240623,xl_bar_trend_V240623,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_bi_end_V230406,zdy_bi_end_V230406,MARKET_STRUCTURE,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_bi_end_V230407,zdy_bi_end_V230407,MARKET_STRUCTURE,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_dif_V230527,zdy_dif_V230527,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_dif_V230528,zdy_dif_V230528,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_V230518,zdy_macd_V230518,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_V230519,zdy_macd_V230519,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_V230527,zdy_macd_V230527,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_bc_V230422,zdy_macd_bc_V230422,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_bs1_V230422,zdy_macd_bs1_V230422,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_dif_V230516,zdy_macd_dif_V230516,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_dif_V230517,zdy_macd_dif_V230517,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_macd_dif_iqr_V230521,zdy_macd_dif_iqr_V230521,TREND_MOMENTUM,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_stop_loss_V230406,zdy_stop_loss_V230406,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_take_profit_V230406,zdy_take_profit_V230406,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_take_profit_V230407,zdy_take_profit_V230407,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_vibrate_V230406,zdy_vibrate_V230406,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_zs_V230423,zdy_zs_V230423,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-CZSC-zdy_zs_space_V230421,zdy_zs_space_V230421,OTHER_TECHNICAL,DISCOVERED,czsc,1
signal,SIG-PROJECT-BREADTH-THRUST,成分宽度推动,MARKET_BREADTH,READY,project,1
signal,SIG-PROJECT-ER60-REGIME,ER60市场环境,TREND_REGIME,READY,project,1
signal,SIG-PROJECT-MONEYFLOW-BREADTH,成分资金流宽度事件,FUND_FLOW,READY,project,1
