state_id,signal_id,name,namespace,state_primary,event_days,coverage_years,max_year_share,rolling_30d_median_event_days,rolling_30d_p10_event_days,rolling_30d_min_event_days,rolling_30d_max_event_days,density_capable,regime_counts_json,behavior_hash
STATE-FEF3D4305C76D1FF,SIG-15M-DD53C84A418163CB,bar_single_V230214,bar,阴线,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-F84C7B229518B598,SIG-15M-0160B290455DD523,bar_tnr_V230630,bar,噪音减少,1372,6,0.17711370262390672,30.0,30.0,29,30,True,"{""range"":699,""trend_down"":354,""trend_up"":292,""warmup"":27}",d1351e074d7143e5dc4456bf91f809800367358a66900a0364e7097beab1f990
STATE-D8B5246357478C60,SIG-15M-0160B290455DD523,bar_tnr_V230630,bar,噪音增加,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-12BE51D9B8E6D8F2,SIG-15M-E795B01F2A552066,emv_up_dw_line_V230605,emv,看多,1371,6,0.1772428884026258,30.0,30.0,28,30,True,"{""range"":697,""trend_down"":354,""trend_up"":293,""warmup"":27}",1a917d92bdb2af485cc6ab5892849f4e0a096f9736e1b30b3a4db776b4d27cc4
STATE-999FB722D51D2966,SIG-15M-E795B01F2A552066,emv_up_dw_line_V230605,emv,看空,1372,6,0.17711370262390672,30.0,30.0,29,30,True,"{""range"":698,""trend_down"":354,""trend_up"":293,""warmup"":27}",94c1edf7738ff0c73baedc22abb15140c84ab3a2a96ef0ccc6d916f333f139f1
STATE-F2C46C0B7BDF17B2,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,模糊,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-96F2F4720288ACC7,SIG-15M-11130A28677917A4,tas_macd_xt_V221208,tas,其他,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-E330094E9446C108,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,其他,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-DEB71AAF380B1481,SIG-15M-E7E0DC08A576E2AD,vol_single_ma_V230214,vol,多头,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-6D751EB26A746AE3,SIG-15M-E7E0DC08A576E2AD,vol_single_ma_V230214,vol,空头,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-9FB91D28AEAFAB3F,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,其他,1373,6,0.17698470502549163,30.0,30.0,29,30,True,"{""range"":698,""trend_down"":355,""trend_up"":293,""warmup"":27}",16f6984299ab553e0a9705819b5afa31ede4536b08210973089e0beb79f56e66
STATE-DB048AE86F057919,SIG-15M-59F5238AC890CDF4,vol_window_V230801,vol,先放后缩,1374,6,0.17685589519650655,30.0,30.0,30,30,True,"{""range"":699,""trend_down"":355,""trend_up"":293,""warmup"":27}",0becf8919c3ebab9c902a5107f6141ebf0bd6fc82712bbe784dca9882ac6c6fd
STATE-9FF0669EFA04EFF8,SIG-15M-59F5238AC890CDF4,vol_window_V230801,vol,先缩后放,1371,6,0.1772428884026258,30.0,30.0,29,30,True,"{""range"":698,""trend_down"":354,""trend_up"":292,""warmup"":27}",473f0177b8542aa09cbd9a2368699de3058f5d5c1d1374321524db54f25d07ee
STATE-64050B177F7EDB84,SIG-15M-9AC89B7EADF8E7CC,bar_classify_V240606,bar,低位,1365,6,0.17802197802197803,30.0,29.0,27,30,True,"{""range"":695,""trend_down"":350,""trend_up"":293,""warmup"":27}",4d06258195788dafe9748f9f898cd2598a56604ee4b7cff6b73f83924b7a80c3
STATE-23C44993C908C821,SIG-15M-9AC89B7EADF8E7CC,bar_classify_V240606,bar,高位,1367,6,0.17776152158010242,30.0,29.0,29,30,True,"{""range"":695,""trend_down"":352,""trend_up"":293,""warmup"":27}",f32f094f90904a27fb970078d2bc06e2bc694bb6900328d71145d26cabc9b071
STATE-16FA4AB1523D18F9,SIG-15M-66B797CBC88F0872,coo_kdj_V230322,coo,其他,1365,6,0.1772893772893773,30.0,29.0,28,30,True,"{""range"":694,""trend_down"":353,""trend_up"":291,""warmup"":27}",a7adbfdb02c8a81b25c5a9857c7a61e9f3282d0455539f9d738b0088923e6c68
STATE-34DD23C1264B6614,SIG-15M-D659C896E07FEAD8,dema_up_dw_line_V230605,dema,看多,1364,6,0.1774193548387097,30.0,29.0,28,30,True,"{""range"":697,""trend_down"":351,""trend_up"":289,""warmup"":27}",a0c322a988b8b6c8a9a38473467baceb57087688df6485d85a77cbe2ed118312
STATE-6D3AAAC6401E4BC5,SIG-15M-D659C896E07FEAD8,dema_up_dw_line_V230605,dema,看空,1365,6,0.17802197802197803,30.0,29.0,27,30,True,"{""range"":696,""trend_down"":351,""trend_up"":291,""warmup"":27}",a1169a3c7f38c37593b916bde47130394d24c5d941d4549b5e2b74f3cf071f8a
STATE-1B78A185DB454090,SIG-15M-BD785AC153A6A49B,tas_kdj_base_V221101,tas,多头,1368,6,0.17690058479532164,30.0,29.0,29,30,True,"{""range"":696,""trend_down"":355,""trend_up"":290,""warmup"":27}",51bc5d2d88dc602e68fabd48220faaf6c05c9144c0278d6f8ec37595ef5307c7
STATE-5FACED13C217ABE2,SIG-15M-BD785AC153A6A49B,tas_kdj_base_V221101,tas,空头,1363,6,0.17754952311078503,30.0,29.0,28,30,True,"{""range"":698,""trend_down"":351,""trend_up"":288,""warmup"":26}",0da6e2c349eb9c0d5c0629cdf7185ad4ceeef1c8f3e604e6f4e6f25ababcb096
STATE-1204673F3470857B,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,低量柱,1369,6,0.1775018261504748,30.0,29.0,29,30,True,"{""range"":696,""trend_down"":353,""trend_up"":293,""warmup"":27}",71512ea9648dd7e48926f37372c741f44c292e1d8cb6ac35ff2754a09d222d87
STATE-31771549AC600E92,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,缩量,1361,6,0.1778104335047759,30.0,29.0,28,30,True,"{""range"":692,""trend_down"":354,""trend_up"":288,""warmup"":27}",2ef068227d52915473316cc83b7457736ca59e6061ef2c181e8e670939688e66
STATE-319D91ED3C8F5959,SIG-15M-9C72FB97E7E98844,bar_zdt_V230331,bar,其他,1353,6,0.17886178861788618,30.0,28.0,26,30,True,"{""range"":689,""trend_down"":352,""trend_up"":285,""warmup"":27}",1f9cdbe6a2a885cb13c3847936429f427ed50f9a51f265acbfb73536f3e5a0de
STATE-84693A580B6E15DF,SIG-15M-B65079FFAD4400AC,cci_decision_V240620,cci,其他,1341,6,0.17822520507084266,30.0,28.0,25,30,True,"{""range"":688,""trend_down"":341,""trend_up"":286,""warmup"":26}",4ec3cb5d89b8fcc0137881225a6dc68e60da221ce9f742984dc23c6ea1804538
STATE-937BA6987D8C22EF,SIG-15M-A7EE684CA89D561F,cxt_bi_status_V230102,cxt,其他,1336,6,0.17889221556886228,30.0,28.0,25,30,True,"{""range"":678,""trend_down"":345,""trend_up"":286,""warmup"":27}",bb65bc38d2297f421d9ebcafc5c2af3e10d41e50edd98825523240b0577b9e4e
STATE-33ED48AD0196842A,SIG-15M-EED38B27A2858EF5,bar_dual_thrust_V230403,bar,看多,1323,6,0.17989417989417988,29.0,28.0,25,30,True,"{""range"":677,""trend_down"":335,""trend_up"":285,""warmup"":26}",6390b4857435c32ae94d1f89701b4555a95a6e421370bf41b30530b167c275ce
STATE-3743B756C987A5BF,SIG-15M-EED38B27A2858EF5,bar_dual_thrust_V230403,bar,看空,1335,6,0.17902621722846443,29.0,28.0,26,30,True,"{""range"":680,""trend_down"":343,""trend_up"":286,""warmup"":26}",c2a6bc7faeb5fea5b038c5b42f2829b2a1c7d9fdabbbcdcffb835902c52b0041
STATE-28ABDE67621C6165,SIG-15M-DFDE43C57F397F10,bar_zfzd_V241013,bar,其他,1326,6,0.18024132730015083,29.0,28.0,25,30,True,"{""range"":671,""trend_down"":346,""trend_up"":285,""warmup"":24}",d32689a932a0c0f2bd7910f5f7f13d2ee32cd5f7dcd5dfe24324c4f324edaf01
STATE-7A3E1DEF580BFEB2,SIG-15M-DFDE43C57F397F10,bar_zfzd_V241013,bar,满足,1337,6,0.1787584143605086,29.0,28.0,27,30,True,"{""range"":679,""trend_down"":346,""trend_up"":286,""warmup"":26}",639ee4c10bc6b6e8519fc8e4e2666ec19c97c0618b2ea7e32854ee1e68fee802
STATE-6C056839D1CC717A,SIG-15M-65261F67E89159E7,tas_ma_base_V221101,tas,多头,1332,6,0.18018018018018017,29.0,28.0,27,30,True,"{""range"":680,""trend_down"":344,""trend_up"":282,""warmup"":26}",0d23497c938da5f4719b7446369ad4c05d706b7b3d3a22112c42c0185d72bd32
STATE-72A515075B6583C7,SIG-15M-671B0E08FF15C6B5,tas_ma_base_V221203,tas,多头,1332,6,0.18018018018018017,29.0,28.0,27,30,True,"{""range"":680,""trend_down"":344,""trend_up"":282,""warmup"":26}",0d23497c938da5f4719b7446369ad4c05d706b7b3d3a22112c42c0185d72bd32
STATE-925544FB05DCB71F,SIG-15M-ADD449FDAD9B6F9E,tas_ma_base_V230313,tas,看多,1334,6,0.17991004497751126,29.0,28.0,27,30,True,"{""range"":681,""trend_down"":344,""trend_up"":283,""warmup"":26}",4afefe48c4fbf3958e97d2771c7ee6bdf0429f1538105f0382a3b501fa8858d9
STATE-75ED9AD74488432E,SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,高量柱,1337,6,0.18100224382946897,29.0,28.0,26,30,True,"{""range"":680,""trend_down"":344,""trend_up"":287,""warmup"":26}",0c70bffd49dc60a22eed8c07fedb67d0940549e9a5c7458997833b239f213546
STATE-62A213D703FE0C3A,SIG-15M-4E241FD8B00D4993,xl_bar_position_V240328,xl,其他,1343,6,0.18019359642591215,29.0,28.0,27,30,True,"{""range"":680,""trend_down"":350,""trend_up"":286,""warmup"":27}",99f296c851a441864248c4b38951243378b6a5b2b9830d5ffab7bcaa5f8e12df
STATE-4E82CB51415FD726,SIG-15M-FE6E8A96169C59B9,bar_single_V230506,bar,第3层,1343,6,0.18093819806403574,30.0,27.0,25,30,True,"{""range"":684,""trend_down"":346,""trend_up"":287,""warmup"":26}",2ee81a870a5527b1662aa960e40b9f8f40f09220a85d84f930b183886eb987b4
STATE-BB8E04C59A6CC40F,SIG-15M-9D37D2A3A0B34B6F,bar_r_breaker_V230326,bar,其他,1306,6,0.18147013782542112,29.0,27.0,23,30,True,"{""range"":660,""trend_down"":338,""trend_up"":282,""warmup"":26}",7a640b06e8a1896a4959a20434c021f887b1bae4d2c59c636e379a2e2b7645fd
STATE-43C63775D3BB33C4,SIG-15M-3C5A99184741CFBF,bar_zfzd_V241014,bar,满足,1309,6,0.17952635599694422,29.0,27.0,25,30,True,"{""range"":666,""trend_down"":338,""trend_up"":279,""warmup"":26}",61136944a07bf5f7a32276a43db574f909d2e57ba423d7a9eff75b1b8819bcc5
STATE-0E2E44342D889B83,SIG-15M-EDD4A33B597E96F9,cxt_bi_end_V230222,cxt,其他,1319,6,0.17968157695223655,29.0,27.0,25,30,True,"{""range"":669,""trend_down"":337,""trend_up"":286,""warmup"":27}",7bdb93509020dc4aa677d1b10293091e582cbb0d403c3a1f05647e2c5dc1447c
STATE-AB578142BB1A629F,SIG-15M-3973D8C11AC2F7E2,jcc_fen_shou_xian_V20221113,jcc,其他,1330,6,0.17969924812030075,29.0,27.0,24,30,True,"{""range"":674,""trend_down"":339,""trend_up"":290,""warmup"":27}",12508ba2699478a3f9b8a402b501852648ebed70faeef21b76e47710cb23318e
STATE-3229E8B6AF067D87,SIG-15M-3973D8C11AC2F7E2,jcc_fen_shou_xian_V20221113,jcc,满足,1323,6,0.18140589569160998,29.0,27.0,24,30,True,"{""range"":670,""trend_down"":339,""trend_up"":287,""warmup"":27}",e33ef7082f8b50e0e6300130d9f3e273d95f5ac0925e3bc0cfacf83812e405e8
STATE-266652487B56C239,SIG-15M-34BAA04AE8BFD084,tas_double_ma_V230511,tas,其他,1317,6,0.18071374335611237,29.0,27.0,25,30,True,"{""range"":666,""trend_down"":340,""trend_up"":285,""warmup"":26}",2ff438613a2d1d6a43a03b2ce4c50b631de9478143740106084c1f5cccdbd42b
STATE-C6103D31FA579D5D,SIG-15M-65261F67E89159E7,tas_ma_base_V221101,tas,空头,1329,6,0.17983446200150488,29.0,27.0,25,30,True,"{""range"":681,""trend_down"":337,""trend_up"":286,""warmup"":25}",e804be8187d3e8029d2455e4417650be4b0574166e038ada39efeb60722af920
STATE-4B7584F47597B48D,SIG-15M-671B0E08FF15C6B5,tas_ma_base_V221203,tas,空头,1329,6,0.17983446200150488,29.0,27.0,25,30,True,"{""range"":681,""trend_down"":337,""trend_up"":286,""warmup"":25}",e804be8187d3e8029d2455e4417650be4b0574166e038ada39efeb60722af920
STATE-10C5A6D0CEC0D211,SIG-15M-ADD449FDAD9B6F9E,tas_ma_base_V230313,tas,看空,1330,6,0.17969924812030075,29.0,27.0,25,30,True,"{""range"":682,""trend_down"":337,""trend_up"":286,""warmup"":25}",3ab15f7a4e6870f72d77d2a04ab96b28b33857a42c76384c77f2f96fae71b68d
STATE-2BAABDF755E2F1A7,SIG-15M-19A830A936D7C06E,vol_double_ma_V230214,vol,看空,1324,6,0.18277945619335348,29.0,27.0,26,30,True,"{""range"":666,""trend_down"":349,""trend_up"":285,""warmup"":24}",b9eae175382cb8d94c700a0d0f02c713562c9b1f8645aec2010f75999441fa98
STATE-29263ADCDBCF0A16,SIG-15M-7D3B48E8F3F1B814,bar_classify_V240607,bar,看空,1289,6,0.17843289371605897,28.0,27.0,22,30,True,"{""range"":658,""trend_down"":322,""trend_up"":283,""warmup"":26}",ccbc2f390ab113d8f333ab4ea5c0c3345a9262d3caba752eb9ea2cea5e994333
STATE-0D432BD52F20742A,SIG-15M-B13D9E09CB73C316,bar_eight_V230702,bar,转折平衡市,1301,6,0.17909300538047657,28.0,27.0,25,30,True,"{""range"":658,""trend_down"":339,""trend_up"":278,""warmup"":26}",9c8070f2a9c9bb9ccb0db7ae27050e3497a032d788fb0508ad76fd82c2d0ba35
STATE-DADCD9707A853771,SIG-15M-3C5A99184741CFBF,bar_zfzd_V241014,bar,其他,1299,6,0.17936874518860663,28.0,27.0,25,30,True,"{""range"":660,""trend_down"":337,""trend_up"":276,""warmup"":26}",19d18e7fda8adf49f2cac3afd802a9c6beca6a0373d23e2a429d3c27598b73f8
STATE-98119FA810D776BD,SIG-15M-34866D3146D3CD25,cxt_bi_trend_V230913,cxt,观望,1295,6,0.1799227799227799,29.0,26.0,23,30,True,"{""range"":655,""trend_down"":330,""trend_up"":284,""warmup"":26}",f24d6b9cae60adc1cf10e8ef0d8b412cc564144d57b04627cd831cc55fc876b8
STATE-BD6F222C23671F5D,SIG-15M-4C8816B4C10B6B82,cxt_decision_V240612,cxt,其他,1299,6,0.18398768283294842,29.0,26.0,20,30,True,"{""range"":656,""trend_down"":335,""trend_up"":281,""warmup"":27}",57de794e61d7eb744d4c5d9c2b9662a237cdfac25c5a2ba5462a56ff3ec75e22
STATE-863FFB339FAE4039,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,向下,1273,6,0.1791044776119403,28.0,26.0,24,30,True,"{""range"":653,""trend_down"":327,""trend_up"":268,""warmup"":25}",ca3995cddfd0297e56d95244a35b5381b3c94e089952a6cc159c87bafc0648b7
STATE-8C85D3F2C7E5384B,SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,梯量,1284,6,0.1806853582554517,28.0,26.0,23,30,True,"{""range"":650,""trend_down"":329,""trend_up"":278,""warmup"":27}",9b21db04244acc0413b07449d8d404a2404562eb1912d5bab2ca1f7c42650927
STATE-54A5AEAFD6EA6BE3,SIG-15M-7CD3AFDC5A6A7228,xl_bar_trend_V240331,xl,其他,1279,6,0.17904612978889758,28.0,26.0,25,30,True,"{""range"":653,""trend_down"":334,""trend_up"":268,""warmup"":24}",e1c0f8f41edbd729b43bede9f56cce948fadcbdb74705ebeffeb6e9adf103a7f
STATE-42AD49C277EB5630,SIG-15M-3549337D5A9880B5,xl_bar_trend_V240623,xl,其他,1289,6,0.17765709852598913,28.0,26.0,25,30,True,"{""range"":665,""trend_down"":330,""trend_up"":269,""warmup"":25}",ff3a5e91419755d178fbdd2bdecb3908a96c1b0330bef02abeec43aa36f9edac
STATE-7636303FB2A87C14,SIG-15M-DFEE777E5079C66D,zdy_macd_V230519,zdy,其他,1277,6,0.17854346123727485,28.0,26.0,24,30,True,"{""range"":648,""trend_down"":331,""trend_up"":273,""warmup"":25}",c31abe8e610a652790258d42cde6c08f7326b8d88fd43852763a6b059e8fd293
STATE-0E317D7B4E816AFE,SIG-15M-7D3B48E8F3F1B814,bar_classify_V240607,bar,看多,1274,6,0.18210361067503925,28.0,25.0,21,30,True,"{""range"":644,""trend_down"":321,""trend_up"":282,""warmup"":27}",6da0812182d9d4c9c95581df75ab593ac297f469a132726367388ce4f156f472
STATE-6EB8B82CD5488E2D,SIG-15M-3C6E38CA4992EFCF,cxt_bi_end_V230618,cxt,其他,1275,6,0.18274509803921568,28.0,25.0,22,30,True,"{""range"":643,""trend_down"":325,""trend_up"":280,""warmup"":27}",70412bc1ef2f7e6c39b75e477c24c042d4a5bdf26bb02c25711be80106356674
STATE-73AC098513BEAEFD,SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,向上,1239,6,0.18321226795803067,27.0,25.0,21,30,True,"{""range"":624,""trend_down"":329,""trend_up"":260,""warmup"":26}",bca8ee28bfaf157729f98f2894109956e2887f577f53b9ac287da43cc132173a
STATE-E0FFB87D69BCE363,SIG-15M-DB146C3B124581F2,cxt_decision_V240526,cxt,其他,1235,6,0.18380566801619433,28.0,24.0,19,30,True,"{""range"":632,""trend_down"":327,""trend_up"":252,""warmup"":24}",d87ad3f25cf9f82acf05a40816aa0ddc3629d06f92e24cbffff8433a880adb25
STATE-E3E8974DDE6D815B,SIG-15M-4C8816B4C10B6B82,cxt_decision_V240612,cxt,开空,1228,6,0.18566775244299674,27.0,24.0,12,30,True,"{""range"":642,""trend_down"":331,""trend_up"":232,""warmup"":23}",b047fa910771773c210ed802df28efc8cab7e7b9122d20557c37f55ddf45cbcf
STATE-9DFED1E5B5A180D4,SIG-15M-5E4F8AC6A3D5FFB1,jcc_szx_V221111,jcc,其他,1220,6,0.18688524590163935,27.0,24.0,21,30,True,"{""range"":634,""trend_down"":319,""trend_up"":248,""warmup"":19}",de4d485e100fbdcb9566ec81da55e3ff73b234cd65687333d1d260f25c0270b8
STATE-1A9127E69A95C250,SIG-15M-B13D9E09CB73C316,bar_eight_V230702,bar,弱平衡市,1209,6,0.18196856906534326,26.0,24.0,20,30,True,"{""range"":611,""trend_down"":318,""trend_up"":256,""warmup"":24}",db2d9802e550496999716d689beb7572d643a35f3971506bc452fee7814b9b10
STATE-A0E1948F844634B3,SIG-15M-C8D81D82430E4C9C,zdy_macd_dif_V230516,zdy,看多,1191,6,0.17884130982367757,26.0,24.0,22,30,True,"{""range"":605,""trend_down"":314,""trend_up"":250,""warmup"":22}",3d042b9b465edee5def1d6f8932be19b1a2775cf4ad95ac3b917498557120015
STATE-659CE698A297A072,SIG-15M-C8D81D82430E4C9C,zdy_macd_dif_V230516,zdy,看空,1189,6,0.17998317914213624,26.0,24.0,21,30,True,"{""range"":608,""trend_down"":306,""trend_up"":254,""warmup"":21}",a53161ba59e055792bb827eae850efc8388f0a63f73681593001cf0cfceba373
STATE-0C1A1240A8505DB5,SIG-15M-FE6E8A96169C59B9,bar_single_V230506,bar,第4层,1238,6,0.18820678513731826,28.0,23.0,10,30,True,"{""range"":643,""trend_down"":303,""trend_up"":267,""warmup"":25}",badcf67114d8df2ceb3b86652377c35c121fdfea2ea5822f52a3b869ab62394a
STATE-3C758141A6602A3F,SIG-15M-9C72FB97E7E98844,bar_zdt_V230331,bar,涨停,1204,6,0.18853820598006646,27.0,23.0,14,30,True,"{""range"":618,""trend_down"":320,""trend_up"":244,""warmup"":22}",430bcd2e950208912f3e4e259e69250c75a7852ca3c246ad8965b01ed43df876
STATE-AAF2BE14066A7F17,SIG-15M-9C72FB97E7E98844,bar_zdt_V230331,bar,跌停,1182,6,0.18274111675126903,26.0,23.0,17,30,True,"{""range"":605,""trend_down"":320,""trend_up"":234,""warmup"":23}",abf266287fcd2d75b03046954561dbd926b37fdc3c349b87dbf6093f6c004553
STATE-BC0C3BA23AC2232E,SIG-15M-36599A6AB7AD928D,cxt_bi_base_V230228,cxt,向上,1194,6,0.17922948073701842,26.0,23.0,19,30,True,"{""range"":606,""trend_down"":303,""trend_up"":258,""warmup"":27}",53ec101e75e49fa1cb537772575dc0c9b197f1ec12e2e0197f02db01ecec1eca
STATE-CF50AFFF20E2FC9E,SIG-15M-36599A6AB7AD928D,cxt_bi_base_V230228,cxt,向下,1197,6,0.1821219715956558,26.0,23.0,21,30,True,"{""range"":611,""trend_down"":295,""trend_up"":267,""warmup"":24}",d03b57a0732bf0234700c8814f36e2c1fe363c9e9c8f3ce6d23c910948a205f3
STATE-58EBAA3B69EA3379,SIG-15M-472EB8B25DB11A11,cxt_bi_stop_V230815,cxt,向上,1194,6,0.17922948073701842,26.0,23.0,19,30,True,"{""range"":606,""trend_down"":303,""trend_up"":258,""warmup"":27}",53ec101e75e49fa1cb537772575dc0c9b197f1ec12e2e0197f02db01ecec1eca
STATE-6E739E4313AD6297,SIG-15M-472EB8B25DB11A11,cxt_bi_stop_V230815,cxt,向下,1197,6,0.1821219715956558,26.0,23.0,21,30,True,"{""range"":611,""trend_down"":295,""trend_up"":267,""warmup"":24}",d03b57a0732bf0234700c8814f36e2c1fe363c9e9c8f3ce6d23c910948a205f3
STATE-B169302806505732,SIG-15M-DE48DC3ED39053B8,jcc_shan_chun_V221121,jcc,三山,1197,6,0.1821219715956558,26.0,23.0,21,30,True,"{""range"":611,""trend_down"":295,""trend_up"":267,""warmup"":24}",d03b57a0732bf0234700c8814f36e2c1fe363c9e9c8f3ce6d23c910948a205f3
STATE-6C0C46E0B9B0E896,SIG-15M-DE48DC3ED39053B8,jcc_shan_chun_V221121,jcc,三川,1194,6,0.17922948073701842,26.0,23.0,19,30,True,"{""range"":606,""trend_down"":303,""trend_up"":258,""warmup"":27}",53ec101e75e49fa1cb537772575dc0c9b197f1ec12e2e0197f02db01ecec1eca
STATE-E5D9EE456F0CD4EA,SIG-15M-1A28C608DE616064,tas_sar_base_V230425,tas,其他,1176,6,0.18197278911564627,26.0,23.0,20,30,True,"{""range"":595,""trend_down"":303,""trend_up"":253,""warmup"":25}",4c42c57a9914e58c4ef8c0ec7057431c254be6ddf5d1f86efe50222c6e96ea48
STATE-4A2C5D91759EFA12,SIG-15M-3CAE8A92B11B138D,cxt_ubi_end_V230816,cxt,其他,1156,6,0.18166089965397925,25.0,23.0,19,30,True,"{""range"":591,""trend_down"":294,""trend_up"":249,""warmup"":22}",3519cb11bdbbd1223a66f0bfdc9b7949db239130b1d32f2155db0b2f333f6309
STATE-61F40F218281C4DB,SIG-15M-B36D9A91995507FB,tas_cci_base_V230402,tas,其他,1158,6,0.18134715025906736,25.0,23.0,19,30,True,"{""range"":588,""trend_down"":297,""trend_up"":249,""warmup"":24}",19eebd0e1d0f976105c5b795e2e5b3254237c48368eb87e000941769b96208d6
