signal_date,anchor,trade_number,entry_date,holding_sessions,net_return,score_margin,score_change_1d,score_change_3d,score_above_exit_count_3d,role_agreement_count,persistent_role_agreement_count_2d,maximum_positive_role_share,confirmation_role_contribution,year,durable
2024-02-02,EX14_UNIQUE_FEASIBLE_10BP,89,2024-02-05,2,0.0749948741215118,0.1732925589193067,0.34725055054368104,0.02399988359659813,2.0,3,1,0.6355986838982504,-0.03502799348422204,2024,0
2024-02-08,EX14_UNIQUE_FEASIBLE_10BP,90,2024-02-19,1,-0.0071159609621146,0.08700034502864312,0.14150220839838212,-0.002002724681311463,2.0,3,2,0.6980213883623436,-0.0625849463682006,2024,0
2024-02-28,EX14_UNIQUE_FEASIBLE_10BP,91,2024-02-29,5,0.05246149789297,0.22097542664003839,0.34078267146414326,0.29053205761961154,1.0,4,2,0.32244742536513643,0.09447327564163908,2024,1
2024-03-19,EX14_UNIQUE_FEASIBLE_10BP,92,2024-03-20,8,-0.0573089561041366,0.09264233816189138,0.2282038677605988,0.221556971245721,1.0,3,1,0.5164316939987573,0.03190319492260732,2024,1
2024-04-08,EX14_UNIQUE_FEASIBLE_10BP,93,2024-04-09,1,0.0151634080205509,0.10133210897158254,0.2649706303750752,0.1525566321987098,1.0,4,3,0.43026264546751863,0.01865514484552938,2024,0
2024-04-24,EX14_UNIQUE_FEASIBLE_10BP,94,2024-04-25,11,0.027160090905111,0.03521000901336646,0.03661780272482884,0.07751100916591376,2.0,2,2,0.7779526411229839,0.040695164759339535,2024,1
2024-05-15,EX14_UNIQUE_FEASIBLE_10BP,95,2024-05-16,2,0.0019004433066935,0.05463535109993181,0.14285413540297784,-0.022037830641477213,2.0,3,2,0.5047173182431143,0.06625293852175829,2024,0
2024-05-20,EX14_UNIQUE_FEASIBLE_10BP,96,2024-05-21,1,-0.0058913778029512,0.02455137512039987,0.1575956178251332,-0.03008397597953194,2.0,4,2,0.7229870608763711,0.06981459601478848,2024,0
2024-05-28,EX14_UNIQUE_FEASIBLE_10BP,97,2024-05-29,1,-0.0019980019980019,0.03337845918586879,0.047553583659348926,0.08430076257836687,3.0,3,2,0.44860900996262126,0.05251494127366416,2024,0
2024-06-03,EX14_UNIQUE_FEASIBLE_10BP,98,2024-06-04,9,0.0071102300567751,0.08563045396071586,0.25263372609615586,0.21607599134778752,1.0,3,1,0.6541640214041611,0.04753185911893352,2024,1
2024-06-28,EX14_UNIQUE_FEASIBLE_10BP,99,2024-07-01,1,-0.0088336321213031,0.029438426560884162,0.10729265444981718,0.10536740744663224,3.0,3,2,0.41878495810665767,-0.03654423251714457,2024,0
2024-07-02,EX14_UNIQUE_FEASIBLE_10BP,100,2024-07-03,6,0.0286240955697023,0.027006388561427175,0.1650325961994319,0.1048606164503602,2.0,3,1,0.4928320487242562,-0.025122082678066433,2024,1
2024-07-11,EX14_UNIQUE_FEASIBLE_10BP,101,2024-07-12,1,0.000728779417304,0.07732129633697749,0.2099574402409109,0.078546922691,2.0,2,0,0.895821762888767,-0.05525379163066389,2024,0
2024-07-17,EX14_UNIQUE_FEASIBLE_10BP,102,2024-07-18,1,0.0074171111906962,0.005765916500080043,0.03924035069699981,0.2167795045864281,3.0,2,1,0.8280688819014914,-0.020115959944724895,2024,0
2024-07-23,EX14_UNIQUE_FEASIBLE_10BP,103,2024-07-24,1,-0.0182037177977637,0.11276267607694077,0.34179857472904784,0.3105240775274009,1.0,3,1,0.48795775348901643,-0.07542400766205265,2024,0
2024-07-29,EX14_UNIQUE_FEASIBLE_10BP,104,2024-07-30,1,0.0021430851306372,0.032710806126651504,0.3103871480986713,0.1522793962427559,1.0,3,1,0.4369169824509993,-0.028189121611827826,2024,0
2024-08-01,EX14_UNIQUE_FEASIBLE_10BP,105,2024-08-02,1,-0.0139740259740258,0.19088233835021345,0.28165134685748094,0.15817153222356195,1.0,4,2,0.6149029221189217,0.035273046160393166,2024,0
2024-08-14,EX14_UNIQUE_FEASIBLE_10BP,106,2024-08-15,3,0.0035541648893526,0.007303215696800258,0.27988663624382915,0.044694715018156736,1.0,3,1,0.5547925475560287,0.019540382997665782,2024,0
2024-08-20,EX14_UNIQUE_FEASIBLE_10BP,107,2024-08-21,1,-0.0019980019980018,0.023342884658957716,0.14969640436749085,0.053325271328831275,2.0,3,2,0.584670571270582,-0.07359810742405283,2024,0
2024-08-26,EX14_UNIQUE_FEASIBLE_10BP,108,2024-08-27,1,-0.0134200563385111,0.00662805702518067,0.2700513045834701,0.22242067228823692,2.0,2,0,0.950100554757643,-0.027537257665231026,2024,0
2024-09-02,EX14_UNIQUE_FEASIBLE_10BP,109,2024-09-03,2,0.0052760650428287,0.1546498664365036,0.1933343248784201,0.3248092151890899,2.0,3,2,0.5373506822758135,-0.07004112131927526,2024,0
2024-09-12,EX14_UNIQUE_FEASIBLE_10BP,110,2024-09-13,5,-0.0197402597402597,0.0431347165622033,0.1694164082108701,0.2734643251218589,2.0,2,1,0.6453881997097678,-0.023615186421649143,2024,1
2024-09-25,EX14_UNIQUE_FEASIBLE_10BP,111,2024-09-26,4,0.5774870290999325,0.1507112999991666,0.1936242170755315,0.11331986695340569,2.0,4,2,0.46505181174856564,0.006195341036565563,2024,1
2024-10-09,EX14_UNIQUE_FEASIBLE_10BP,112,2024-10-10,11,-0.027239297667313,0.15780990299833308,0.3109524919868583,0.04514245074800144,2.0,3,1,0.5971042159955352,-0.060042573654697826,2024,1
2024-10-25,EX14_UNIQUE_FEASIBLE_10BP,113,2024-10-28,7,0.0048712349597308,0.0477803455590914,0.18028930012035677,0.053207354710517046,2.0,3,1,0.8171452053806875,0.11860728904823108,2024,1
2024-11-06,EX14_UNIQUE_FEASIBLE_10BP,114,2024-11-07,5,0.067102037428447,0.19926149556453837,0.3112180864676958,0.2128575563359261,2.0,4,1,0.679092745502736,0.000756872578735069,2024,1
2024-11-22,EX14_UNIQUE_FEASIBLE_10BP,115,2024-11-25,4,0.008032168836189,0.09741861964280268,0.24934350490034446,0.24032980344856597,1.0,4,2,0.38136447727974127,0.045525672914994805,2024,1
2024-12-02,EX14_UNIQUE_FEASIBLE_10BP,116,2024-12-03,3,-0.0125436523131046,0.0245841472288717,0.13001400225723075,0.058223313015963056,1.0,3,2,0.526502763418865,0.062485618790052,2024,0
2024-12-23,EX14_UNIQUE_FEASIBLE_10BP,117,2024-12-24,5,0.0174562279825436,0.16446269329305704,0.27190018480631356,0.46733850729079285,1.0,4,2,0.3628899336000661,0.052165889631091825,2024,1
2025-01-02,EX14_UNIQUE_FEASIBLE_10BP,118,2025-01-03,2,-0.0193102815551794,0.009365727022002862,0.04808783167451816,-0.03782673176199852,2.0,2,2,0.6609604472311869,0.08769901229815105,2025,0
2025-01-14,EX14_UNIQUE_FEASIBLE_10BP,119,2025-01-15,3,-0.0079740618662773,0.023303622743422014,0.37587269990388383,0.23411816944623268,2.0,2,1,0.5198027483979182,0.07687314429061662,2025,0
2025-01-20,EX14_UNIQUE_FEASIBLE_10BP,120,2025-01-21,9,0.0621306404438934,0.01733989504571802,0.18734287049188691,0.09651375208140563,2.0,2,0,0.8950751714496881,-0.012160653227454903,2025,1
2025-02-11,EX14_UNIQUE_FEASIBLE_10BP,121,2025-02-12,15,0.0522308958915254,0.1064288121886525,0.2361883856958345,0.06702188184019696,2.0,3,1,0.5581763435480772,0.09542779371093427,2025,1
2025-03-06,EX14_UNIQUE_FEASIBLE_10BP,122,2025-03-07,1,-0.0116109809629948,0.022149352705621073,0.3499719776431126,-0.10292607403086426,1.0,2,1,0.7922129557359451,-0.032596626819499375,2025,0
2025-04-03,EX14_UNIQUE_FEASIBLE_10BP,123,2025-04-07,3,0.020979020979021,0.004710814382034051,0.16165525470212475,0.3262478138787761,1.0,2,0,0.6756565818875111,-0.011846320634125,2025,0
2025-04-10,EX14_UNIQUE_FEASIBLE_10BP,124,2025-04-11,1,0.0315648742948448,0.09414049301295407,0.2933384222013817,0.14968638496203454,2.0,3,1,0.8536028541624351,-0.06762578815078457,2025,0
2025-04-14,EX14_UNIQUE_FEASIBLE_10BP,125,2025-04-15,1,-0.0029613243898956,0.007684602942978541,0.27711042709341815,0.20688253213140614,2.0,3,1,0.8378117810456669,-0.08878757699483723,2025,0
2025-04-23,EX14_UNIQUE_FEASIBLE_10BP,126,2025-04-24,4,-0.0125945483088339,0.12096530535292277,0.34571166086997407,0.2758419674478496,1.0,3,2,0.8082079936807075,0.032444052820424,2025,1
2025-05-13,EX14_UNIQUE_FEASIBLE_10BP,127,2025-05-14,3,-0.0184061586382671,0.09281204603967169,0.22450728739711442,0.1660078198480325,2.0,3,2,0.8317123141953653,-0.07373448974557016,2025,0
2025-06-09,EX14_UNIQUE_FEASIBLE_10BP,128,2025-06-10,3,-0.0301517548599258,0.09092613728083826,0.28073428557271835,0.13251381561526057,2.0,2,1,0.8874175786567953,0.021424042863518927,2025,0
2025-06-17,EX14_UNIQUE_FEASIBLE_10BP,129,2025-06-18,1,0.0010354387254083,0.03139050966496404,0.2515213857044801,0.1258604478312046,2.0,1,0,1.0,-0.013796924723010601,2025,0
2025-06-24,EX14_UNIQUE_FEASIBLE_10BP,130,2025-06-25,10,0.009918439769186,0.03836319384942734,0.24169663546032832,0.14123322021661477,1.0,1,0,1.0,-0.00645642720896868,2025,1
2025-07-23,EX14_UNIQUE_FEASIBLE_10BP,131,2025-07-24,8,0.026598043790021,0.006174567160861941,0.07448478092713394,0.10327486828681312,2.0,3,2,0.5748570416275022,-0.004214531105364067,2025,1
2025-08-05,EX14_UNIQUE_FEASIBLE_10BP,132,2025-08-06,1,0.0026181034506662,0.008833709846263638,0.17242811947541528,-0.1269212444947257,2.0,2,1,0.6284575432379252,0.05304879208910192,2025,0
2025-08-07,EX14_UNIQUE_FEASIBLE_10BP,133,2025-08-08,1,-0.012153433985071,0.12833492029543772,0.32100347699075316,0.29192932992458936,2.0,4,1,0.4375167641158502,0.07827837727475903,2025,0
2025-08-11,EX14_UNIQUE_FEASIBLE_10BP,134,2025-08-12,7,0.0954812629231234,0.04917419137370284,0.1392066181848249,0.2418427480690183,2.0,2,1,0.7239458741517818,0.046514910033532406,2025,1
2025-08-21,EX14_UNIQUE_FEASIBLE_10BP,135,2025-08-22,19,0.193573457660926,0.006250447448198956,0.14002635638552113,0.00834422814586204,2.0,2,1,0.6174648959783192,0.0796535625979116,2025,1
2025-09-18,EX14_UNIQUE_FEASIBLE_10BP,136,2025-09-19,2,0.0141327400638713,0.0654719083644037,0.1781305360286412,0.12531336322923456,2.0,4,1,0.4903999757793144,0.06742246160623479,2025,0
2025-09-29,EX14_UNIQUE_FEASIBLE_10BP,137,2025-09-30,1,0.0254339900936761,0.00813745954464283,0.15287590514440105,0.1745789484899577,1.0,3,1,0.5057262203923923,0.018121294030091627,2025,0
2025-10-09,EX14_UNIQUE_FEASIBLE_10BP,138,2025-10-10,2,-0.018094808417389,0.1504665190114016,0.27017119434559994,0.2952049646111598,2.0,4,1,0.49697583071550366,0.0019287313573378658,2025,0
2025-10-14,EX14_UNIQUE_FEASIBLE_10BP,139,2025-10-15,1,0.0069992420893947,0.06322538649974965,0.4208651577289648,-0.08724113251165194,2.0,3,1,0.5160826816964738,-0.06859883359176411,2025,0
2025-10-28,EX14_UNIQUE_FEASIBLE_10BP,140,2025-10-29,1,0.0120489430140906,0.018656773276670813,0.10031259876698961,0.3319858457239292,2.0,2,1,0.708284068028883,-0.020531955810329686,2025,0
2025-10-30,EX14_UNIQUE_FEASIBLE_10BP,141,2025-10-31,4,-0.0364351480724959,0.0036275326343463837,0.10566305213124784,0.08528335812466518,2.0,3,1,0.5740651747114073,-0.01222074854943454,2025,1
2025-11-11,EX14_UNIQUE_FEASIBLE_10BP,142,2025-11-12,1,-0.0019980019980018,0.0575648581639264,0.15376163927519731,0.18928167135911678,1.0,2,1,0.720379608463021,-0.017215350993470636,2025,0
2025-11-24,EX14_UNIQUE_FEASIBLE_10BP,143,2025-11-25,4,0.0160517703848526,0.0015686539017482903,0.12207155214010235,0.2443890698907903,2.0,2,1,0.7508831173864449,-0.09170437762364954,2025,1
2025-12-01,EX14_UNIQUE_FEASIBLE_10BP,144,2025-12-02,1,-0.0115729289161023,0.04300164145531224,0.12842598423822382,0.022994795060356593,2.0,3,3,0.6011911447201604,0.05171984610449721,2025,0
2025-12-11,EX14_UNIQUE_FEASIBLE_10BP,145,2025-12-12,1,0.0061338661338661,0.005693487022894725,0.23826404712373078,0.018228008709205976,1.0,3,1,0.5478160783732997,-0.043119682523009344,2025,0
2025-12-26,EX14_UNIQUE_FEASIBLE_10BP,146,2025-12-29,23,0.1077604114749053,0.026072656838667052,0.05189695298173879,0.12040210312771163,3.0,3,2,0.7903115024893249,0.015893253909918754,2025,1
2026-03-03,EX14_UNIQUE_FEASIBLE_10BP,147,2026-03-04,1,0.0285893721389089,0.14816823828957817,0.22970255882700838,0.16736182296761828,2.0,4,2,0.3600741347166314,0.07928147037672838,2026,0
2026-03-17,EX14_UNIQUE_FEASIBLE_10BP,148,2026-03-18,1,-0.0091934021277928,0.09463180720486833,0.33849538683070635,0.16576574773844804,1.0,4,2,0.3910141568164779,0.025928698136538843,2026,0
2026-04-01,EX14_UNIQUE_FEASIBLE_10BP,149,2026-04-02,2,-0.0247142841983509,0.028494537748495835,0.1687695429113286,0.3929131351678645,1.0,2,1,0.9608812931247784,-0.04418287094695834,2026,0
2026-04-08,EX14_UNIQUE_FEASIBLE_10BP,150,2026-04-09,10,0.0929802262159509,0.038292134276945625,0.14498481657307988,-0.02877642552861208,1.0,3,1,0.4259281022463426,0.04936243074518594,2026,1
2026-04-23,EX14_UNIQUE_FEASIBLE_10BP,151,2026-04-24,4,0.0476639924492687,0.26374414854034856,0.3636037240279385,0.10733907153535185,2.0,4,2,0.5316280940017951,0.07658652366415022,2026,1
2026-05-06,EX14_UNIQUE_FEASIBLE_10BP,152,2026-05-07,8,0.0167879179643886,0.2771876197714023,0.34400023360210136,0.16142505356445105,2.0,4,2,0.4665658955525525,0.10706261287106739,2026,1
2026-05-21,EX14_UNIQUE_FEASIBLE_10BP,153,2026-05-22,5,0.037085363615976,0.2998238197464218,0.47507639516553846,0.41993015009084494,2.0,4,2,0.5006444934115865,0.09711964732154306,2026,1
2026-05-29,EX14_UNIQUE_FEASIBLE_10BP,154,2026-06-01,2,-0.0349482638234736,0.17485722340117724,0.3135001951646028,0.17723032154047835,2.0,4,2,0.34043600306836735,0.06525685250216785,2026,0
2026-06-05,EX14_UNIQUE_FEASIBLE_10BP,155,2026-06-08,1,0.0101357608956393,0.037002158842914495,0.2606944483670096,0.2644761798266282,1.0,3,2,0.5628315342033811,0.022503422965025967,2026,0
2026-06-12,EX14_UNIQUE_FEASIBLE_10BP,156,2026-06-15,3,0.0866231852883043,0.0796606875649438,0.45947482905772175,0.2398074076331906,1.0,3,0,0.7312597972371073,-0.10319129417295991,2026,0
2026-06-22,EX14_UNIQUE_FEASIBLE_10BP,157,2026-06-23,2,0.0380030927976136,0.13183027512789977,0.312912415997878,0.058913827867035196,1.0,3,1,0.7796405747042956,0.04473524913408047,2026,0
2026-06-26,EX14_UNIQUE_FEASIBLE_10BP,158,2026-06-29,5,-0.0087185541730997,0.06719956166413246,0.08849347901201451,0.04562541458565998,2.0,3,3,0.4214977076816646,0.057414729346478205,2026,1
2026-07-10,EX14_UNIQUE_FEASIBLE_10BP,159,2026-07-13,2,-0.0072632403567653,0.14278427308495895,0.3458300116062395,0.27559285827360114,1.0,3,1,0.5682210893663359,-0.0634978964872005,2026,0
2026-07-22,EX14_UNIQUE_FEASIBLE_10BP,160,2026-07-23,1,-0.0612281625937086,0.04421747967751548,0.1905151025615871,0.16537144011113958,1.0,3,2,0.4431821719850106,-0.08066584029506012,2026,0
2026-07-31,EX14_UNIQUE_FEASIBLE_10BP,161,2026-08-03,4,0.0521288583445804,0.15270424923467726,0.3266789299268762,0.24612489959981676,1.0,3,2,0.7126097919666747,-0.06442470258963218,2026,1
2026-08-10,EX14_UNIQUE_FEASIBLE_10BP,162,2026-08-11,2,0.02305167735858,0.025987984779458684,0.06622146989947776,-0.06435026784707698,2.0,3,3,0.7215402673347932,0.011957168501579032,2026,0
2026-08-13,EX14_UNIQUE_FEASIBLE_10BP,163,2026-08-14,2,0.0301047710754256,0.06312634425971606,0.26175515434020324,0.03713835948025737,2.0,4,1,0.4902425450960496,0.017774578081645592,2026,0
2026-08-28,EX14_UNIQUE_FEASIBLE_10BP,164,2026-08-31,1,0.0303696303696301,0.02139771521324524,0.26261357845930566,0.38575491465030687,1.0,3,1,0.42150758851948195,-0.06368752522964462,2026,0
