event_id,window,date,valuation_point,actual_wealth,continued_wealth,cumulative_log_advantage,incremental_log_advantage
2025H1:early_ex04_exit:20250418,2025H1,2025-04-21,daily_close,0.9995,1.0077369439071566,0.008207292286619948,0.007707167244937797
2025H1:early_ex04_exit:20250418,2025H1,2025-04-22,endpoint_open,0.9990004997501251,1.0058027079303675,0.0067859371503771766,-0.0014213551362427714
2025H1:early_ex04_exit:20250613,2025H1,2025-06-16,exit_open,0.9995,1.0,0.0005001250416821515,0.0005001250416821515
2025H1:early_ex04_exit:20250613,2025H1,2025-06-16,daily_close,0.9995,1.0,0.0005001250416821515,0.0
2025H1:early_ex04_exit:20250613,2025H1,2025-06-17,daily_close,0.9995,0.992964824120603,-0.006559914369042708,-0.007060039410724859
2025H1:early_ex04_exit:20250613,2025H1,2025-06-18,daily_close,0.9995,0.9969849246231156,-0.002519504832037753,0.004040409537004954
2025H1:early_ex04_exit:20250613,2025H1,2025-06-19,daily_close,0.9995,0.992964824120603,-0.006559914369042708,-0.004040409537004954
2025H1:early_ex04_exit:20250613,2025H1,2025-06-20,daily_close,0.9995,0.9869346733668342,-0.0126513037624446,-0.006091389393401892
2025H1:early_ex04_exit:20250613,2025H1,2025-06-23,daily_close,0.9995,0.9909547738693467,-0.008586257514275095,0.004065046248169505
2025H1:early_ex04_exit:20250613,2025H1,2025-06-24,daily_close,0.9995,1.0080402010050251,0.008508175845025088,0.017094433359300183
2025H1:early_ex04_exit:20250613,2025H1,2025-06-25,endpoint_open,0.9990004997501251,1.0100502512562812,0.011000083417916473,0.002491907572891385
2025H2:early_ex04_exit:20251014,2025H2,2025-10-15,exit_open,0.9995,1.0,0.0005001250416821515,0.0005001250416821515
2025H2:early_ex04_exit:20251014,2025H2,2025-10-15,daily_close,0.9995,1.0173370319001387,0.01768858533976949,0.01718846029808734
2025H2:early_ex04_exit:20251014,2025H2,2025-10-16,daily_close,0.9995,1.0090152565880721,0.009474986802380745,-0.008213598537388745
2025H2:early_ex04_exit:20251014,2025H2,2025-10-17,endpoint_open,0.9995,1.0042961444174756,0.004787067376965327,-0.004687919425415418
