lag,is_observed,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count
119,False,0.16031725945060415,0.2620502750363931,-0.289024651504281,0.9066710181034908,2.7958187769981397,7,5,2,True,0.9330305487439939,0.5714285714285714,15
120,False,0.04385549277097667,0.06948881812688135,-0.31214351218097025,0.2226181721393398,1.5696890465936557,7,4,3,True,0.4392694732803006,0.5714285714285714,15
121,False,-0.09894101531210231,-0.1504695395861516,-0.3044548343597807,-0.4942261465565647,0.5875931830604659,7,4,3,True,-0.28534254609823045,0.5714285714285714,15
122,False,-0.0015035516863386444,-0.0023523850372761945,-0.2606963602230804,-0.009023467129587985,0.5526790700985008,7,5,2,True,0.2175795397363506,0.5714285714285714,15
123,False,-0.07475317892556277,-0.11450561576307361,-0.2553168801035146,-0.4484843137541432,0.6122964791933927,7,4,3,True,-0.1565917381072566,0.5714285714285714,15
124,False,-0.16675064106788073,-0.2483846625737256,-0.27674910106885264,-0.8975084710823678,1.3403117778121068,7,2,5,True,-0.6394202346281329,0.5714285714285714,15
125,False,-0.05348984715300087,-0.08244761570321679,-0.2427212968394309,-0.3396801878401257,0.7154033807335215,7,4,3,True,-0.029232470013061354,0.577639751552795,15
126,False,-0.04344702726890892,-0.06716371315984015,-0.22877254729432484,-0.2935829231006088,0.7996010347895696,8,4,4,True,0.012382034880449961,0.577639751552795,16
127,False,-0.17960312567891146,-0.26645144663522136,-0.28706721194365403,-0.928184883362858,0.3362267204285667,8,4,4,True,-0.8143356596544475,0.577639751552795,16
128,False,-0.05359944433613795,-0.08261390543620717,-0.230723238982938,-0.3580649517594388,0.7687534444275923,8,4,4,True,-0.05803209617354806,0.577639751552795,16
129,False,0.0029576461711164903,0.00463322704760416,-0.20906544762199675,0.022161610635829797,0.15761447683866675,8,7,1,True,0.2303957959917137,0.577639751552795,16
130,False,-0.0796936950435645,-0.1218951799185024,-0.23174701337965953,-0.5259838223623949,0.37210219077159057,8,5,3,True,-0.2066352203829272,0.577639751552795,16
131,False,0.06870558792609494,0.10960695183567548,-0.1878863628930082,0.583368319807708,0.9013507595551135,8,5,3,True,0.563615621611296,0.577639751552795,16
132,False,0.1863544346756576,0.306657484361732,-0.18428426342091586,1.6640459617613073,0.8607670516135002,8,6,2,True,1.103751043876109,0.577639751552795,16
133,False,0.1569856207016318,0.2563829284781258,-0.19257348521808915,1.33135113688041,0.7329613658819869,8,6,2,True,0.9762717045499658,0.577639751552795,16
134,False,0.43738346335698397,0.7645559889767177,-0.15599173553719015,4.901259584963327,1.4773930892224472,8,6,2,True,2.0899478068554536,0.577639751552795,16
135,False,0.24083052103764824,0.4017816925626747,-0.1818996497732901,2.208809599487595,0.7537926482780287,8,7,1,True,1.3869785925606477,0.577639751552795,16
136,False,0.2024735182239017,0.3345522989623402,-0.24143594463993145,1.3856772630159895,1.7699322443804806,8,5,3,True,1.2163560496446533,0.577639751552795,16
137,False,0.04586713094743633,0.0727165451409102,-0.25822968662206924,0.28159638069550896,1.3355369527838394,8,4,4,True,0.45371329980653163,0.577639751552795,16
138,False,0.2431709674981597,0.40592238210675546,-0.19133339922820514,2.1215448204242064,4.015315417201218,8,4,4,True,1.3495506471396355,0.577639751552795,16
139,False,0.3139643174486111,0.533236213996225,-0.21580878060749653,2.4708735784298392,4.8035400900564555,8,5,3,True,1.6074285870061824,0.577639751552795,16
140,False,0.27035538155162153,0.45433876430529274,-0.19549973482540162,2.3239866013683192,2.2465576404489647,7,4,3,True,1.4375436073785464,0.577639751552795,14
141,False,0.2998357703497183,0.5075101195725515,-0.1874999999999999,2.7067206377202764,3.417934208586211,7,3,4,True,1.5464062661670488,0.5714285714285714,14
142,False,0.242972517615774,0.4055711158741431,-0.23567627950730508,1.720882206397746,3.162804002896381,7,3,4,True,1.2843733739929575,0.5714285714285714,15
143,False,0.2458783608449826,0.41071776882374733,-0.23202858472564059,1.7701171142745005,3.0357022480673326,7,3,4,True,1.3165768695768798,0.5714285714285714,15
144,False,0.05897937920947527,0.09384139146013792,-0.25338278278812776,0.37035425385869924,1.1393377962650044,7,4,3,True,0.5104992226716838,0.5714285714285714,15
145,False,-0.08710011231325365,-0.1329310549722964,-0.3053429464058506,-0.43535001065853784,2.557651774231199,7,2,5,True,-0.21487620124191786,0.5714285714285714,15
146,False,0.049189505722107896,0.07805507020348679,-0.29791943337760063,0.26200059968748396,0.9818484507030882,7,4,3,True,0.46415885223308684,0.5714285714285714,15
147,False,0.06942515714707187,0.11077656151832138,-0.2833111996458608,0.39100664448420025,0.9771107401761759,7,4,3,True,0.5556757486405285,0.5714285714285714,15
148,False,0.1080371491821206,0.17418681256769042,-0.28331119964586093,0.61482501498502,2.2599374242248307,7,3,4,True,0.7233064550607055,0.5714285714285714,15
149,False,-0.04304115238413109,-0.06654410757953477,-0.27343860577908885,-0.24336032357221635,2.5777825467779323,7,2,5,True,-0.0015578946592485667,0.577639751552795,15
150,False,0.06914667715577072,0.11032385889672636,-0.2688134881106342,0.4104104287033429,1.5928035379255097,8,4,4,True,0.5598520409767158,0.577639751552795,16
151,False,0.0033685187171190734,0.0052774808733400125,-0.291054454927964,0.01813228000459979,1.1744225346837884,8,4,4,True,0.23879110664668415,0.577639751552795,16
152,False,-0.17249277840005517,-0.25647602046064744,-0.36847770645694833,-0.6960421647397906,1.8591154502738156,8,2,6,True,-0.7005724587809685,0.577639751552795,16
153,False,-0.11908513782056296,-0.18000795198619424,-0.3074041146288281,-0.5855743089305846,2.246633881905779,8,2,6,True,-0.3807623443417784,0.577639751552795,16
154,False,-0.016667479144760744,-0.02596504427238744,-0.27338518175073045,-0.0949760484679893,1.0222523640201948,8,4,4,True,0.14992143119903656,0.577639751552795,16
155,False,0.05083639199129797,0.08070489921114188,-0.2841599648915417,0.2840122085528317,1.3523893717228344,8,4,4,True,0.4717236761212534,0.577639751552795,16
156,False,-0.02231678794307368,-0.03470960170837356,-0.28190436933652774,-0.12312544778948932,1.722384531504944,8,3,5,True,0.09679020153654087,0.577639751552795,16
157,False,0.08931467894473588,0.14328124433091927,-0.24040635911344144,0.5959960662409459,2.2365143884827794,7,3,4,True,0.6595169830234936,0.577639751552795,14
158,False,0.1879205838606861,0.30935843758052695,-0.21783565818348904,1.4201459951976536,3.2378684724842213,7,3,4,True,1.1291595491484523,0.5714285714285714,14
159,False,0.3465878413778998,0.5932369961358515,-0.16012098548174236,3.704929708938712,3.751733773483871,7,4,3,True,1.8055890403707204,0.5714285714285714,15
160,False,0.5792621240038169,1.0446736301361201,-0.13040133961611078,8.011218544315117,2.6262267408441518,7,5,2,True,2.7171066400906048,0.5714285714285714,15
