object_type,object_id,counterfactual,window,champion_return,counterfactual_return,return_delta,champion_sharpe,counterfactual_sharpe,sharpe_delta,dominant_share,trade_count,exposure,max_drawdown,metric,value
group_coalition,structure+trend+volume_position,coalition,2023H2,-0.10632026926329408,-0.10632026926329408,0.0,-2.295242649962902,-2.295242649962902,0.0,0.0,15.0,0.47580645161290325,-0.12099160975498391,,
group_coalition,structure+trend+volume_position,coalition,2024H1,-0.09485536840967668,-0.09485536840967668,0.0,-1.2263976900051408,-1.2263976900051408,0.0,0.0,16.0,0.5555555555555556,-0.11218947015927683,,
group_coalition,structure+trend+volume_position,coalition,2024H2,0.18015949433488965,0.18015949433488965,0.0,1.0655359885390128,1.0655359885390128,0.0,0.0,15.0,0.504,-0.18357160128619576,,
group_coalition,structure+trend+volume_position,coalition,2025H1,0.03483459850082471,0.03483459850082471,0.0,0.5727132492529325,0.5727132492529325,0.0,0.0,13.0,0.6581196581196581,-0.12500239103219846,,
group_coalition,structure+trend+volume_position,coalition,2025H2,0.466221134770592,0.466221134770592,0.0,3.257468496072225,3.257468496072225,0.0,0.0,11.0,0.7777777777777778,-0.10762651461154682,,
group_shapley,structure,exact_shapley,2021,,,,,,,,,,,return,-0.033621646177707465
group_shapley,trend,exact_shapley,2021,,,,,,,,,,,return,0.08963859462371015
group_shapley,volume_position,exact_shapley,2021,,,,,,,,,,,return,-0.053076292790557915
group_shapley,structure,exact_shapley,2021,,,,,,,,,,,sharpe,-0.368450451078317
group_shapley,trend,exact_shapley,2021,,,,,,,,,,,sharpe,0.7352420778833669
group_shapley,volume_position,exact_shapley,2021,,,,,,,,,,,sharpe,-0.23385107898507845
group_interaction,structure+trend,pairwise_shapley_interaction,2021,,,,,,,,,,,return,0.045266299051416325
group_interaction,structure+volume_position,pairwise_shapley_interaction,2021,,,,,,,,,,,return,-0.10756377536820905
group_interaction,trend+volume_position,pairwise_shapley_interaction,2021,,,,,,,,,,,return,0.0768003867177951
group_interaction,structure+trend,pairwise_shapley_interaction,2021,,,,,,,,,,,sharpe,0.6089878247258382
group_interaction,structure+volume_position,pairwise_shapley_interaction,2021,,,,,,,,,,,sharpe,-0.4979766826386296
group_interaction,trend+volume_position,pairwise_shapley_interaction,2021,,,,,,,,,,,sharpe,0.07753801076769506
group_shapley,structure,exact_shapley,2022,,,,,,,,,,,return,-0.002188316705478161
group_shapley,trend,exact_shapley,2022,,,,,,,,,,,return,0.13975774013997364
group_shapley,volume_position,exact_shapley,2022,,,,,,,,,,,return,-0.208552798796606
group_shapley,structure,exact_shapley,2022,,,,,,,,,,,sharpe,0.37325852685361294
group_shapley,trend,exact_shapley,2022,,,,,,,,,,,sharpe,0.7040732702898226
group_shapley,volume_position,exact_shapley,2022,,,,,,,,,,,sharpe,-1.4698873908419532
group_interaction,structure+trend,pairwise_shapley_interaction,2022,,,,,,,,,,,return,0.0065860879090937074
group_interaction,structure+volume_position,pairwise_shapley_interaction,2022,,,,,,,,,,,return,-0.06478101148218335
group_interaction,trend+volume_position,pairwise_shapley_interaction,2022,,,,,,,,,,,return,0.23219258431046247
group_interaction,structure+trend,pairwise_shapley_interaction,2022,,,,,,,,,,,sharpe,-0.5332019792472233
