candidate_id,year,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end,baseline_max_drawdown,baseline_calmar,baseline_win_loss_ratio,max_drawdown_improved,calmar_improved,win_loss_ratio_improved
275,2023,-0.04399784978918053,-0.04577369540073084,-0.1514735859851677,-0.30218928998758243,1.2612343173123828,16,6,10,True,-0.29040761950058525,0.5454545454545454,33,2023-01-03,2023-12-29,-0.150897538084942,-0.34724740128649967,1.214151605856839,False,True,True
275,2024,0.2474878393984714,0.2589392210617296,-0.1823154056517775,1.4202816275235874,7.374284322465935,11,3,8,True,0.9391647794469464,0.4297520661157025,23,2024-01-02,2024-12-31,-0.1823154056517775,1.2717314082181355,7.198946964102891,False,True,True
275,2025,0.4766884612066884,0.49816221611589184,-0.14102529516436313,3.532431650189353,13.087883904032,10,3,7,True,2.1233643948709036,0.6337448559670782,21,2025-01-02,2025-12-31,-0.14102529516436335,3.192622565217468,13.300294860415136,False,True,False
293,2021,0.01835821748650357,0.01904458601048664,-0.16507345700706788,0.11537037120190206,2.179398780583625,12,4,8,True,0.23646477103277258,0.5555555555555556,25,2021-01-04,2021-12-31,-0.18128985460147662,-0.03545702517918672,1.718363153027743,True,True,True
293,2022,0.012795868621932716,0.013328131938667553,-0.11414143881329653,0.11676856431141236,3.386625814638401,12,3,9,True,0.1951483948513713,0.47520661157024796,25,2022-01-04,2022-12-30,-0.08541801769719781,0.9354898115931695,4.175728135130536,False,False,False
293,2023,-0.008533713971588086,-0.008884775680944257,-0.13939122511269275,-0.06373984928937412,1.7243592042162705,14,5,9,True,0.02274636271188204,0.5619834710743802,29,2023-01-03,2023-12-29,-0.150897538084942,-0.34724740128649967,1.214151605856839,True,True,True
293,2024,0.20961767120170216,0.21916738077650288,-0.1823154056517775,1.2021330835591189,6.878685180696524,12,3,9,True,0.8354654092559183,0.4628099173553719,25,2024-01-02,2024-12-31,-0.1823154056517775,1.2717314082181355,7.198946964102891,False,False,False
293,2025,0.4461624629104697,0.4660576576932196,-0.14568361694808485,3.1991082282045604,13.741041570079336,12,3,9,True,2.0073365567996784,0.6502057613168725,25,2025-01-02,2025-12-31,-0.14102529516436335,3.192622565217468,13.300294860415136,False,True,True
400,2021,-0.045489998043980795,-0.04713447878361021,-0.1989889646649069,-0.23686981267018326,1.6277483608085639,16,5,11,True,-0.2621412049545249,0.5308641975308642,33,2021-01-04,2021-12-31,-0.18128985460147662,-0.03545702517918672,1.718363153027743,False,False,False
400,2022,0.09706575884942348,0.10127344415488282,-0.08809293477920299,1.1496205048533754,4.291275169271437,10,3,7,True,0.759477087656211,0.4834710743801653,21,2022-01-04,2022-12-30,-0.08541801769719781,0.9354898115931695,4.175728135130536,False,True,True
400,2023,-0.04399784978918053,-0.04577369540073084,-0.1514735859851677,-0.30218928998758243,1.2612343173123828,16,6,10,True,-0.29040761950058525,0.5454545454545454,33,2023-01-03,2023-12-29,-0.150897538084942,-0.34724740128649967,1.214151605856839,False,True,True
400,2024,0.24126307506098943,0.25239840879684694,-0.1823154056517775,1.384405272250706,7.177334154751183,11,3,8,True,0.9225262838033291,0.4297520661157025,23,2024-01-02,2024-12-31,-0.1823154056517775,1.2717314082181355,7.198946964102891,False,True,False
400,2025,0.477843026070806,0.4993769715459959,-0.14102529516436335,3.5410453916368536,13.112805346218401,10,3,7,True,2.1282225502532066,0.6296296296296297,21,2025-01-02,2025-12-31,-0.14102529516436335,3.192622565217468,13.300294860415136,False,True,False
418,2021,-0.04045388800567273,-0.04192033543872942,-0.19365370303993812,-0.2164706110994634,1.544065379895393,15,5,10,True,-0.21888167398176164,0.5432098765432098,31,2021-01-04,2021-12-31,-0.18128985460147662,-0.03545702517918672,1.718363153027743,False,False,False
418,2022,0.05969386486313022,0.06223579770647736,-0.11414143881329675,0.5452515611641938,3.8479373673660096,11,3,8,True,0.517027628174918,0.47520661157024796,23,2022-01-04,2022-12-30,-0.08541801769719781,0.9354898115931695,4.175728135130536,False,False,False
418,2023,-0.008533713971588086,-0.008884775680944257,-0.13939122511269275,-0.06373984928937412,1.7243592042162705,14,5,9,True,0.02274636271188204,0.5619834710743802,29,2023-01-03,2023-12-29,-0.150897538084942,-0.34724740128649967,1.214151605856839,True,True,True
418,2024,0.20358187293266639,0.21283320290379937,-0.1823154056517775,1.16739011792734,6.729240133910435,12,3,9,True,0.8189656908248796,0.4628099173553719,25,2024-01-02,2024-12-31,-0.1823154056517775,1.2717314082181355,7.198946964102891,False,False,False
418,2025,0.4472931606922603,0.4672463817722088,-0.14568361694808485,3.207267855923117,13.76720672982409,12,3,9,True,2.012102750778416,0.6460905349794238,25,2025-01-02,2025-12-31,-0.14102529516436335,3.192622565217468,13.300294860415136,False,True,True
