signal_date,regime,score,target_position
2025-02-14,range,0.22082686941391047,1.0
2025-02-17,range,0.45047449523704763,1.0
2025-02-18,range,0.22069975307900216,1.0
2025-02-19,range,0.501448145535293,1.0
2025-02-20,range,0.39975507760861884,1.0
2025-02-21,range,0.7048342813886415,1.0
2025-02-24,range,0.552167563163722,1.0
2025-02-25,range,0.653860631090396,1.0
2025-02-26,trend,0.6434966937413777,1.0
2025-02-27,trend,0.5628138743074881,1.0
2025-02-28,trend,0.3109466840229306,1.0
2025-03-03,range,0.22069975307900216,1.0
2025-03-04,range,0.2716734033772476,1.0
2025-03-05,range,0.3223928210056764,1.0
2025-03-06,range,0.7048342813886415,1.0
2025-03-07,trend,0.48172662971352886,1.0
2025-03-10,trend,0.48172662971352886,1.0
2025-03-11,range,-0.013194303152348485,0.0
2025-03-12,range,0.08849876477432572,0.0
2025-03-13,range,-0.36912004089570827,0.0
2025-03-14,range,-0.3182735069323712,0.0
2025-03-17,range,-0.47081310882238253,0.0
2025-03-18,range,-0.29188490062767414,0.0
2025-03-19,range,-0.5725061767490567,0.0
2025-03-20,range,-0.1657339050423598,0.0
2025-03-21,range,-0.1657339050423598,0.0
2025-03-24,range,-0.1657339050423598,0.0
2025-03-25,range,0.037652230810988674,0.0
2025-03-26,range,0.037652230810988674,0.0
2025-03-27,range,0.21658043900569707,1.0
2025-03-28,range,-0.26742697296903406,1.0
2025-03-31,range,-0.1657339050423598,1.0
2025-04-01,range,-0.26742697296903406,0.0
2025-04-02,range,-0.36912004089570827,0.0
