factor,reason
cross__cxt_bi_end_V230222__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_bi_end_V230222__di_1__daily_weekly_divergence,cross_year_direction
cross__cxt_bi_end_V230224__di_1__30m_daily_divergence,state_active_support
cross__cxt_bi_end_V230224__di_1__daily_weekly_divergence,state_active_support
cross__cxt_bi_end_V230312__di_1__30m_daily::看多,state_active_support
cross__cxt_bi_end_V230312__di_1__daily_weekly::看多,state_active_support
cross__cxt_bi_end_V230312__di_1__30m_daily::看空,state_active_support
cross__cxt_bi_end_V230312__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_bi_end_V230320__di_1__30m_daily::看多,state_active_support
cross__cxt_bi_end_V230320__di_1__daily_weekly::看多,state_active_support
cross__cxt_bi_end_V230320__di_1__30m_daily::看空,state_active_support
cross__cxt_bi_end_V230320__di_1__daily_weekly::看空,state_active_support
cross__cxt_bi_end_V230320__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_bi_end_V230320__di_1__daily_weekly_divergence,cross_year_direction
cross__cxt_bi_end_V230322__di_1__30m_daily::看多,state_active_support
cross__cxt_bi_end_V230322__di_1__daily_weekly::看多,state_active_support
cross__cxt_bi_end_V230322__di_1__30m_daily::看空,state_active_support
cross__cxt_bi_end_V230322__di_1__daily_weekly::看空,state_active_support
cross__cxt_bi_end_V230324__di_1__30m_daily::看多,state_active_support
cross__cxt_bi_end_V230324__di_1__daily_weekly::看多,state_active_support
cross__cxt_bi_end_V230324__di_1__all::看多,state_active_support
cross__cxt_bi_end_V230324__di_1__30m_daily::看空,state_active_support
cross__cxt_bi_end_V230324__di_1__daily_weekly::看空,state_active_support
cross__cxt_bi_end_V230618__di_1__30m_daily::看多,state_active_support
cross__cxt_bi_end_V230618__di_1__daily_weekly::看多,state_active_support
cross__cxt_bi_end_V230618__di_1__all::看多,state_active_support
cross__cxt_bi_end_V230618__di_1__30m_daily::看空,state_active_support
cross__cxt_bi_end_V230618__di_1__daily_weekly::看空,state_active_support
cross__cxt_bi_end_V230618__di_1__all::看空,state_active_support
cross__cxt_bi_end_V230618__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_bi_end_V230815__di_1__30m_daily_divergence,state_active_support
cross__cxt_bi_end_V230815__di_1__daily_weekly_divergence,state_active_support
cross__cxt_bi_status_V230101__di_1__30m_daily::向上,cross_year_direction
cross__cxt_bi_status_V230101__di_1__daily_weekly::向上,cross_year_direction
cross__cxt_bi_status_V230101__di_1__all::向上,state_active_support
cross__cxt_bi_status_V230101__di_1__30m_daily::向下,cross_year_direction
cross__cxt_bi_status_V230101__di_1__daily_weekly::向下,state_active_support
cross__cxt_bi_status_V230101__di_1__all::向下,state_active_support
cross__cxt_bi_status_V230101__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_bi_status_V230101__di_1__daily_weekly_divergence,state_influence
cross__cxt_bi_status_V230102__di_1__30m_daily::向上,state_active_support
cross__cxt_bi_status_V230102__di_1__daily_weekly::向上,state_active_support
cross__cxt_bi_status_V230102__di_1__all::向上,state_active_support
cross__cxt_bi_status_V230102__di_1__30m_daily::向下,state_active_support
cross__cxt_bi_status_V230102__di_1__daily_weekly::向下,state_active_support
cross__cxt_bi_status_V230102__di_1__all::向下,state_active_support
cross__cxt_bi_status_V230102__di_1__30m_daily_divergence,state_influence
cross__cxt_bi_stop_V230815__di_1__daily_weekly::向上,state_active_support
cross__cxt_bi_stop_V230815__di_1__all::向上,state_active_support
cross__cxt_bi_stop_V230815__di_1__daily_weekly::向下,minimum_absolute_effect
cross__cxt_bi_stop_V230815__di_1__all::向下,state_active_support
cross__cxt_bi_stop_V230815__di_1__daily_weekly_divergence,cross_year_direction
cross__cxt_bi_trend_V230824__di_1__30m_daily::向上,state_active_support
cross__cxt_bi_trend_V230824__di_1__daily_weekly::向上,state_active_support
cross__cxt_bi_trend_V230824__di_1__all::向上,state_active_support
cross__cxt_bi_trend_V230824__di_1__30m_daily::向下,state_active_support
cross__cxt_bi_trend_V230824__di_1__daily_weekly::向下,state_active_support
cross__cxt_bi_trend_V230824__di_1__all::向下,state_active_support
cross__cxt_bi_trend_V230824__di_1__30m_daily::横盘,cross_year_direction
cross__cxt_bi_trend_V230824__di_1__daily_weekly::横盘,state_active_support
cross__cxt_bi_trend_V230824__di_1__all::横盘,state_active_support
cross__cxt_bi_trend_V230824__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_bi_trend_V230824__di_1__daily_weekly_divergence,state_influence
cross__cxt_bi_trend_V230913__di_1__30m_daily::上升趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__daily_weekly::上升趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__all::上升趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__30m_daily::下降趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__daily_weekly::下降趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__all::下降趋势,state_active_support
cross__cxt_bi_trend_V230913__di_1__30m_daily::观望,minimum_absolute_effect
cross__cxt_bi_trend_V230913__di_1__daily_weekly::观望,minimum_absolute_effect
cross__cxt_bi_trend_V230913__di_1__all::观望,minimum_absolute_effect
cross__cxt_bi_trend_V230913__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_bi_zdf_V230601__di_1__daily_weekly::向上,state_active_support
cross__cxt_bi_zdf_V230601__di_1__all::向上,state_active_support
cross__cxt_bi_zdf_V230601__di_1__30m_daily::向下,cross_year_direction
cross__cxt_bi_zdf_V230601__di_1__daily_weekly::向下,state_active_support
cross__cxt_bi_zdf_V230601__di_1__all::向下,state_active_support
cross__cxt_bi_zdf_V230601__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_bi_zdf_V230601__di_1__daily_weekly_divergence,cross_year_direction
cross__cxt_bs_V240526__di_1__30m_daily_divergence,state_active_support
cross__cxt_bs_V240526__di_1__daily_weekly_divergence,state_active_support
cross__cxt_bs_V240527__di_1__30m_daily_divergence,state_active_support
cross__cxt_bs_V240527__di_1__daily_weekly_divergence,state_active_support
cross__cxt_decision_V240526__di_1__30m_daily::开多,state_active_support
cross__cxt_decision_V240526__di_1__daily_weekly::开多,state_active_support
cross__cxt_decision_V240526__di_1__all::开多,state_active_support
cross__cxt_decision_V240526__di_1__30m_daily::开空,state_active_support
cross__cxt_decision_V240526__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_decision_V240612__di_1__30m_daily::开多,state_active_support
cross__cxt_decision_V240612__di_1__daily_weekly::开多,state_active_support
cross__cxt_decision_V240612__di_1__all::开多,state_active_support
cross__cxt_decision_V240612__di_1__30m_daily::开空,state_active_support
cross__cxt_decision_V240612__di_1__daily_weekly::开空,state_active_support
cross__cxt_decision_V240612__di_1__all::开空,state_active_support
cross__cxt_decision_V240612__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_decision_V240613__di_1__daily_weekly::开多,state_active_support
cross__cxt_decision_V240613__di_1__30m_daily_divergence,state_active_support
cross__cxt_decision_V240613__di_1__daily_weekly_divergence,state_active_support
cross__cxt_decision_V240614__di_1__30m_daily::开多,state_active_support
cross__cxt_decision_V240614__di_1__daily_weekly::开多,state_active_support
cross__cxt_decision_V240614__di_1__daily_weekly::开空,state_active_support
cross__cxt_decision_V240614__di_1__daily_weekly_divergence,state_influence
cross__cxt_double_zs_V230311__di_1__30m_daily::看多,state_active_support
cross__cxt_double_zs_V230311__di_1__daily_weekly::看多,state_active_support
cross__cxt_double_zs_V230311__di_1__30m_daily::看空,state_active_support
cross__cxt_double_zs_V230311__di_1__daily_weekly::看空,state_active_support
cross__cxt_eleven_bi_V230622__di_1__daily_weekly_divergence,state_active_support
cross__cxt_first_buy_V221126__di_1__30m_daily::一买,state_active_support
cross__cxt_first_buy_V221126__di_1__30m_daily_divergence,state_influence
cross__cxt_first_sell_V221126__di_1__daily_weekly_divergence,state_active_support
cross__cxt_five_bi_V230619__di_1__30m_daily::上颈线突破,state_active_support
cross__cxt_five_bi_V230619__di_1__30m_daily::下颈线突破,state_active_support
cross__cxt_five_bi_V230619__di_1__daily_weekly::下颈线突破,state_active_support
cross__cxt_five_bi_V230619__di_1__all::下颈线突破,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::中底,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::中底,state_active_support
cross__cxt_fx_power_V221107__di_1__all::中底,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::中顶,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::中顶,state_active_support
cross__cxt_fx_power_V221107__di_1__all::中顶,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::弱底,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::弱底,state_active_support
cross__cxt_fx_power_V221107__di_1__all::弱底,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::弱顶,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::弱顶,state_active_support
cross__cxt_fx_power_V221107__di_1__all::弱顶,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::强底,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::强底,state_active_support
cross__cxt_fx_power_V221107__di_1__all::强底,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily::强顶,state_active_support
cross__cxt_fx_power_V221107__di_1__daily_weekly::强顶,state_active_support
cross__cxt_fx_power_V221107__di_1__all::强顶,state_active_support
cross__cxt_fx_power_V221107__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_fx_power_V221107__di_1__daily_weekly_divergence,minimum_absolute_effect
cross__cxt_nine_bi_V230621__di_1__daily_weekly_divergence,state_active_support
cross__cxt_overlap_V240526__di_1__30m_daily::顶重合0次,cross_year_direction
cross__cxt_overlap_V240526__di_1__daily_weekly::顶重合0次,state_active_support
cross__cxt_overlap_V240526__di_1__all::顶重合0次,state_active_support
cross__cxt_overlap_V240526__di_1__30m_daily::顶重合1次,state_active_support
cross__cxt_overlap_V240526__di_1__daily_weekly::顶重合1次,state_active_support
cross__cxt_overlap_V240526__di_1__all::顶重合1次,state_active_support
cross__cxt_overlap_V240526__di_1__30m_daily::顶重合2次,state_active_support
cross__cxt_overlap_V240526__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_overlap_V240612__di_1__30m_daily::支撑,state_active_support
cross__cxt_overlap_V240612__di_1__daily_weekly::支撑,state_active_support
cross__cxt_overlap_V240612__di_1__30m_daily_divergence,state_active_support
cross__cxt_overlap_V240612__di_1__daily_weekly_divergence,state_active_support
cross__cxt_range_oscillation_V230620__di_1__30m_daily::2笔震荡,state_active_support
cross__cxt_range_oscillation_V230620__di_1__daily_weekly::2笔震荡,state_active_support
cross__cxt_range_oscillation_V230620__di_1__all::2笔震荡,state_active_support
cross__cxt_range_oscillation_V230620__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_second_bs_V230320__di_1__30m_daily::二买,state_active_support
cross__cxt_second_bs_V230320__di_1__daily_weekly::二买,state_active_support
cross__cxt_second_bs_V230320__di_1__all::二买,state_active_support
cross__cxt_second_bs_V230320__di_1__30m_daily::二卖,state_active_support
cross__cxt_second_bs_V230320__di_1__daily_weekly::二卖,state_active_support
cross__cxt_second_bs_V230320__di_1__all::二卖,state_active_support
cross__cxt_second_bs_V230320__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_second_bs_V240524__di_1__30m_daily::二买,state_active_support
cross__cxt_second_bs_V240524__di_1__30m_daily_divergence,minimum_absolute_effect
cross__cxt_second_bs_V240524__di_1__daily_weekly_divergence,state_active_support
cross__cxt_seven_bi_V230620__di_1__30m_daily::aAb式底背驰,state_active_support
cross__cxt_third_bs_V230318__di_1__30m_daily::三卖,state_active_support
cross__cxt_third_bs_V230318__di_1__daily_weekly::三卖,state_active_support
cross__cxt_third_bs_V230318__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_third_bs_V230318__di_1__daily_weekly_divergence,state_active_support
cross__cxt_third_bs_V230319__di_1__30m_daily::三买,state_active_support
cross__cxt_third_bs_V230319__di_1__daily_weekly::三买,state_active_support
cross__cxt_third_bs_V230319__di_1__30m_daily::三卖,state_active_support
cross__cxt_third_bs_V230319__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_third_bs_V230319__di_1__daily_weekly_divergence,cross_year_direction
cross__cxt_third_buy_V230228__di_1__daily_weekly_divergence,state_active_support
cross__cxt_three_bi_V230618__di_1__daily_weekly::向上不重合,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向上奔走型,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向上收敛,state_active_support
cross__cxt_three_bi_V230618__di_1__daily_weekly::向上收敛,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向下不重合,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向下奔走型,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向下扩张,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向下收敛,state_active_support
cross__cxt_three_bi_V230618__di_1__daily_weekly::向下收敛,state_active_support
cross__cxt_three_bi_V230618__di_1__all::向下收敛,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily::向下盘背,state_active_support
cross__cxt_three_bi_V230618__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_ubi_end_V230816__di_1__30m_daily::新低,state_active_support
cross__cxt_ubi_end_V230816__di_1__daily_weekly::新低,state_active_support
cross__cxt_ubi_end_V230816__di_1__all::新低,state_active_support
cross__cxt_ubi_end_V230816__di_1__30m_daily::新高,state_active_support
cross__cxt_ubi_end_V230816__di_1__daily_weekly::新高,state_active_support
cross__cxt_ubi_end_V230816__di_1__all::新高,state_active_support
cross__cxt_ubi_end_V230816__di_1__30m_daily_divergence,cross_year_direction
cross__cxt_ubi_end_V230816__di_1__daily_weekly_divergence,minimum_absolute_effect
cross__zdy_bi_end_V230406__di_1__30m_daily::看多,state_active_support
cross__zdy_bi_end_V230406__di_1__daily_weekly::看多,state_active_support
cross__zdy_bi_end_V230406__di_1__daily_weekly::看空,state_active_support
cross__zdy_bi_end_V230406__di_1__30m_daily_divergence,cross_year_direction
cross__zdy_bi_end_V230407__di_1__30m_daily::看多,state_active_support
cross__zdy_bi_end_V230407__di_1__daily_weekly::看空,state_active_support
cross__zdy_bi_end_V230407__di_1__30m_daily_divergence,cross_year_direction
cross__zdy_zs_V230423__di_1__30m_daily::下跌,state_active_support
cross__zdy_zs_V230423__di_1__daily_weekly::下跌,state_active_support
cross__zdy_zs_V230423__di_1__daily_weekly_divergence,state_influence
cross__zdy_zs_space_V230421__di_1__daily_weekly_divergence,state_active_support
