rank,candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,continuous_quality_pass,annual_double_wins,pass,maximin_improvement,drawdown_relative_improvement,calmar_relative_improvement,win_loss_relative_improvement,weight_shift,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end
429,11,0.5,0.5,1.0,0.75,False,0,False,,,,,0.46043026760675654,0.9819079398342354,0.15284211089759592,-0.25877287245378555,0.5906419380373501,3.7707688716610677,64,22,42,True,0.8485337032844098,0.5074257425742574,129,2021-01-04,2025-12-31
430,290,1.0,0.75,1.25,0.5,False,0,False,,,,,0.4610048183835479,0.991214675091802,0.15396561709020418,-0.2009196847698015,0.7663042935121379,3.599417844506792,66,24,42,True,0.8661696440781058,0.4933993399339934,133,2021-01-04,2025-12-31
431,386,1.25,0.5,1.0,0.75,False,0,False,,,,,0.4610048183835479,0.6163801122539312,0.10499555076305667,-0.28110893504165946,0.3735048505217262,3.286137468930104,68,23,45,True,0.6429474930048661,0.5041254125412541,137,2021-01-04,2025-12-31
432,123,0.5,1.5,1.5,1.25,False,0,False,,,,,0.4613893125444977,0.5345706049327592,0.09312679092933229,-0.40027816490944834,0.232655186051429,3.4342247125212846,72,22,50,True,0.571868767969099,0.6097359735973598,145,2021-01-04,2025-12-31
433,579,1.5,1.25,0.5,1.5,False,0,False,,,,,0.4613893125444977,0.22618460682031882,0.0433081609219681,-0.455447767637304,0.09508919353504565,2.8577006728348517,57,18,39,True,0.3478923218716631,0.6625412541254125,115,2021-01-04,2025-12-31
434,445,1.25,1.0,1.5,0.5,False,0,False,,,,,0.461483690253885,0.9640818415904719,0.15067843017184268,-0.23238345950156936,0.6484042818496086,3.569193408184452,67,24,43,True,0.8504609805888009,0.49587458745874585,135,2021-01-04,2025-12-31
435,517,1.5,0.5,1.25,1.0,False,0,False,,,,,0.461483690253885,0.5527184243122354,0.09580214660850195,-0.3127739869920947,0.3062983195304005,3.134507267282328,71,24,47,True,0.6006226197116378,0.504950495049505,143,2021-01-04,2025-12-31
436,6,0.5,0.5,0.75,0.75,False,0,False,,,,,0.46152619344324264,0.9873033249716408,0.1534939478877808,-0.3047623921365382,0.5036512110687633,4.347672841705796,66,21,45,True,0.8487997852552379,0.528052805280528,133,2021-01-04,2025-12-31
437,150,0.75,0.75,0.5,0.5,False,0,False,,,,,0.46152619344324264,0.9003009366011661,0.14280720711691508,-0.27513279298876436,0.5190482950636383,4.713239848655769,63,19,44,True,0.808937671563668,0.5346534653465347,127,2021-01-04,2025-12-31
438,165,0.75,0.75,1.25,0.5,False,0,False,,,,,0.462100744220034,1.0302619298967244,0.15863453770665537,-0.23238345950156936,0.6826412604705373,3.7279099914149527,67,24,43,True,0.8835620817889305,0.5008250825082509,135,2021-01-04,2025-12-31
439,381,1.25,0.5,0.75,0.75,False,0,False,,,,,0.462100744220034,0.6207804141341406,0.1056203344755604,-0.3308238826148543,0.3192645393093454,3.742881949888547,70,22,48,True,0.6441228967935527,0.5247524752475248,141,2021-01-04,2025-12-31
440,210,0.75,1.25,1.0,0.5,False,0,False,,,,,0.4621601850531039,0.5339028075115708,0.09302786703995869,-0.3800875853401997,0.24475376367974117,3.2473141658500713,69,22,47,True,0.5787336795231636,0.5503300330033003,139,2021-01-04,2025-12-31
441,258,1.0,0.5,0.75,1.25,False,0,False,,,,,0.4621601850531039,0.34457691004922575,0.06349543483652953,-0.3655966404582677,0.17367619887573185,3.4389326637209723,68,20,48,True,0.44378306774301873,0.5957095709570958,137,2021-01-04,2025-12-31
442,97,0.5,1.25,1.5,1.0,False,0,False,,,,,0.4629013012328397,0.5763346129232156,0.09924681092440846,-0.3831235515668583,0.2590464890986715,3.1527655130035668,66,22,44,True,0.6027792168729867,0.570957095709571,133,2021-01-04,2025-12-31
443,553,1.5,1.0,0.5,1.25,False,0,False,,,,,0.4629013012328397,0.2200001610480371,0.04221187282030425,-0.41388754361248004,0.10198874904973446,2.835637198878457,56,18,38,True,0.34378050884100503,0.6435643564356436,113,2021-01-04,2025-12-31
444,111,0.5,1.5,1.0,0.75,False,0,False,,,,,0.465482006959263,0.566489120384204,0.0978157466946532,-0.40381079860316127,0.24223162687330732,3.2962047856644965,69,22,47,True,0.5931419921639751,0.5998349834983498,139,2021-01-04,2025-12-31
445,279,1.0,0.75,0.5,1.5,False,0,False,,,,,0.465482006959263,0.37298123474605327,0.06812808152181282,-0.39329747844783813,0.17322277729997815,2.845600921189788,53,18,35,True,0.46053588756716834,0.6501650165016502,107,2021-01-04,2025-12-31
446,106,0.5,1.5,0.75,0.75,False,0,False,,,,,0.4665779327957491,0.5707536030819875,0.09843647082099993,-0.44504029266130063,0.22118552509562395,3.7636829881451255,71,21,50,True,0.5946187869494912,0.6204620462046204,143,2021-01-04,2025-12-31
447,154,0.75,0.75,0.5,1.5,False,0,False,,,,,0.4665779327957491,0.40857574991656875,0.07382744260395668,-0.4171863806063326,0.1769651312601743,2.943819591152791,53,18,35,True,0.4851501553138459,0.6551155115511551,107,2021-01-04,2025-12-31
448,266,1.0,0.5,1.25,0.75,False,0,False,,,,,0.469390090475204,0.7954961379805023,0.12940638185017828,-0.2073914424169282,0.6239716564101372,3.758726452704634,66,22,44,True,0.7538210008943349,0.4966996699669967,133,2021-01-04,2025-12-31
449,410,1.25,0.75,1.0,0.5,False,0,False,,,,,0.469390090475204,0.8327526639810516,0.13423948770942662,-0.22528090388597422,0.5958760169808793,3.8006997282322352,66,22,44,True,0.774557074899023,0.5024752475247525,133,2021-01-04,2025-12-31
450,34,0.5,0.75,0.75,1.5,False,0,False,,,,,0.4697048673036067,0.384535920770924,0.06999090691427345,-0.43602804137943363,0.16051927920242873,3.0318217837543213,65,21,44,True,0.4685737520148639,0.6344884488448845,131,2021-01-04,2025-12-31
451,226,0.75,1.5,0.5,0.75,False,0,False,,,,,0.4697048673036067,0.33689606646631676,0.06222941181611241,-0.4634923343927023,0.1342620086643923,2.9297543601525042,68,22,46,True,0.4353084798664984,0.6311881188118812,137,2021-01-04,2025-12-31
452,19,0.5,0.5,1.25,1.5,False,0,False,,,,,0.4717486709228481,0.7318258514242133,0.12095966528640689,-0.31897169034995076,0.3792175573753878,4.182383628495513,71,21,50,True,0.7011870665697716,0.5684818481848185,143,2021-01-04,2025-12-31
453,475,1.25,1.5,0.5,0.5,False,0,False,,,,,0.4717486709228481,0.7104970003896984,0.11807510289436896,-0.36028978318247995,0.327722595549056,4.537988338327278,65,18,47,True,0.6894964675487913,0.5668316831683168,131,2021-01-04,2025-12-31
454,345,1.0,1.25,1.5,0.5,False,0,False,,,,,0.4718021208042837,0.8910356955261414,0.14164643898830986,-0.25475430751091654,0.5560119488155864,3.6808618702482483,69,23,46,True,0.7973248845085973,0.5206270627062707,139,2021-01-04,2025-12-31
455,513,1.5,0.5,1.0,1.25,False,0,False,,,,,0.4718021208042837,0.48745099080763254,0.08606149244391847,-0.37122582664888315,0.23183056313945014,3.5695325141948593,76,23,53,True,0.5520963420445402,0.5552805280528053,153,2021-01-04,2025-12-31
456,394,1.25,0.5,1.25,1.5,False,0,False,,,,,0.4723232216996395,0.412421237064853,0.07443632655118293,-0.3749829596473102,0.19850589109754196,3.5827918452694116,75,22,53,True,0.4968462159880972,0.5651815181518152,151,2021-01-04,2025-12-31
457,490,1.25,1.5,1.25,0.5,False,0,False,,,,,0.4723232216996395,0.7758699953537678,0.12682835782483526,-0.2990173146852716,0.4241505477979678,3.524577062618752,70,23,47,True,0.7308532628907803,0.5338283828382838,141,2021-01-04,2025-12-31
458,272,1.0,0.5,1.5,1.0,False,0,False,,,,,0.47316815052327127,0.7633517058427417,0.12517218609223035,-0.2073914424169282,0.6035552124691392,3.712713171717665,66,22,44,True,0.7345625674253252,0.49834983498349833,133,2021-01-04,2025-12-31
459,560,1.5,1.0,1.0,0.5,False,0,False,,,,,0.47316815052327127,0.709860863234453,0.11798863371864199,-0.275391946898375,0.42843893965491336,3.6653158428516974,68,22,46,True,0.7019041791968149,0.504950495049505,137,2021-01-04,2025-12-31
460,119,0.5,1.5,1.25,1.5,False,0,False,,,,,0.4768004102753546,0.24291575555793732,0.04625221797893153,-0.5293409136758047,0.08737699426585178,3.860810622041768,74,19,55,True,0.36113079247880936,0.6633663366336634,149,2021-01-04,2025-12-31
461,479,1.25,1.5,0.5,1.5,False,0,False,,,,,0.4768004102753546,0.19876920590642544,0.03841454776645925,-0.5296394057401543,0.07252962553414267,2.875825333396491,54,17,37,True,0.3254398996979221,0.6922442244224423,109,2021-01-04,2025-12-31
462,195,0.75,1.0,1.5,0.5,False,0,False,,,,,0.47713933578689804,0.8086314453383949,0.13111935004316,-0.295518019680989,0.44369324816369243,3.1630544632319406,70,25,45,True,0.7495840398938504,0.5239273927392739,141,2021-01-04,2025-12-31
463,507,1.5,0.5,0.75,1.0,False,0,False,,,,,0.47713933578689804,0.5371345803382246,0.09350628784913506,-0.36022463157839046,0.25957771804615376,3.5501919659290686,74,23,51,True,0.5859477306471133,0.5585808580858086,149,2021-01-04,2025-12-31
464,89,0.5,1.25,1.0,1.5,False,0,False,,,,,0.47894223380919027,0.16459855355763464,0.03218945410403751,-0.5424822352357417,0.05933734233720893,3.7892827414451347,71,18,53,True,0.29733843691502165,0.665016501650165,143,2021-01-04,2025-12-31
465,353,1.0,1.5,0.5,1.25,False,0,False,,,,,0.47894223380919027,0.1612715738616548,0.03157565936636808,-0.5151948629691484,0.06128876981496405,2.4605388957837766,52,18,34,True,0.2947216151015433,0.6922442244224423,105,2021-01-04,2025-12-31
466,130,0.75,0.5,0.75,0.5,False,0,False,,,,,0.48711043056921244,0.8771384319908393,0.13989688698836789,-0.20792032203072897,0.6728389299420777,3.953812767580054,63,21,42,True,0.8016410001487388,0.49422442244224424,127,2021-01-04,2025-12-31
467,28,0.5,0.75,0.5,1.25,False,0,False,,,,,0.4885332650072447,0.2733454623981544,0.051527188540350766,-0.49125991060064345,0.1048878351936973,2.293701936279525,53,20,33,True,0.3847685458110298,0.66996699669967,107,2021-01-04,2025-12-31
468,76,0.5,1.25,0.5,0.75,False,0,False,,,,,0.4885332650072447,0.2992418265526384,0.05593822946715288,-0.5161462664617037,0.10837670075698069,3.1305291240372024,65,20,45,True,0.40547787057650475,0.6468646864686468,131,2021-01-04,2025-12-31
469,264,1.0,0.5,1.0,1.5,False,0,False,,,,,0.48920908309962186,0.4269034897313093,0.07671768793118239,-0.3401519841077598,0.2255394397666612,4.081765142651234,74,20,54,True,0.5052652366583493,0.5899339933993399,149,2021-01-04,2025-12-31
470,360,1.0,1.5,1.0,0.5,False,0,False,,,,,0.48920908309962186,0.7131112189657298,0.11843018253080584,-0.3333786215830964,0.3552422826887431,3.5177160355943418,68,22,46,True,0.6898237077973269,0.5495049504950495,137,2021-01-04,2025-12-31
471,55,0.5,1.0,0.75,0.5,False,0,False,,,,,0.48925692070757276,0.5686687848111494,0.0981331785004409,-0.35519635679363437,0.27627867410097146,3.317249601282115,69,22,47,True,0.6021517133728795,0.5470297029702971,139,2021-01-04,2025-12-31
472,127,0.75,0.5,0.5,1.0,False,0,False,,,,,0.48925692070757276,0.4349856135286998,0.07798288637880191,-0.340830944883843,0.22880224800415022,3.569235951428346,63,19,44,True,0.5111903692094474,0.5874587458745875,127,2021-01-04,2025-12-31
473,523,1.5,0.5,1.5,1.25,False,0,False,,,,,0.4903461794463021,0.5641392005568713,0.09747312787755558,-0.2939402526225311,0.33160864157903386,3.207635329002379,72,24,48,True,0.6076765070690169,0.5132013201320133,145,2021-01-04,2025-12-31
474,595,1.5,1.25,1.5,0.5,False,0,False,,,,,0.4903461794463021,0.707397766341989,0.11765358809982174,-0.23718511158474798,0.49604120306591526,3.387882931230406,72,24,48,True,0.6967444292021766,0.5099009900990099,145,2021-01-04,2025-12-31
475,52,0.5,1.0,0.5,1.0,False,0,False,,,,,0.49140341084593303,0.17078779598936977,0.03332762228574815,-0.5193131232826624,0.06417635293920332,3.224302159440076,67,19,48,True,0.3025155426476175,0.6402640264026402,135,2021-01-04,2025-12-31
476,24,0.5,0.5,1.5,1.5,False,0,False,,,,,0.4930710554526968,0.9071930909022736,0.14366776599214504,-0.2766121129690703,0.519383494996148,4.394661119221102,66,20,46,True,0.8035124010390449,0.5363036303630363,133,2021-01-04,2025-12-31
477,600,1.5,1.5,0.5,0.5,False,0,False,,,,,0.4930710554526968,0.8216966983149685,0.13281343499356213,-0.2878602062712594,0.4613817127206808,4.787756109009091,64,18,46,True,0.7588654442831108,0.5536303630363036,129,2021-01-04,2025-12-31
478,399,1.25,0.5,1.5,1.5,False,0,False,,,,,0.49364560622948817,0.555445094296549,0.09620196991980001,-0.33610725167741096,0.286224023551068,3.776777661286202,70,21,49,True,0.5991903247614971,0.533003300330033,141,2021-01-04,2025-12-31
479,615,1.5,1.5,1.25,0.5,False,0,False,,,,,0.49364560622948817,0.8802376518889736,0.14028794014114676,-0.23438439985749937,0.5985378729405147,3.9385071478669804,69,22,47,True,0.795069923903963,0.5222772277227723,139,2021-01-04,2025-12-31
480,295,1.0,0.75,1.5,0.5,False,0,False,,,,,0.4944388738610674,0.991214675091802,0.15396561709020418,-0.2009196847698015,0.7663042935121379,3.599417844506792,66,24,42,True,0.8661495002268038,0.49257425742574257,133,2021-01-04,2025-12-31
481,511,1.5,0.5,1.0,0.75,False,0,False,,,,,0.4944388738610674,0.5966727321393905,0.10218072720907623,-0.29809926486357063,0.34277416704076974,3.0925099387659247,69,24,45,True,0.6303599439061321,0.5033003300330033,139,2021-01-04,2025-12-31
482,170,0.75,0.75,1.5,0.5,False,0,False,,,,,0.4955347996975535,1.0302619298967244,0.15863453770665537,-0.23238345950156936,0.6826412604705373,3.7279099914149527,67,24,43,True,0.8835416091517388,0.5,135,2021-01-04,2025-12-31
483,506,1.5,0.5,0.75,0.75,False,0,False,,,,,0.4955347996975535,0.601019384249277,0.10280391937136124,-0.3466392453276721,0.2965732263644368,3.5175492628470213,71,23,48,True,0.6315929950156413,0.5239273927392739,143,2021-01-04,2025-12-31
484,146,0.75,0.5,1.5,0.75,False,0,False,,,,,0.495787666895001,0.8654179171697147,0.13841337695984102,-0.19994404548303057,0.692260560325555,4.014763818847368,64,21,43,True,0.796344754109974,0.4884488448844885,129,2021-01-04,2025-12-31
485,530,1.5,0.75,0.75,0.5,False,0,False,,,,,0.495787666895001,0.8127464317776578,0.13165395589796036,-0.2567065136055834,0.5128578704482739,3.753138333438655,66,22,44,True,0.7618364545569187,0.5066006600660066,133,2021-01-04,2025-12-31
486,71,0.5,1.0,1.5,0.75,False,0,False,,,,,0.4979341570333613,0.5588742989978099,0.09670402152882485,-0.370594469504241,0.26094296997521216,3.3685717049822834,70,22,48,True,0.5964719847489256,0.5412541254125413,141,2021-01-04,2025-12-31
487,527,1.5,0.75,0.5,1.0,False,0,False,,,,,0.4979341570333613,0.38576090406800767,0.07018767371484347,-0.3698386406116393,0.18977917937067654,3.4058028910785048,66,20,46,True,0.47436784838985724,0.5998349834983498,133,2021-01-04,2025-12-31
488,124,0.5,1.5,1.5,1.5,False,0,False,,,,,0.4981227948052033,0.4525523184683866,0.08071348091313624,-0.46946729882837257,0.1719256721704985,3.7675154712177776,71,20,51,True,0.5156224614818564,0.6311881188118812,143,2021-01-04,2025-12-31
489,604,1.5,1.5,0.5,1.5,False,0,False,,,,,0.4981227948052033,0.350311281506303,0.06443689387941709,-0.44619424880792535,0.14441444292832076,3.1432905825747874,54,17,37,True,0.44190227092624607,0.6740924092409241,109,2021-01-04,2025-12-31
490,35,0.5,0.75,1.0,0.5,False,0,False,,,,,0.49880011429767634,0.8434392191614357,0.13561143045060864,-0.3143760965005268,0.4313668626850623,3.2668775041317573,68,24,44,True,0.7697693163618244,0.5288778877887789,137,2021-01-04,2025-12-31
491,251,1.0,0.5,0.5,0.75,False,0,False,,,,,0.49880011429767634,0.48821834011609155,0.08617796244109677,-0.3476084082333891,0.24791679487578933,3.4469008476170506,67,21,46,True,0.5499281761253748,0.5717821782178217,135,2021-01-04,2025-12-31
492,8,0.5,0.5,0.75,1.25,False,0,False,,,,,0.5011681524195464,0.5491563794103029,0.09527899003306972,-0.3650854237048511,0.26097725038208286,3.5592555226934715,68,21,47,True,0.5847903433837843,0.5957095709570958,137,2021-01-04,2025-12-31
493,200,0.75,1.25,0.5,0.5,False,0,False,,,,,0.5011681524195464,0.522372454165916,0.09131441980126676,-0.4043515572064965,0.22582927695919272,3.639176595277997,67,20,47,True,0.5698725344353037,0.5734323432343235,135,2021-01-04,2025-12-31
494,215,0.75,1.25,1.25,0.5,False,0,False,,,,,0.5017427031963377,0.5805555709775558,0.09985816905486034,-0.3472993959512879,0.2875276208913027,3.1120520751125995,72,24,48,True,0.6102510492488178,0.5404290429042904,145,2021-01-04,2025-12-31
495,383,1.25,0.5,0.75,1.25,False,0,False,,,,,0.5017427031963377,0.2634419147942606,0.04982147979351703,-0.42266700421967196,0.11787406941191796,3.0630288321477708,72,22,50,True,0.38062765906160767,0.5924092409240924,145,2021-01-04,2025-12-31
496,546,1.5,0.75,1.5,0.75,False,0,False,,,,,0.5044649032207895,0.8014279690268546,0.13018117356864622,-0.2395427180418186,0.5434570277603664,3.8089073846557113,67,22,45,True,0.7564585088698416,0.5008250825082509,135,2021-01-04,2025-12-31
497,134,0.75,0.5,0.75,1.5,False,0,False,,,,,0.5056139416629492,0.3864268185292563,0.070294580524916,-0.31957885030274324,0.2199600519819274,3.633558564485081,62,18,44,True,0.4742556874017319,0.5981848184818482,125,2021-01-04,2025-12-31
498,230,0.75,1.5,0.75,0.5,False,0,False,,,,,0.5056139416629492,0.6119542945485728,0.10436578370811156,-0.32688302298616523,0.31927563185968416,2.9672354267126773,69,24,45,True,0.6283519876830581,0.5627062706270627,139,2021-01-04,2025-12-31
499,495,1.25,1.5,1.5,0.5,False,0,False,,,,,0.505757277177159,0.7758699953537678,0.12682835782483526,-0.2990173146852716,0.4241505477979678,3.524577062618752,70,23,47,True,0.7308390056963474,0.533003300330033,141,2021-01-04,2025-12-31
500,519,1.5,0.5,1.25,1.5,False,0,False,,,,,0.505757277177159,0.39520058334011,0.07169934840032988,-0.3897546631466746,0.18396020671431346,3.3798122456986905,76,23,53,True,0.4843391864473392,0.5643564356435643,153,2021-01-04,2025-12-31
501,108,0.5,1.5,0.75,1.25,False,0,False,,,,,0.5062198917720528,0.15612616777201094,0.03062363445115479,-0.5484970264998464,0.05583190604801458,3.4112669332211363,70,19,51,True,0.2903349060123684,0.6897689768976898,141,2021-01-04,2025-12-31
502,204,0.75,1.25,0.5,1.5,False,0,False,,,,,0.5062198917720528,0.120095015602117,0.023861259124096534,-0.5365679165332143,0.04447015631919447,2.239184013934531,53,19,34,True,0.2600546271777139,0.6996699669966997,107,2021-01-04,2025-12-31
503,59,0.5,1.0,0.75,1.5,False,0,False,,,,,0.5077604318013095,0.13116924926854545,0.0259578032396508,-0.503815425251176,0.05152244639335844,3.31960094611279,66,18,48,True,0.2685744040399719,0.650990099009901,133,2021-01-04,2025-12-31
504,227,0.75,1.5,0.5,1.0,False,0,False,,,,,0.5077604318013095,0.20938580018202035,0.040320010379400806,-0.4940476917694653,0.08161157526106834,3.0074552409668556,66,20,46,True,0.33466014169859004,0.6542904290429042,133,2021-01-04,2025-12-31
505,16,0.5,0.5,1.25,0.75,False,0,False,,,,,0.5083980578416465,1.0686836696141246,0.16315974730997196,-0.24241105003751828,0.6730705852093768,3.813085718269335,66,23,43,True,0.8955496958072293,0.4966996699669967,133,2021-01-04,2025-12-31
506,391,1.25,0.5,1.25,0.75,False,0,False,,,,,0.5089726086184378,0.6871515951383813,0.11488497293309674,-0.24827341759062405,0.4627356969908458,3.332238994236468,70,24,46,True,0.689881093780483,0.4933993399339934,141,2021-01-04,2025-12-31
507,415,1.25,0.75,1.25,0.5,False,0,False,,,,,0.5089726086184378,0.9548291281553107,0.14954922403920334,-0.2073914424169282,0.7210964073366052,3.4705469025175604,68,25,43,True,0.8452054810288024,0.4900990099009901,137,2021-01-04,2025-12-31
508,22,0.5,0.5,1.5,1.0,False,0,False,,,,,0.5121761178897137,1.0316484121018528,0.15879900865378804,-0.25597402356625854,0.6203715769334037,3.7724208366196437,66,23,43,True,0.8764592066186112,0.49834983498349833,133,2021-01-04,2025-12-31
509,550,1.5,1.0,0.5,0.5,False,0,False,,,,,0.5121761178897137,0.7070098433029555,0.11760078552704178,-0.2999456142979029,0.39207369576753304,4.133530114089794,66,20,46,True,0.6983687139042761,0.5264026402640264,133,2021-01-04,2025-12-31
510,397,1.25,0.5,1.5,1.0,False,0,False,,,,,0.5127506686665051,0.6569468351231171,0.11070521859590299,-0.2617314382475694,0.4229725681298856,3.291372572931501,70,24,46,True,0.6705723597137377,0.49504950495049505,141,2021-01-04,2025-12-31
511,565,1.5,1.0,1.25,0.5,False,0,False,,,,,0.5127506686665051,0.823751718512328,0.13307901929187316,-0.25865962687277677,0.5144947470187484,3.3399008225697746,70,25,45,True,0.7722473582046527,0.49257425742574257,141,2021-01-04,2025-12-31
512,116,0.5,1.5,1.25,0.75,False,0,False,,,,,0.513449797194153,0.6260853682937957,0.1063717828769215,-0.38000772527628346,0.27992005372939255,3.4226731012853273,73,23,50,True,0.6315461261803572,0.5915841584158416,147,2021-01-04,2025-12-31
513,404,1.25,0.75,0.5,1.5,False,0,False,,,,,0.513449797194153,0.3478926926693562,0.06404020111450315,-0.39287036217244,0.1630059360049013,2.730042136849404,55,19,36,True,0.44193066992630664,0.6468646864686468,111,2021-01-04,2025-12-31
514,246,0.75,1.5,1.5,0.75,False,0,False,,,,,0.5142911779887377,0.601889541796059,0.10292851536042691,-0.3409586541981091,0.3018797560733618,3.0157616722037837,70,24,46,True,0.6227562947429637,0.556930693069307,141,2021-01-04,2025-12-31
515,534,1.5,0.75,0.75,1.5,False,0,False,,,,,0.5142911779887377,0.3388678348800771,0.06255496427154372,-0.3495217754506752,0.17897301016763556,3.4653829565810805,65,19,46,True,0.43800664440845755,0.6105610561056105,131,2021-01-04,2025-12-31
516,122,0.5,1.5,1.5,1.0,False,0,False,,,,,0.5172278572422202,0.5964037742024784,0.10214212179947157,-0.3913246950965156,0.26101629434421314,3.3264928194286743,72,23,49,True,0.6130952675097906,0.5915841584158416,145,2021-01-04,2025-12-31
517,554,1.5,1.0,0.5,1.5,False,0,False,,,,,0.5172278572422202,0.2575122701111312,0.0487951297375957,-0.43358030407872616,0.1125400053428992,2.7092951169365107,57,19,38,True,0.373293553487817,0.6493399339933993,115,2021-01-04,2025-12-31
518,234,0.75,1.5,0.75,1.5,False,0,False,,,,,0.5241174527566859,0.16846112707546124,0.0329003207657903,-0.47773541766529626,0.068867242304485,3.0847550056400723,65,19,46,True,0.3006039908396001,0.665016501650165,131,2021-01-04,2025-12-31
519,80,0.5,1.25,0.75,0.5,False,0,False,,,,,0.5244423393665871,0.6373942199745626,0.1079672259122546,-0.36356224394349,0.2969704024850182,3.235015214986028,66,22,44,True,0.6404050824847687,0.5750825082508251,133,2021-01-04,2025-12-31
520,128,0.75,0.5,0.5,1.25,False,0,False,,,,,0.5244423393665871,0.30980866457431655,0.0577181357708616,-0.3694999191526075,0.1562060849789344,2.972009066806476,52,17,35,True,0.41527439729472687,0.6303630363036303,105,2021-01-04,2025-12-31
521,53,0.5,1.0,0.5,1.25,False,0,False,,,,,0.5265888295049475,0.07335557316872898,0.014827522435625795,-0.5381980973159386,0.027550306308350977,2.4355271332046677,54,18,36,True,0.2177493360872892,0.6864686468646864,109,2021-01-04,2025-12-31
522,77,0.5,1.25,0.5,1.0,False,0,False,,,,,0.5265888295049475,0.170285108696675,0.033235358867370834,-0.5456587040886227,0.06090869369138285,3.1771968714073804,62,18,44,True,0.30212566869934715,0.66996699669967,125,2021-01-04,2025-12-31
523,524,1.5,0.5,1.5,1.5,False,0,False,,,,,0.5270796617070077,0.5364806517819352,0.09340954679853075,-0.351797746816657,0.2655205942726293,3.5481828486340845,71,22,49,True,0.586683401728909,0.5321782178217822,143,2021-01-04,2025-12-31
524,620,1.5,1.5,1.5,0.5,False,0,False,,,,,0.5270796617070077,0.8802376518889736,0.14028794014114676,-0.23438439985749937,0.5985378729405147,3.9385071478669804,69,22,47,True,0.7950531174080991,0.5214521452145214,139,2021-01-04,2025-12-31
525,14,0.5,0.5,1.0,1.5,False,0,False,,,,,0.5282170504660644,0.6440090763117117,0.1088964025212571,-0.3396202634676354,0.32064165256038835,4.225123700558435,74,21,53,True,0.6461184154157943,0.5899339933993399,149,2021-01-04,2025-12-31
526,350,1.0,1.5,0.5,0.5,False,0,False,,,,,0.5282170504660644,0.7002337552970093,0.11667691423297488,-0.3594708274961782,0.3245796468260428,3.9521708444085335,66,20,46,True,0.6805487394396117,0.5726072607260726,133,2021-01-04,2025-12-31
527,365,1.0,1.5,1.25,0.5,False,0,False,,,,,0.5287916012428557,0.7652145022363219,0.12541922293830687,-0.2981199181125015,0.4207005816061489,3.1511254704647786,71,25,46,True,0.7215055359033083,0.5396039603960396,143,2021-01-04,2025-12-31
528,389,1.25,0.5,1.0,1.5,False,0,False,,,,,0.5287916012428557,0.34080071122650524,0.06287372699208316,-0.39951132659518585,0.15737658185544118,3.6076820030443506,78,22,56,True,0.44209806140501356,0.5866336633663366,157,2021-01-04,2025-12-31
529,96,0.5,1.25,1.5,0.75,False,0,False,,,,,0.5331195756923757,0.627170624902311,0.10652527049533744,-0.37876057665189844,0.28124698572639456,3.2898020742425933,67,22,45,True,0.6348839587691368,0.5693069306930693,135,2021-01-04,2025-12-31
530,528,1.5,0.75,0.5,1.25,False,0,False,,,,,0.5331195756923757,0.2648779347085142,0.05006946350431263,-0.39724599485142764,0.12604145580634213,2.857065635605586,55,18,37,True,0.37976220266588584,0.6427392739273927,111,2021-01-04,2025-12-31
531,114,0.5,1.5,1.0,1.5,False,0,False,,,,,0.5332687898185708,0.18298355434910052,0.035556479976638355,-0.5472029583120327,0.06497859603376432,3.8665131886400816,76,19,57,True,0.31266672190474043,0.6823432343234324,153,2021-01-04,2025-12-31
532,354,1.0,1.5,0.5,1.5,False,0,False,,,,,0.5332687898185708,0.221570832397604,0.042490714730280876,-0.5171821511566014,0.08215812288814817,2.3212699137528894,52,19,33,True,0.34343123596905295,0.6955445544554455,105,2021-01-04,2025-12-31
533,135,0.75,0.5,1.0,0.5,False,0,False,,,,,0.5347091886570188,0.8357297362625675,0.13462232038281607,-0.20792032203072897,0.6474707189176052,3.935054431212391,64,21,43,True,0.7785395450030675,0.49174917491749176,129,2021-01-04,2025-12-31
534,255,1.0,0.5,0.75,0.5,False,0,False,,,,,0.5347091886570188,0.831001585401002,0.13401407995334713,-0.22528090388597422,0.5948754538963421,3.7638030507398077,65,22,43,True,0.7733226377022574,0.5008250825082509,131,2021-01-04,2025-12-31
535,220,0.75,1.25,1.5,0.5,False,0,False,,,,,0.5351767586738573,0.5805555709775558,0.09985816905486034,-0.3472993959512879,0.2875276208913027,3.1120520751125995,72,24,48,True,0.6102407799720522,0.5396039603960396,145,2021-01-04,2025-12-31
536,508,1.5,0.5,0.75,1.25,False,0,False,,,,,0.5351767586738573,0.2480376606347776,0.047147204565207934,-0.4363117391364264,0.10805852865321576,2.896306155082517,73,23,50,True,0.3681330889537645,0.5915841584158416,147,2021-01-04,2025-12-31
537,60,0.5,1.0,1.0,0.5,False,0,False,,,,,0.536855678795379,0.5340647687718079,0.09305186223588913,-0.38480037969595504,0.24181853019327276,3.3219173073977344,70,22,48,True,0.5795661998717608,0.5445544554455446,141,2021-01-04,2025-12-31
