rank,candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,continuous_quality_pass,annual_double_wins,pass,maximin_improvement,drawdown_relative_improvement,calmar_relative_improvement,win_loss_relative_improvement,weight_shift,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end
211,452,1.25,1.25,0.5,1.0,False,0,False,,,,,0.3389679193723973,0.4571283458280966,0.08142048862007423,-0.3976317066647368,0.20476357205770795,3.8618920290421315,63,18,45,True,0.5229484409641848,0.6221122112211221,127,2021-01-04,2025-12-31
212,31,0.5,0.75,0.75,0.75,False,0,False,,,,,0.33901039362965146,0.7745360421912653,0.1266523166184561,-0.3688634022803854,0.3433583159388186,3.631481969425938,67,22,45,True,0.7275457298501806,0.556930693069307,135,2021-01-04,2025-12-31
213,151,0.75,0.75,0.5,0.75,False,0,False,,,,,0.33901039362965146,0.59182103100207,0.10148353561992374,-0.363178049826124,0.27943190858729,3.7742055014907896,65,20,45,True,0.6184130588079291,0.5841584158415841,131,2021-01-04,2025-12-31
214,369,1.0,1.5,1.25,1.5,False,0,False,,,,,0.33964183991120245,0.38435542124602096,0.06996190195449503,-0.44787925888229596,0.15620705930676115,3.947488251820282,71,19,52,True,0.4695451822077859,0.6196369636963697,143,2021-01-04,2025-12-31
215,489,1.25,1.5,1.0,1.5,False,0,False,,,,,0.33964183991120245,0.32813918262038655,0.060778978528019056,-0.46847847689874555,0.1297369709071085,4.351290448595237,74,18,56,True,0.4283597920358586,0.636963696369637,149,2021-01-04,2025-12-31
216,142,0.75,0.5,1.25,1.0,False,0,False,,,,,0.3408683585453254,0.7149767852642088,0.11868331316367486,-0.22482152200690486,0.5279001409839659,3.957324183927295,64,20,44,True,0.7049871037312395,0.5024752475247525,129,2021-01-04,2025-12-31
217,430,1.25,1.0,0.75,0.5,False,0,False,,,,,0.3408683585453254,0.8829647797634066,0.14063162142750962,-0.24970884211682043,0.5631823856750672,3.952902754805131,64,21,43,True,0.8027783078263042,0.5115511551155115,129,2021-01-04,2025-12-31
218,424,1.25,0.75,1.5,1.5,False,0,False,,,,,0.3411452318166333,0.6942900155558787,0.11586412353115882,-0.2714243086494884,0.42687452758987515,4.368215805060981,66,19,47,True,0.6865969598462669,0.5404290429042904,133,2021-01-04,2025-12-31
219,616,1.5,1.5,1.25,0.75,False,0,False,,,,,0.3411452318166333,0.8297178762367925,0.13384872587541774,-0.25156244740864697,0.532069580552256,4.191889708146984,66,20,46,True,0.7660265810281683,0.5305280528052805,133,2021-01-04,2025-12-31
220,208,0.75,1.25,0.75,1.25,False,0,False,,,,,0.3420124233613828,0.12454804804306274,0.024706260307274963,-0.5196100473007517,0.04754769549899584,3.2509346137946125,69,19,50,True,0.2625330740543058,0.6476897689768977,139,2021-01-04,2025-12-31
221,67,0.5,1.0,1.25,1.0,False,0,False,,,,,0.3430148486836857,0.4335823291124452,0.07776361789869224,-0.4037521257239969,0.19260237394230115,3.3111140373962664,69,21,48,True,0.5094488792925539,0.5544554455445545,139,2021-01-04,2025-12-31
222,427,1.25,1.0,0.5,1.0,False,0,False,,,,,0.3430148486836857,0.4394395872423924,0.0786777133938319,-0.35887107230295556,0.219236710523753,3.6089515485030588,64,19,45,True,0.5135131958771937,0.6047854785478548,129,2021-01-04,2025-12-31
223,574,1.5,1.0,1.5,1.5,False,0,False,,,,,0.34492329186470055,0.5806825686315511,0.09987654318189709,-0.3185506644992242,0.31353424843394206,4.224600674080643,68,19,49,True,0.6148173643140806,0.5429042904290429,137,2021-01-04,2025-12-31
224,622,1.5,1.5,1.5,1.0,False,0,False,,,,,0.34492329186470055,0.8080907195499798,0.13104902908390859,-0.26040893485373795,0.503243213054552,4.083131952219389,65,20,45,True,0.7537046526114244,0.5297029702970297,131,2021-01-04,2025-12-31
225,471,1.25,1.25,1.5,0.75,False,0,False,,,,,0.34549866555982556,0.8825424779524531,0.14057842742695192,-0.2600271390070006,0.540629827962562,4.226190875491152,65,20,45,True,0.7963259838930578,0.5255775577557755,131,2021-01-04,2025-12-31
226,543,1.5,0.75,1.25,1.25,False,0,False,,,,,0.34549866555982556,0.6924543654323794,0.11561264679174821,-0.27810452782481865,0.41571652103619827,4.364329612726256,66,19,47,True,0.685719258100974,0.5396039603960396,133,2021-01-04,2025-12-31
227,44,0.5,0.75,1.25,1.5,False,0,False,,,,,0.34923287110925694,0.554362988382912,0.0960433625824979,-0.40748090275075977,0.23570027928706122,3.574889250234002,72,22,50,True,0.5882533691897913,0.599009900990099,145,2021-01-04,2025-12-31
228,476,1.25,1.5,0.5,0.75,False,0,False,,,,,0.34923287110925694,0.3769830697984593,0.06877465084581824,-0.4776059109591715,0.14399874303837396,3.8676797324754166,66,18,48,True,0.46546452556869683,0.6179867986798679,133,2021-01-04,2025-12-31
229,216,0.75,1.25,1.25,0.75,False,0,False,,,,,0.34924232878348294,0.538087900589518,0.09364726199959428,-0.3585178033236265,0.26120672706192183,3.2551272518201606,69,22,47,True,0.581901183237663,0.5486798679867987,139,2021-01-04,2025-12-31
230,408,1.25,0.75,0.75,1.25,False,0,False,,,,,0.34924232878348294,0.3762215261213231,0.0686517243712701,-0.34859201432622156,0.19694003749329728,3.4932498528048472,68,20,48,True,0.4674345593559375,0.5998349834983498,137,2021-01-04,2025-12-31
231,446,1.25,1.0,1.5,0.75,False,0,False,,,,,0.3495455948711139,0.8712078862744865,0.13914715518450294,-0.23238345950156936,0.5987825273061796,4.0135819918862365,65,21,44,True,0.7974982776836395,0.5057755775577558,131,2021-01-04,2025-12-31
232,542,1.5,0.75,1.25,1.0,False,0,False,,,,,0.3495455948711139,0.6561474609904479,0.11059378369161954,-0.2567065136055834,0.43081798797494214,3.75778689799763,67,21,46,True,0.6659027092762141,0.5148514851485149,135,2021-01-04,2025-12-31
233,138,0.75,0.5,1.0,1.25,False,0,False,,,,,0.35118678909572404,0.6428889349872051,0.10873926687124658,-0.2707609938851795,0.40160610031354516,4.541656256224637,69,19,50,True,0.6552494116104923,0.5528052805280528,139,2021-01-04,2025-12-31
234,330,1.0,1.25,0.75,0.5,False,0,False,,,,,0.35118678909572404,0.8766157532308714,0.13983088607640592,-0.25813101078517775,0.5417051041293766,4.163731662097962,65,20,45,True,0.7875753794219073,0.5338283828382838,131,2021-01-04,2025-12-31
235,222,0.75,1.25,1.5,1.0,False,0,False,,,,,0.3530203888315502,0.5199077929039793,0.09094683057467123,-0.3661000848105703,0.24842067606110904,3.168944307007365,68,22,46,True,0.5697415441107122,0.5478547854785478,137,2021-01-04,2025-12-31
236,558,1.5,1.0,0.75,1.25,False,0,False,,,,,0.3530203888315502,0.28394156664009507,0.05334058124149843,-0.3922709580011843,0.13597892006406803,3.415399709797509,70,20,50,True,0.3967708178556573,0.6023102310231023,141,2021-01-04,2025-12-31
237,63,0.5,1.0,1.0,1.25,False,0,False,,,,,0.3533332792340843,0.36042583837931574,0.06608979276034987,-0.4595889479615396,0.14380196271795587,4.023864595657862,73,19,54,True,0.4541767881824482,0.6039603960396039,147,2021-01-04,2025-12-31
238,327,1.0,1.25,0.5,1.0,False,0,False,,,,,0.3533332792340843,0.42663804187863597,0.07667603779899035,-0.43668215260112575,0.175587752653193,3.838143686654464,64,18,46,True,0.4999935677803462,0.6262376237623762,129,2021-01-04,2025-12-31
239,243,0.75,1.5,1.25,1.25,False,0,False,,,,,0.35532494032777373,0.5059545449369047,0.08885683968909586,-0.39165034988042735,0.22687797857508427,3.336686969513407,67,21,46,True,0.5566869645256096,0.594059405940594,135,2021-01-04,2025-12-31
240,459,1.25,1.25,0.75,1.5,False,0,False,,,,,0.35532494032777373,0.40782025802159083,0.07370766536635842,-0.3782109103708928,0.19488508486991277,3.959962173020537,62,17,45,True,0.48660742602112655,0.6328382838283828,125,2021-01-04,2025-12-31
241,416,1.25,0.75,1.25,0.75,False,0,False,,,,,0.35647223420558305,0.8377531375769378,0.13488223639213825,-0.2073914424169282,0.6503751303343487,3.81358483126273,66,22,44,True,0.7781223381213943,0.5008250825082509,133,2021-01-04,2025-12-31
242,132,0.75,0.5,0.75,1.0,False,0,False,,,,,0.3565240040783384,0.6977644367648708,0.11633951516014562,-0.2602175413402331,0.44708559830727285,4.524382570442886,67,19,48,True,0.6889433561786732,0.5561056105610561,135,2021-01-04,2025-12-31
243,180,0.75,1.0,0.75,0.5,False,0,False,,,,,0.3565240040783384,0.7948398700990187,0.12932053829238566,-0.2987100228466243,0.43293002712127476,3.5304120208862226,66,22,44,True,0.740060034846887,0.5371287128712872,133,2021-01-04,2025-12-31
244,57,0.5,1.0,0.75,1.0,False,0,False,,,,,0.3586704942166987,0.40586655498682744,0.0733976850352438,-0.4501337768465421,0.16305749270680983,3.979676445828807,71,19,52,True,0.48714454512431793,0.6072607260726073,143,2021-01-04,2025-12-31
245,177,0.75,1.0,0.5,1.0,False,0,False,,,,,0.3586704942166987,0.3644705014094354,0.06674803905266602,-0.4674947112285196,0.14277816935567086,3.249905386135116,65,20,45,True,0.4549044626313573,0.6295379537953796,131,2021-01-04,2025-12-31
246,242,0.75,1.5,1.25,1.0,False,0,False,,,,,0.3593718696390621,0.4808440249886241,0.08505669835743057,-0.37241268093764024,0.22839366839840006,2.9056033067155207,68,23,45,True,0.5413884711690682,0.5684818481848185,137,2021-01-04,2025-12-31
247,434,1.25,1.0,0.75,1.5,False,0,False,,,,,0.3593718696390621,0.39073007324308007,0.07098445194865155,-0.33820060468263424,0.2098886015158459,3.68066269129311,63,18,45,True,0.4767158185796284,0.6155115511551155,127,2021-01-04,2025-12-31
248,346,1.0,1.25,1.5,0.75,False,0,False,,,,,0.3598640254215126,0.8648985019219315,0.1383474619442575,-0.27584707432295597,0.501536810871821,4.227487934578121,66,20,46,True,0.7823329541395523,0.528052805280528,133,2021-01-04,2025-12-31
249,538,1.5,0.75,1.0,1.25,False,0,False,,,,,0.3598640254215126,0.5865324602333768,0.10072164573518494,-0.3028522200100039,0.33257687769915595,4.295252216427636,72,20,52,True,0.6169799091072901,0.5651815181518152,145,2021-01-04,2025-12-31
250,422,1.25,0.75,1.5,1.0,False,0,False,,,,,0.3602502942536503,0.8048521862648188,0.13062751140711604,-0.2073914424169282,0.6298596985718907,3.7677527180019212,66,22,44,True,0.7588607417545714,0.5024752475247525,133,2021-01-04,2025-12-31
251,566,1.5,1.0,1.25,0.75,False,0,False,,,,,0.3602502942536503,0.7145260394294042,0.11862217339822045,-0.25865962687277677,0.4586033577500112,3.676775305761538,68,22,46,True,0.7053694625036719,0.5033003300330033,137,2021-01-04,2025-12-31
252,374,1.0,1.5,1.5,1.5,False,0,False,,,,,0.36096422444105114,0.5764618796595271,0.09926526302206895,-0.39356319594632905,0.2522219151701521,4.016633734222607,67,19,48,True,0.6015630613677077,0.5874587458745875,135,2021-01-04,2025-12-31
253,614,1.5,1.5,1.0,1.5,False,0,False,,,,,0.36096422444105114,0.46310628159323297,0.08234145012202565,-0.3879578191018438,0.21224330601881744,4.668816616602053,73,18,55,True,0.5275232458906315,0.6212871287128713,147,2021-01-04,2025-12-31
254,572,1.5,1.0,1.5,1.0,False,0,False,,,,,0.36402835430171754,0.6838311998488269,0.1144284081269551,-0.25865962687277677,0.44238990642029097,3.6325873855488364,68,22,46,True,0.6861261415422182,0.504950495049505,137,2021-01-04,2025-12-31
255,320,1.0,1.0,1.5,0.5,False,0,False,,,,,0.36417054699316587,0.9703368261807146,0.15143940710571768,-0.2247874441711586,0.6737004714124871,3.6798315757352222,68,24,44,True,0.8538401957911596,0.4991749174917492,137,2021-01-04,2025-12-31
256,512,1.5,0.5,1.0,1.0,False,0,False,,,,,0.36417054699316587,0.5826905432897114,0.10016690335236222,-0.3214387033474829,0.3116205432302264,3.3036858036787073,72,24,48,True,0.6189867555012908,0.5206270627062707,145,2021-01-04,2025-12-31
257,196,0.75,1.0,1.5,0.75,False,0,False,,,,,0.36520124040412694,0.7836332126993677,0.1278507927714514,-0.3154570468822363,0.4052874837796207,3.587453140998135,67,22,45,True,0.734714920885269,0.5313531353135313,135,2021-01-04,2025-12-31
258,532,1.5,0.75,0.75,1.0,False,0,False,,,,,0.36520124040412694,0.6395255524551251,0.10826693438376034,-0.2906547426871745,0.37249326600627924,4.277046145359567,70,20,50,True,0.6505248585196648,0.5684818481848185,141,2021-01-04,2025-12-31
259,214,0.75,1.25,1.0,1.5,False,0,False,,,,,0.36906132140790077,0.16497579112540173,0.03225896298900244,-0.5122443711524185,0.06297572956522303,3.7223424419591202,75,19,56,True,0.29756735708535004,0.6410891089108911,151,2021-01-04,2025-12-31
260,358,1.0,1.5,0.75,1.25,False,0,False,,,,,0.36906132140790077,0.2295923336876553,0.04391036261104686,-0.4942472733548453,0.0888429030938151,3.3410014233278154,67,19,48,True,0.35090615835587075,0.6468646864686468,135,2021-01-04,2025-12-31
261,238,0.75,1.5,1.0,1.25,False,0,False,,,,,0.36969030018946075,0.4052757440526009,0.07330387802516913,-0.43118434803258876,0.17000588810711853,3.5142510600526973,72,21,51,True,0.48604949958201443,0.6179867986798679,145,2021-01-04,2025-12-31
262,334,1.0,1.25,0.75,1.5,False,0,False,,,,,0.36969030018946075,0.3783617221992759,0.06899705254908883,-0.41852037137182896,0.16485948419411417,3.941013303787895,63,17,46,True,0.46418331632160853,0.636963696369637,127,2021-01-04,2025-12-31
263,148,0.75,0.5,1.5,1.25,False,0,False,,,,,0.36973084773774245,0.727591027371838,0.1203891857685837,-0.2268487624865052,0.5307024135771754,4.051543341120765,65,20,45,True,0.7118208625454802,0.5107260726072608,131,2021-01-04,2025-12-31
264,580,1.5,1.25,0.75,0.5,False,0,False,,,,,0.36973084773774245,0.694378140470314,0.11587619086274614,-0.25236302946205125,0.4591646847390967,3.8151170754497454,68,21,47,True,0.6872296067400696,0.523102310231023,137,2021-01-04,2025-12-31
265,49,0.5,0.75,1.5,1.5,False,0,False,,,,,0.37055525563910563,0.6947276380876535,0.1159240442117091,-0.37688897094523166,0.3075814182648365,3.6787999191311753,67,21,46,True,0.6784326244674962,0.566006600660066,135,2021-01-04,2025-12-31
266,601,1.5,1.5,0.5,0.75,False,0,False,,,,,0.37055525563910563,0.5259767864301224,0.09185113622301966,-0.39487402703706154,0.23260870539454048,3.915036336584494,66,19,47,True,0.5716162797893443,0.6031353135313532,133,2021-01-04,2025-12-31
267,73,0.5,1.0,1.5,1.25,False,0,False,,,,,0.3718773378761028,0.44412681853995206,0.07940709233753118,-0.387411687687636,0.20496824143714498,3.388276258287657,70,21,49,True,0.5164980499134192,0.5627062706270627,141,2021-01-04,2025-12-31
268,577,1.5,1.25,0.5,1.0,False,0,False,,,,,0.3718773378761028,0.30329642660458367,0.05662254810645151,-0.41659839538038845,0.13591638550299862,3.498590283286381,67,19,48,True,0.410925836826884,0.6138613861386139,135,2021-01-04,2025-12-31
269,136,0.75,0.5,1.0,0.75,False,0,False,,,,,0.37382354215250774,0.7635242980364056,0.125195083287156,-0.20826870161122224,0.6011228874939606,3.9075960737069577,62,20,42,True,0.7347902205543858,0.5008250825082509,125,2021-01-04,2025-12-31
270,280,1.0,0.75,0.75,0.5,False,0,False,,,,,0.37382354215250774,0.9089770205857239,0.14389010724449536,-0.21895521614682112,0.6571668388480382,3.982629793135419,63,21,42,True,0.8182679329218497,0.5082508250825083,127,2021-01-04,2025-12-31
271,93,0.5,1.25,1.25,1.25,False,0,False,,,,,0.3741533380314117,0.48122497018405697,0.08511472925591845,-0.44472484647145816,0.19138739364628912,3.6158964114995356,64,19,45,True,0.5371636386950116,0.608085808580858,129,2021-01-04,2025-12-31
272,453,1.25,1.25,0.5,1.25,False,0,False,,,,,0.3741533380314117,0.3300198376687853,0.06109111532378808,-0.42383026827486114,0.1441405201484323,3.2821307965887536,52,16,36,True,0.4285512235051323,0.665016501650165,105,2021-01-04,2025-12-31
273,131,0.75,0.5,0.75,0.75,False,0,False,,,,,0.37491946798899384,0.7683251732919345,0.12583128816684264,-0.25739175819880245,0.4888706967441201,4.502347241400366,64,19,45,True,0.7355324048119664,0.5214521452145214,129,2021-01-04,2025-12-31
274,155,0.75,0.75,0.75,0.5,False,0,False,,,,,0.37491946798899384,0.9464116141893024,0.148518262560019,-0.24970884211682054,0.5947657331675029,4.129376486669837,64,21,43,True,0.8358339506068982,0.5156765676567657,129,2021-01-04,2025-12-31
275,184,0.75,1.0,0.75,1.5,False,0,False,,,,,0.3750275151720751,0.31829788285767213,0.05913986150467121,-0.45032634952514305,0.1313266735713613,3.322961918934317,64,19,45,True,0.4196304509568577,0.6402640264026402,129,2021-01-04,2025-12-31
276,232,0.75,1.5,0.75,1.0,False,0,False,,,,,0.3750275151720751,0.45221452971766896,0.08066122181750135,-0.4212322027129225,0.19148873542432712,3.469048798207362,70,21,49,True,0.5188295231704991,0.6212871287128713,141,2021-01-04,2025-12-31
277,61,0.5,1.0,1.0,0.75,False,0,False,,,,,0.375970032290868,0.4741641358346038,0.08403719760138739,-0.3910201107695187,0.2149178399955033,3.249712875156464,67,21,46,True,0.5381648664694254,0.5528052805280528,135,2021-01-04,2025-12-31
278,277,1.0,0.75,0.5,1.0,False,0,False,,,,,0.375970032290868,0.45932474366960374,0.08175921312096834,-0.35001418860303635,0.23358828237015958,3.6050793814764237,63,19,44,True,0.5279548048723169,0.6014851485148515,127,2021-01-04,2025-12-31
279,366,1.0,1.5,1.25,0.75,False,0,False,,,,,0.3762912268300009,0.7177852634157029,0.11906397242642863,-0.310183606480953,0.38384998413428345,3.5271595883322258,68,22,46,True,0.6931215776420797,0.5478547854785478,137,2021-01-04,2025-12-31
280,414,1.25,0.75,1.0,1.5,False,0,False,,,,,0.3762912268300009,0.46048566176402006,0.08193808471361241,-0.3224653362591017,0.25409889219154697,4.1456223655136855,74,20,54,True,0.5289872070410041,0.594059405940594,149,2021-01-04,2025-12-31
281,56,0.5,1.0,0.75,0.75,False,0,False,,,,,0.3770659581273541,0.4781772804962312,0.08465013109631614,-0.43313414548488594,0.195436291455507,3.723003521564122,69,20,49,True,0.5398592745741904,0.5734323432343235,139,2021-01-04,2025-12-31
282,152,0.75,0.75,0.5,1.0,False,0,False,,,,,0.3770659581273541,0.4971577128411486,0.08753130774723128,-0.3756073696123172,0.2330393778949988,3.731801305044072,63,19,44,True,0.5529627862556872,0.6064356435643564,127,2021-01-04,2025-12-31
283,92,0.5,1.25,1.25,1.0,False,0,False,,,,,0.37820026734270007,0.5042147630366158,0.08859517179168619,-0.40841043330826055,0.21692680834335154,3.184632412443381,65,21,44,True,0.5544029281584704,0.5808580858085809,131,2021-01-04,2025-12-31
284,428,1.25,1.0,0.5,1.25,False,0,False,,,,,0.37820026734270007,0.3138741083717893,0.05839990089376612,-0.38675543457458583,0.15099956115161892,3.0307294287477085,53,17,36,True,0.4179471831415334,0.6476897689768977,107,2021-01-04,2025-12-31
285,548,1.5,0.75,1.5,1.25,False,0,False,,,,,0.378408084063531,0.6683289932527905,0.11228732062784452,-0.2567065136055834,0.4374151596338858,3.8450163938399164,68,21,47,True,0.6727831306394257,0.523102310231023,137,2021-01-04,2025-12-31
286,596,1.5,1.25,1.5,0.75,False,0,False,,,,,0.378408084063531,0.6837987480453689,0.11442394238427789,-0.26002713900700036,0.4400461537255056,3.8700220593211627,69,21,48,True,0.6816970002408542,0.5173267326732673,139,2021-01-04,2025-12-31
287,33,0.5,0.75,0.75,1.25,False,0,False,,,,,0.3786523526059552,0.3765769939237724,0.06870910979772549,-0.45813151594607926,0.14997682413495506,3.0538293806334393,69,22,47,True,0.46413966417622704,0.6254125412541254,139,2021-01-04,2025-12-31
288,201,0.75,1.25,0.5,0.75,False,0,False,,,,,0.3786523526059552,0.2940918838294808,0.05506660043428191,-0.4863788597970602,0.11321750385544768,3.286535336866767,68,20,48,True,0.40297394953013654,0.6229372937293729,137,2021-01-04,2025-12-31
289,372,1.0,1.5,1.5,1.0,False,0,False,,,,,0.3800692868780681,0.6974811435682224,0.11630078211576644,-0.31833719530550575,0.36533833881445577,3.4340168021522177,67,22,45,True,0.6810205366169573,0.5470297029702971,135,2021-01-04,2025-12-31
290,564,1.5,1.0,1.0,1.5,False,0,False,,,,,0.3800692868780681,0.3625555283280615,0.066436580814063,-0.3678961554480371,0.18058514564566233,4.021332174680926,76,20,56,True,0.4580859258408229,0.5965346534653465,153,2021-01-04,2025-12-31
291,296,1.0,0.75,1.5,0.75,False,0,False,,,,,0.3825007784782963,0.8970577113426479,0.1424014002702063,-0.2009196847698015,0.7087478782049604,4.044377673724078,64,21,43,True,0.8130212813451058,0.5024752475247525,129,2021-01-04,2025-12-31
292,536,1.5,0.75,1.0,0.75,False,0,False,,,,,0.3825007784782963,0.7030296349685001,0.11705846528190356,-0.2567065136055834,0.45600114947514725,3.7108389535461392,65,21,44,True,0.6954847986789808,0.5132013201320133,131,2021-01-04,2025-12-31
293,171,0.75,0.75,1.5,0.75,False,0,False,,,,,0.3835967043147824,0.9342585700752781,0.14702353230862242,-0.23238345950156936,0.632676407451579,4.19203980875448,65,21,44,True,0.8306484404560508,0.5099009900990099,131,2021-01-04,2025-12-31
294,531,1.5,0.75,0.75,0.75,False,0,False,,,,,0.3835967043147824,0.7076658244687237,0.11769006957618378,-0.2755920663458128,0.4270444760499975,4.250067479812049,67,20,47,True,0.6964266078193384,0.5338283828382838,135,2021-01-04,2025-12-31
295,268,1.0,0.5,1.25,1.25,False,0,False,,,,,0.3844201873218433,0.7094981250558208,0.11793931585031037,-0.24758360199648144,0.4763615800855279,4.371224568247385,65,19,46,True,0.6969252680734341,0.5338283828382838,131,2021-01-04,2025-12-31
296,460,1.25,1.25,1.0,0.5,False,0,False,,,,,0.3844201873218433,0.8525817591578004,0.13678016096555812,-0.26002713900700014,0.5260226355137334,4.154698674836524,65,20,45,True,0.7788763908485296,0.5288778877887789,131,2021-01-04,2025-12-31
297,144,0.75,0.5,1.25,1.5,False,0,False,,,,,0.3851419454685993,0.5409984023827195,0.09407723054238692,-0.2922503471137011,0.3219063089967377,4.283881813058152,69,19,50,True,0.586989889512401,0.5618811881188119,139,2021-01-04,2025-12-31
298,480,1.25,1.5,0.75,0.5,False,0,False,,,,,0.3851419454685993,0.762328239945611,0.1250363700110968,-0.30219346256852486,0.4137626570354538,3.99486757299959,66,20,46,True,0.721384349011667,0.5462046204620462,133,2021-01-04,2025-12-31
299,41,0.5,0.75,1.25,0.75,False,0,False,,,,,0.3858822580280553,0.848468849903323,0.13625495658323183,-0.2905198906977259,0.4690038821644731,3.275870441416351,68,24,44,True,0.7732256411531506,0.5272277227722773,137,2021-01-04,2025-12-31
300,401,1.25,0.75,0.5,0.75,False,0,False,,,,,0.3858822580280553,0.5232435570839369,0.09144422675887642,-0.33012162329943817,0.27700162699106673,3.4991878484672476,67,21,46,True,0.5737749000371791,0.5759075907590759,135,2021-01-04,2025-12-31
301,69,0.5,1.0,1.25,1.5,False,0,False,,,,,0.3872884356069596,0.23966900437084826,0.04568337632519248,-0.49046868088113693,0.09314229043763074,3.758972413035368,73,19,54,True,0.3599185690516796,0.6146864686468647,147,2021-01-04,2025-12-31
302,477,1.25,1.5,0.5,1.0,False,0,False,,,,,0.3872884356069596,0.2581684808714757,0.048908900315403736,-0.5024062861450561,0.09734930008674816,3.76568538446513,64,17,47,True,0.37410666047323754,0.641914191419142,129,2021-01-04,2025-12-31
303,248,0.75,1.5,1.5,1.25,False,0,False,,,,,0.38823435883147916,0.49173614038944846,0.08671129396524835,-0.3552133714860195,0.2441104443858503,2.976863221174326,69,23,46,True,0.5483475666351887,0.5767326732673267,139,2021-01-04,2025-12-31
304,584,1.5,1.25,0.75,1.5,False,0,False,,,,,0.38823435883147916,0.2591938910764551,0.049086586798898324,-0.3977890990642017,0.12339852176536374,3.583455439299882,66,18,48,True,0.3754696598305395,0.6245874587458746,133,2021-01-04,2025-12-31
305,267,1.0,0.5,1.25,1.0,False,0,False,,,,,0.38846711663313166,0.6728255941221999,0.11290998564628363,-0.2265609882512648,0.498364641317075,3.759412591794493,66,21,45,True,0.6771603604553215,0.509075907590759,133,2021-01-04,2025-12-31
306,435,1.25,1.0,1.0,0.5,False,0,False,,,,,0.38846711663313166,0.8414275578390871,0.13535365503573105,-0.24970884211682043,0.5420459038947808,3.9384068769299354,65,21,44,True,0.7797698523809963,0.509075907590759,131,2021-01-04,2025-12-31
307,88,0.5,1.25,1.0,1.25,False,0,False,,,,,0.38851869789309873,0.3656955617641642,0.06694710580874408,-0.48700905030329145,0.1374658351154909,3.788611844955335,69,19,50,True,0.45545694982422247,0.6336633663366337,139,2021-01-04,2025-12-31
308,328,1.0,1.25,0.5,1.25,False,0,False,,,,,0.38851869789309873,0.3021892699460176,0.05643585433482112,-0.46118230889163614,0.12237211455585525,3.2847569478821295,53,16,37,True,0.40684918672203785,0.6691419141914191,107,2021-01-04,2025-12-31
309,47,0.5,0.75,1.5,1.0,False,0,False,,,,,0.38966031807612256,0.8266200578208118,0.13344931833212725,-0.29890590347561674,0.4464592929761703,3.187738761118921,67,24,43,True,0.7609862631789609,0.5264026402640264,135,2021-01-04,2025-12-31
310,551,1.5,1.0,0.5,0.75,False,0,False,,,,,0.38966031807612256,0.42110531039925503,0.07580652329295035,-0.37503906448603264,0.20212967253648204,3.411424961118952,69,21,48,True,0.5024798481002036,0.5783828382838284,139,2021-01-04,2025-12-31
311,236,0.75,1.5,1.0,0.75,False,0,False,,,,,0.39232705324624445,0.5227637144179422,0.09137273052444761,-0.359011457258234,0.2545120181463288,2.844806425792067,66,23,43,True,0.5699921998230605,0.5668316831683168,133,2021-01-04,2025-12-31
312,284,1.0,0.75,0.75,1.5,False,0,False,,,,,0.39232705324624445,0.4099423314716075,0.07404397404266394,-0.3290581685457127,0.22501788777924767,3.670749145280092,62,18,44,True,0.49094728884175687,0.6122112211221122,125,2021-01-04,2025-12-31
313,159,0.75,0.75,0.75,1.5,False,0,False,,,,,0.39342297908273055,0.446495062446407,0.07977490138374543,-0.3554764925122045,0.22441681254353701,3.8004217168955585,62,18,44,True,0.5159096437635345,0.6171617161716172,125,2021-01-04,2025-12-31
314,231,0.75,1.5,0.75,0.75,False,0,False,,,,,0.39342297908273055,0.5269091626233924,0.09198981165733677,-0.40333905200900744,0.22807067949195864,3.250913591941241,68,22,46,True,0.5715498967825823,0.5874587458745875,137,2021-01-04,2025-12-31
315,496,1.25,1.5,1.5,0.75,False,0,False,,,,,0.39381918179438785,0.7513245793183749,0.12357220008799219,-0.31885730097387044,0.3875470303191164,4.05570429046625,67,20,47,True,0.7159938201499053,0.5404290429042904,135,2021-01-04,2025-12-31
316,544,1.5,0.75,1.25,1.5,False,0,False,,,,,0.39381918179438785,0.4881371068257925,0.08616563492186446,-0.3237032146239346,0.2661871462165374,4.060305078524989,72,20,52,True,0.5493519675950903,0.5742574257425742,145,2021-01-04,2025-12-31
317,82,0.5,1.25,0.75,1.0,False,0,False,,,,,0.3938559128757131,0.4113122967919196,0.0742608748413427,-0.4780336283693193,0.15534654977028148,3.732333961173172,67,19,48,True,0.4878856582716528,0.636963696369637,135,2021-01-04,2025-12-31
318,178,0.75,1.0,0.5,1.25,False,0,False,,,,,0.3938559128757131,0.19822852192418727,0.03831714883308335,-0.5099646038484175,0.07513687919499759,2.594615853146725,53,18,35,True,0.32518184604083905,0.6782178217821783,107,2021-01-04,2025-12-31
319,364,1.0,1.5,1.0,1.5,False,0,False,,,,,0.3961102194544187,0.30108184679448424,0.056248989809738914,-0.47549311492428326,0.11829611837533317,3.9749792870903238,74,19,55,True,0.4071061596976499,0.6402640264026402,149,2021-01-04,2025-12-31
