mechanical_rank,state_id,frequency,name,namespace,state_primary,forward_bias,minimum_event_count,coverage_years,minimum_year_sign_consistency,median_absolute_standardized_effect,net_return_h3,net_return_h5,net_return_h10,mfe_h5,mae_h5,exact_duplicate_group
116,STATE-763EAE520FD8D08B,30m,cxt_range_oscillation_V230620,cxt,7笔震荡,NEGATIVE,51,6,0.6666666666666666,0.1460331993651239,-0.0018954860614359,-0.0040353453402646,-0.0091391886362252,0.0166765868007539,-0.0223218123812853,0
117,STATE-790BFDC1DEE8E01F,30m,cxt_bi_trend_V230824,cxt,向下,POSITIVE,30,6,0.6666666666666666,0.1459096043926238,0.0057455530928102,0.0063352906554649,0.0118726290695512,0.0282218315870946,-0.0252649926620713,0
118,STATE-075A0D2B1C8FD066,daily,cxt_second_bs_V230320,cxt,二买,POSITIVE,53,6,0.6666666666666666,0.1450733363841894,0.0035151876517229,0.0035410914006183,0.0007806951670797,0.0217583065795686,-0.017421167318367,0
119,STATE-8AEC16EA2F41A7F2,daily,cxt_decision_V240526,cxt,开多,POSITIVE,21,3,0.6666666666666666,0.1449940152671507,0.0013006706508831,0.0053719322380169,0.0138464652800809,0.0251608521540936,-0.0276709451201778,0
120,STATE-6426B68E0A043AFE,daily,bar_window_ps_V230801,bar,最大N7,NEGATIVE,40,6,0.6666666666666666,0.1446406007762566,-0.0051907880176571,-0.0026195015629511,-0.0008101372477152,0.0143364205925942,-0.0181853214451751,0
121,STATE-4FC636B5E20F4CB6,daily,cxt_bi_status_V230101,cxt,向下,NEGATIVE,65,6,0.6666666666666666,0.1433511144220497,-0.003561541362907,-0.0037757328944308,-0.0059982210957546,0.0174521645319143,-0.0236011130336689,0
122,STATE-D9E60D01E9B5D471,weekly,tas_macd_direct_V221106,tas,向下,NEGATIVE,24,6,0.6666666666666666,0.1431892684719223,-0.0036282326581021,-0.00732684121441,-0.0040632576475942,0.0190724956118475,-0.0310605848388133,0
123,STATE-2F0EBA367384B7BA,weekly,coo_kdj_V230322,coo,空头,POSITIVE,24,6,0.6666666666666666,0.1399518606470918,0.0049165898774699,0.0043903450432261,0.0042150440098429,0.0222959128032478,-0.0175691333288956,0
124,STATE-4C7B28845404235A,daily,bar_tnr_V230629,bar,第4层,NEGATIVE,118,6,0.6666666666666666,0.1399423260621502,-0.0033702501640304,-0.0059375392234593,-0.0047827654901706,0.0182591016508163,-0.0246346383666249,0
125,STATE-B1FC90057402ADA5,30m,tas_dif_zero_V240614,tas,卖点,POSITIVE,28,6,0.6666666666666666,0.133468201137427,0.0022305669394855,0.0028559929705852,0.0167081597428211,0.0204920682362786,-0.0201846665363735,0
126,STATE-77DA1DBF7AF268BD,daily,cxt_bi_trend_V230824,cxt,横盘,NEGATIVE,64,6,0.6666666666666666,0.1284593580883726,-0.0016954507614434,-0.0041113097112316,-0.0060186099781355,0.0179597452975647,-0.0237291270755247,0
127,STATE-93D9E4746C8EEFCE,daily,tas_slope_V231019,tas,看多,POSITIVE,31,6,0.6666666666666666,0.1248411252327638,0.0033812091732689,0.001462177470017,0.0042795104764637,0.0230831913958175,-0.0161054804996041,0
128,STATE-F9C6C20A2FA15792,30m,cxt_three_bi_V230618,cxt,向上盘背,POSITIVE,55,6,0.6666666666666666,0.1247957149696249,0.0019822931955538,0.0043490649733801,0.0034051671584053,0.0200834108988428,-0.0184124866086267,0
129,STATE-DAA3270F946D88CF,30m,bar_tnr_V230629,bar,第1层,POSITIVE,142,6,0.6666666666666666,0.1231591609213631,0.0007078291040954,0.0045114664606224,0.0081796768070125,0.0239552280181068,-0.0199813453642875,0
130,STATE-13350F467F9EBAD0,weekly,vol_gao_di_V221218,vol,低量柱,NEGATIVE,43,6,0.6666666666666666,0.1208886688106675,-0.0046499465511302,-0.0036148403478385,-0.0046444192270014,0.0175427948915323,-0.0235685642369823,0
131,STATE-D8F7A91A57869748,30m,tas_cross_status_V230624,tas,0轴上金叉第2次,POSITIVE,45,6,0.6666666666666666,0.1208780662888759,0.0031039300104816,0.008853555253642,0.0018333195295451,0.0263349604484911,-0.0174708321177782,0
132,STATE-BAD01BBD7A5C00D9,30m,zdy_dif_V230528,zdy,空头远离,POSITIVE,84,6,0.6666666666666666,0.1198902280045521,0.0005828569471243,0.004863745436053,0.0062633974622987,0.0285850548646642,-0.027241704172081,0
133,STATE-0132B1F35499FA43,30m,cxt_fx_power_V221107,cxt,中顶,POSITIVE,225,6,0.6666666666666666,0.1197384353068821,0.0029904213394524,0.0032905627559409,0.005715206115966,0.0233364841605158,-0.0208681590738195,0
134,STATE-5EC9C9D2DDC4209B,30m,cxt_three_bi_V230618,cxt,向上扩张,NEGATIVE,46,6,0.6666666666666666,0.119545164864873,-0.0017864295008878,-0.0029698438588726,-0.0058376401514017,0.0172404405864529,-0.0192874803670383,0
135,STATE-AE56D2D549266E27,daily,bar_decision_V240608,bar,看空,POSITIVE,56,6,0.6666666666666666,0.1185834272049988,0.0048598495041158,0.0044577576976281,0.0015014124864067,0.0245339687850921,-0.0171471704697739,0
136,STATE-97299C4F8CBA06D5,daily,xl_bar_position_V240328,xl,相对高点,POSITIVE,119,6,0.6666666666666666,0.1173153509548395,0.0022010241977388,0.0022708487388922,0.0067374282414396,0.0193498197328868,-0.017272852987042,0
137,STATE-892BC73EAAF76DF5,daily,bar_accelerate_V240428,bar,下跌,POSITIVE,17,6,0.6666666666666666,0.1154368122425962,0.010089123054614,0.0053646534573329,0.0062785344598014,0.0315368748688841,-0.0264047930002065,0
138,STATE-00BF5178C811415F,30m,bar_trend_V240209,bar,多头,NEGATIVE,97,6,0.6666666666666666,0.1154308079643641,-0.0031136976400711,-0.0019046546316102,-0.004578881000447,0.016567539243622,-0.0201829539283247,0
139,STATE-8B06153D891FFBC8,30m,jcc_szx_V221111,jcc,蜻蜓十字线,POSITIVE,49,6,0.6666666666666666,0.1144033394112169,0.0042520952332472,0.003333349619556,0.0028315690795889,0.0235944917828457,-0.0198069358866634,0
140,STATE-06FEF5B5DB3F1FBA,weekly,jcc_shan_chun_V221121,jcc,三山,NEGATIVE,19,6,0.6666666666666666,0.1119212370327693,-0.0005216291716263,-0.0021328269334849,-0.0128309726731596,0.0182237298340035,-0.0221358099659357,0
141,STATE-E1BAD415C2FCB6F5,30m,bar_window_ps_V230731,bar,压力N5,POSITIVE,208,6,0.6666666666666666,0.1098955422003983,0.0025305272592399,0.003479978077959,0.0063107876981603,0.022220323022881,-0.0182637982192965,0
142,STATE-B3416A8C307B4050,30m,cxt_second_bs_V240524,cxt,二买,NEGATIVE,74,6,0.6666666666666666,0.1086239758466154,-0.0018348257366907,-0.0014203304609356,-0.0064103804240772,0.0148518302722888,-0.0199744126835015,0
143,STATE-BC87C1E0F68CA6E3,daily,cxt_three_bi_V230618,cxt,向上无背,POSITIVE,24,6,0.6666666666666666,0.1047872019799719,0.0010386446769686,0.0021846867219304,0.0043384984403514,0.0184513059742586,-0.018503972933644,0
144,STATE-7A416ECFFA3C1AA9,daily,bar_tnr_V230629,bar,第7层,POSITIVE,108,6,0.6666666666666666,0.1046625141231487,0.0011329129826687,0.0040523498920745,0.0073643007153899,0.0219393369004038,-0.0195076354904753,0
145,STATE-2E4CE5F71D544B9B,daily,cxt_overlap_V240526,cxt,顶重合2次,NEGATIVE,74,6,0.6666666666666666,0.1042844313654953,-0.0014691387440788,-0.003193126723201,-0.0080262931636301,0.0175086300107595,-0.0208607013322417,0
146,STATE-B81088807921B1EE,30m,bar_accelerate_V240428,bar,上涨,POSITIVE,84,6,0.6666666666666666,0.1035186219085497,0.0019980189395711,0.004037937343069,0.0063414308552552,0.022604122531322,-0.0168444360718094,0
147,STATE-649D885FEAD86548,daily,coo_kdj_V230322,coo,空头,POSITIVE,119,6,0.6666666666666666,0.1013287842976939,0.000726338078821,0.0037949633657332,0.0079921497493899,0.0239953314175076,-0.0222802652438922,0
148,STATE-D3B73B06203CEE22,daily,bar_single_V230506,bar,第1层,NEGATIVE,76,6,0.6666666666666666,0.089275720575188,-0.0028197402287331,-0.0015374206423763,-0.0064620017250122,0.0230909954974532,-0.031312441582775,0
149,STATE-E10C5F8F1F147DC2,30m,coo_td_V221110,coo,延续,POSITIVE,87,6,0.6666666666666666,0.0891392333156168,0.0018422373067937,0.0044414582622273,0.0024931979742873,0.0208261175500537,-0.017201694901943,53
150,STATE-CB67271F3166764F,30m,bar_break_V240428,bar,收盘新低,POSITIVE,77,6,0.6666666666666666,0.0874507910439055,0.0020981283657965,0.0056880047897355,0.0053534830264327,0.0238631531419306,-0.022568132198914,0
151,STATE-E5D2225125286078,30m,bar_r_breaker_V230326,bar,做多,POSITIVE,50,6,0.6666666666666666,0.0859070371597564,0.0055621051061678,0.0024783508291332,0.0020301925647806,0.0215455507719075,-0.0199326555378209,0
152,STATE-61E964EE2AB34203,30m,bar_window_std_V230731,bar,高波N9,POSITIVE,116,6,0.6666666666666666,0.0825651265447479,0.0018403612677473,0.0045962071712675,0.0027826363909043,0.0235976503240595,-0.0204248052624088,0
153,STATE-B043FF6B24B7A7C9,daily,dema_up_dw_line_V230605,dema,看多,POSITIVE,177,6,0.6666666666666666,0.082339010046168,0.0010818666162938,0.0023451421095798,0.0048520348244857,0.0216905289187805,-0.0194626753190548,0
154,STATE-03E0F7F3A2C32514,daily,vol_gao_di_V221218,vol,低量柱,NEGATIVE,177,6,0.6666666666666666,0.081828331838692,-0.001737584457013,-0.0034367355793746,-0.0028853440418822,0.0176219459384231,-0.0218028017765827,0
155,STATE-F0D1AA4EABE52625,30m,dema_up_dw_line_V230605,dema,看空,POSITIVE,350,6,0.6666666666666666,0.0807543820301152,0.0007011576770956,0.0027581095670928,0.0038748227110955,0.0220808344822416,-0.0201122843210115,0
156,STATE-595FF9C20E2B7B0E,30m,bar_window_std_V230731,bar,高波N8,NEGATIVE,141,6,0.6666666666666666,0.0801015216897603,-0.0017521039872344,-0.0023231411437384,-0.0023422779815729,0.0186167494736833,-0.021574396071368,0
157,STATE-2E090F70E107E06D,30m,tas_cross_status_V230624,tas,0轴下金叉第1次,NEGATIVE,102,6,0.6666666666666666,0.0771149735444527,-0.0044445290351713,-0.0018093938806224,-0.0033630364893359,0.0199132948784339,-0.0237858419042057,0
158,STATE-6733FF6613DD4FEF,30m,cxt_bi_status_V230102,cxt,向下,POSITIVE,213,6,0.6666666666666666,0.0740658990312287,0.0017408255562398,0.0025401146654927,0.0031542762107788,0.0219282820936191,-0.0207298839339368,0
159,STATE-F765B34CF98CDF46,30m,tas_ma_base_V230313,tas,看多,NEGATIVE,342,6,0.6666666666666666,0.0732805305898208,-0.0020085843373811,-0.0022545602609764,-0.0015229571469441,0.0190497229947692,-0.0228662740272107,0
160,STATE-4C4353610CB5017D,daily,xl_bar_trend_V240331,xl,做多,POSITIVE,97,6,0.6666666666666666,0.0717471308282155,0.0022415733150045,0.000478324727891,0.0035143915226231,0.0215802184849265,-0.0193590238391983,0
161,STATE-8729899B26EE9CCA,daily,bar_window_std_V230731,bar,高波N4,POSITIVE,45,6,0.6666666666666666,0.0708786182274462,0.0040580977659493,0.0017290243852287,0.0036566063039511,0.0251904591315602,-0.0202236232764073,0
162,STATE-BDDA4C0F1434775A,30m,zdy_dif_V230528,zdy,多头远离,POSITIVE,83,6,0.6666666666666666,0.0708382953599317,0.0038978395106379,0.0025188772976923,0.0026297710007568,0.0235757736086672,-0.0179748677174475,0
163,STATE-1AE50F5377561EAB,30m,tas_rsi_base_V230227,tas,超卖,POSITIVE,74,6,0.6666666666666666,0.0679823352222576,0.0006226097951168,0.0053306516091838,0.0042465143877672,0.0232782289374615,-0.0239190166506128,0
164,STATE-2E55D766501C364E,30m,byi_symmetry_zs_V221107,byi,是,NEGATIVE,141,6,0.6666666666666666,0.0674567622213612,-0.0029875431089492,-0.0019574262863504,-0.0006425010687304,0.0184661939320284,-0.0217687544021758,0
165,STATE-72B98DFFFBA72839,30m,bar_big_solid_V230215,bar,看多,POSITIVE,262,6,0.6666666666666666,0.0646604923464303,0.0015964767297986,0.0024778517177644,0.0030340289773474,0.0226980503509534,-0.0206805555214537,0
166,STATE-E67F56FCD3BC3AA0,daily,tas_macd_xt_V221208,tas,空翻多,POSITIVE,49,6,0.6666666666666666,0.0636980224971109,0.0010386130517681,0.0016109600092171,0.0043815763770709,0.0191634215815074,-0.0169645402001659,0
167,STATE-4962A64561D9C11C,30m,byi_fx_num_V230628,byi,向上,POSITIVE,291,6,0.6666666666666666,0.063677907764806,0.0015342707079149,0.002005117262904,0.0033764552903366,0.0221949073260659,-0.0199121034845367,5
168,STATE-5E315237F79F6F06,30m,xl_bar_trend_V240623,xl,做多,POSITIVE,137,6,0.6666666666666666,0.0619029995782707,0.0020287492412774,0.0011522534791408,0.0024553014080383,0.0199780743269638,-0.0189244951168463,0
169,STATE-9140B00F7097B4D2,30m,bar_window_std_V230731,bar,高波N10,POSITIVE,128,6,0.6666666666666666,0.0618599992284526,0.0019253106629326,0.0039877776590823,0.0016968137165198,0.0245791932222991,-0.0217615231610735,0
170,STATE-4AEA36D0D4101693,daily,jcc_ping_tou_V221113,jcc,顶部,POSITIVE,188,6,0.6666666666666666,0.0600813547048363,0.0014219955340856,0.0019236028241003,0.0032371633204774,0.0217502223124441,-0.0207577112049232,0
171,STATE-21B3C08DB5A542C9,daily,tas_second_bs_V230228,tas,二买,NEGATIVE,44,6,0.6666666666666666,0.0590800441760711,-0.0014491450196245,-0.0001936726167968,-0.0019836615357005,0.0171673711562862,-0.0199419777640436,0
172,STATE-7A03643E34A2DB52,daily,tas_macd_base_V230320,tas,多头,POSITIVE,49,6,0.6666666666666666,0.058714554887616,0.0008822894971103,0.0014887655380489,0.0040994440472812,0.0192037251795258,-0.0169924534297762,0
173,STATE-7D6EA0692C723CAE,daily,tas_macd_base_V221028,tas,多头,POSITIVE,49,6,0.6666666666666666,0.058714554887616,0.0008822894971103,0.0014887655380489,0.0040994440472812,0.0192037251795258,-0.0169924534297762,14
174,STATE-EAED8FFD3BDD6F15,daily,bar_zfzd_V241013,bar,满足,POSITIVE,147,6,0.6666666666666666,0.0574638429160418,0.0012515158429239,0.0040231105911161,0.0027805736322949,0.0218883434567215,-0.0193690427131321,0
175,STATE-12A5A8639C1529E8,daily,cxt_fx_power_V221107,cxt,中顶,NEGATIVE,80,6,0.6666666666666666,0.0573417303901573,-0.0002983317327097,-0.0044140450651557,-0.0022960392933153,0.019466159313864,-0.0222790551387568,0
176,STATE-E9AF0256480B8DA1,weekly,cxt_bi_end_V230222,cxt,新高,NEGATIVE,27,6,0.6666666666666666,0.0557771846893607,-0.00028109935291,-0.0020436912781611,-0.0051713230324593,0.0203434192588946,-0.0199997246230933,0
177,STATE-72A560CD3B3B59EF,daily,bar_eight_V230702,bar,强平衡市,POSITIVE,137,6,0.6666666666666666,0.0551994016914638,0.0013412467508676,0.003058889968058,0.0023202171626215,0.0214392242964805,-0.0190977921662169,0
178,STATE-1E00BB5D88205527,30m,zdy_bi_end_V230407,zdy,看多,NEGATIVE,93,6,0.6666666666666666,0.0538430075178919,-0.0019024318985595,-0.0018112762301306,-0.0004511905203694,0.0210059621763606,-0.0239072297433511,0
179,STATE-63A02749A2180FD8,30m,tas_macd_second_bs_V221201,tas,二卖,NEGATIVE,25,6,0.6666666666666666,0.050195090440172,-0.0031644503584463,-0.0002015590112194,-0.0024800184417861,0.0196997795806296,-0.0232635640691119,0
180,STATE-09E3D238D6636754,daily,bar_tnr_V230629,bar,第3层,NEGATIVE,107,6,0.6666666666666666,0.0494930521604205,-0.000348164007123,-0.0017492552219526,-0.0030907438603345,0.0205722137919242,-0.0219595629266373,0
181,STATE-202240D93A911351,30m,cxt_bi_end_V230222,cxt,新高,POSITIVE,190,6,0.6666666666666666,0.049360259427534,0.0006322667613665,0.002196490049629,0.0023344617714315,0.022094954016269,-0.020891470072257,0
182,STATE-71E1913DE3FBBA9C,30m,tas_ma_base_V221101,tas,空头,POSITIVE,354,6,0.6666666666666666,0.046957428216576,0.0001714282264469,0.0017929281688909,0.0021152276557755,0.0220746263943204,-0.0206025421345393,29
183,STATE-43CDDE8E170F1C26,30m,cxt_bi_base_V230228,cxt,向下,POSITIVE,349,6,0.6666666666666666,0.0445969945487388,0.0011904761638195,0.0016025174775637,0.0020057665240253,0.022089727552616,-0.0207325079082329,56
184,STATE-8AC80A4EA648A504,30m,bar_window_ps_V230731,bar,压力N4,NEGATIVE,197,6,0.6666666666666666,0.0430483553024994,-0.0015242227508751,-0.0006047460251832,-0.0022096724153016,0.0194325813951996,-0.0220878355611268,0
185,STATE-171E6B8DACB549A2,30m,zdy_macd_V230519,zdy,多头连续缩柱,POSITIVE,193,6,0.6666666666666666,0.0427583413576449,0.000721431183031,0.0014069970384314,0.003650465146158,0.0214674720329655,-0.0197669520085844,0
186,STATE-C9829B820AC14468,30m,zdy_bi_end_V230406,zdy,看多,NEGATIVE,112,6,0.6666666666666666,0.0418246555888663,-0.0020191655127116,-0.0013316461995946,-0.0018928350777616,0.0206873602641904,-0.0230015089186579,0
187,STATE-E0B5E02C7CF43225,daily,tas_dif_layer_V241010,tas,多头远离,POSITIVE,20,6,0.6666666666666666,0.0401325375198973,0.0018165117050712,0.0012575855098537,6.629945113032499e-05,0.027900408738648,-0.0201564497715401,0
188,STATE-1B2EE4EBC6366C54,30m,vol_ti_suo_V221216,vol,梯量,NEGATIVE,324,6,0.6666666666666666,0.0384947062757851,-0.0015668830100328,-0.0012810485236607,-0.0010414410415607,0.0202461376306666,-0.0228154622552418,0
189,STATE-99DF5EE558AE2CCD,30m,obvm_line_V230610,obvm,看空,NEGATIVE,135,6,0.6666666666666666,0.0380368812808506,-0.0036800826277239,-0.0011831529987,-0.0002445740024338,0.0190478830495013,-0.0247890437484802,0
190,STATE-B011A0F4259D5CA8,30m,cxt_bi_status_V230102,cxt,向上,POSITIVE,242,6,0.6666666666666666,0.0375135414592103,0.0002758785593612,0.0012993584091666,0.0030516806917497,0.0205147633397943,-0.0211870382552627,0
191,STATE-1E7AD7378C45A381,30m,cxt_second_bs_V230320,cxt,二买,POSITIVE,151,6,0.6666666666666666,0.0352346313763024,0.0004031967526666,0.0011503756509723,0.0021941170471017,0.0217303396843292,-0.020075747507273,0
192,STATE-6A9DE673239FF8B2,30m,bar_volatility_V241013,bar,中波动,NEGATIVE,292,6,0.6666666666666666,0.0332789951668054,-0.0017458821905521,-0.0010001330763107,-0.0016513257383336,0.0195214501746516,-0.0218487803751985,0
193,STATE-16D85F99E900D1CC,30m,tas_boll_power_V221112,tas,多头,POSITIVE,250,6,0.6666666666666666,0.0288383950327483,0.0007585198397961,0.0010210412538981,0.0008482771027698,0.0215023277577102,-0.0204505240362863,0
194,STATE-C5C886C883939D98,daily,bar_fang_liang_break_V221216,bar,放量突破,POSITIVE,241,6,0.6666666666666666,0.0235515362033712,0.0001804492451898,0.0006809971593959,0.0034762678221694,0.020563282723161,-0.0205963028977802,0
195,STATE-95421EF1F9B0BD41,30m,xl_bar_trend_V240330,xl,看多,POSITIVE,241,6,0.6666666666666666,0.0190085896067337,0.0003751560019023,0.000668359719225,0.0025605069976868,0.021312318251648,-0.0202093820631049,0
196,STATE-169400D3834DE233,30m,dema_up_dw_line_V230605,dema,看多,POSITIVE,349,6,0.6666666666666666,0.0173885461084378,0.0004295998347699,0.0002710025160966,0.0012106654231599,0.0210858471022649,-0.021489007154064,0
