candidate_id,first_front_count,mean_pareto_layer,worst_pareto_layer
805,0,11.0,15
806,0,15.8,23
807,0,8.0,14
808,1,5.4,14
809,0,7.8,13
810,0,7.4,13
811,0,8.4,22
812,0,8.6,15
813,1,7.0,16
814,0,7.8,12
815,0,7.0,11
816,0,8.8,13
817,0,9.8,15
818,1,8.0,23
819,0,5.4,12
820,0,5.4,10
821,0,7.8,18
822,1,17.6,28
823,0,10.2,16
824,0,5.6,14
825,1,7.2,21
826,0,17.0,23
827,0,7.4,16
828,0,6.6,17
829,1,5.4,14
830,0,7.4,10
831,0,10.2,19
832,0,6.2,9
833,0,6.6,9
834,0,5.0,7
835,0,9.6,13
836,1,2.2,4
837,0,11.8,15
838,0,6.6,12
839,0,11.2,15
840,0,8.6,13
841,0,6.8,12
842,1,5.6,12
843,0,12.6,17
844,0,10.2,16
845,0,12.6,16
846,0,12.2,15
847,0,11.8,13
848,0,11.2,15
849,0,9.4,15
850,3,1.4,2
851,0,8.6,13
852,0,12.4,19
853,0,4.2,7
854,0,14.0,16
855,0,4.6,7
856,0,5.6,9
857,0,11.6,14
858,0,15.2,18
859,0,10.6,15
860,0,11.6,16
861,0,3.4,5
862,0,17.0,23
863,0,17.4,24
864,0,12.0,18
865,0,15.0,18
866,0,5.4,9
867,0,15.8,25
868,0,15.4,24
869,0,16.0,21
870,0,11.6,13
871,0,13.8,19
872,0,11.8,13
873,1,3.0,6
874,0,14.8,24
875,0,15.2,24
876,1,3.4,10
877,0,9.0,11
878,0,6.0,10
879,0,16.6,22
880,0,17.4,22
881,0,13.2,23
882,0,11.6,18
883,0,4.2,7
884,2,2.4,6
885,3,3.2,8
886,0,15.6,27
887,0,16.4,24
888,0,13.0,16
889,0,9.4,13
890,0,6.2,16
891,3,3.2,8
892,1,6.2,11
893,0,14.0,19
894,0,14.8,19
895,0,9.6,14
896,0,10.8,19
897,0,3.8,5
898,0,14.8,19
899,0,3.4,5
900,0,4.4,7
901,0,7.6,14
902,0,14.4,19
903,0,9.6,14
904,0,11.6,19
905,0,13.2,19
906,0,12.0,19
907,0,15.2,21
908,1,5.6,11
909,0,9.6,14
910,0,3.4,5
911,0,5.4,7
912,0,3.8,5
913,0,14.4,19
914,0,10.8,14
915,0,4.4,7
916,0,4.2,6
917,0,8.4,19
918,0,5.8,7
919,0,10.6,14
920,0,5.4,7
921,0,10.0,13
922,0,8.4,12
923,1,6.2,13
924,0,15.4,24
925,0,10.0,26
926,1,6.0,19
927,0,13.6,19
928,0,14.8,25
929,1,6.4,20
930,0,16.8,32
931,0,12.8,27
932,0,10.8,18
933,0,14.8,24
934,1,8.6,26
935,0,7.6,11
936,2,4.8,16
937,0,19.8,35
938,0,17.0,22
939,0,13.2,19
940,0,8.6,12
941,0,8.0,21
942,0,8.8,21
943,0,10.2,25
944,0,21.2,25
945,0,12.0,23
946,0,9.2,15
947,0,22.2,37
948,0,9.0,14
949,0,9.8,23
950,0,16.8,20
951,0,12.6,19
952,0,6.6,10
953,0,6.8,15
954,0,6.6,13
955,0,14.4,23
956,0,9.4,20
957,0,8.2,18
958,0,18.2,25
959,0,9.0,18
960,1,6.4,13
961,0,6.0,14
962,0,10.2,18
963,0,7.0,15
964,0,13.2,20
965,1,6.4,13
966,0,7.8,12
967,0,12.6,24
968,0,9.8,18
969,0,7.0,13
970,0,8.4,16
971,1,7.8,19
972,0,10.2,16
973,0,14.2,25
974,0,8.4,17
975,0,11.0,16
976,0,11.4,22
977,2,6.2,16
978,0,12.6,20
979,0,5.4,13
980,1,6.8,14
