variant_id,variant_kind,window,sessions,total_return,cagr,maximum_drawdown,calmar,closed_trades,win_loss_ratio,win_loss_ratio_status
SOLO-F11,standalone,2023,242,-0.008870625206563343,-0.00923548218102943,-0.06778189900707599,-0.13625292764466967,5,0.5357192304415046,VALID
SOLO-F11,standalone,2024,242,-0.018627402605459698,-0.019389619887634102,-0.03783468662968226,-0.5124826347160085,2,0.1795391344128992,VALID
SOLO-F11,standalone,2025,243,-0.13126408708240755,-0.13577990661066375,-0.14250638792644332,-0.9527987382625154,5,0.13866903914605638,VALID
SOLO-F11,standalone,2026,162,0.23007161552510302,0.3800401725667648,-0.11430623897805958,3.324754413796357,8,1.3005781061784325,VALID
SOLO-F12,standalone,FULL,1374,-0.2727979030000004,-0.056750239279710124,-0.4727492992962322,-0.12004298972878968,17,1.3300906629105325,VALID
SOLO-F12,standalone,2021,243,-0.10629978900000037,-0.11001199866919387,-0.18504089051686134,-0.5945280438388796,3,0.17500832949597914,VALID
SOLO-F12,standalone,2022,242,-0.19193530994925523,-0.19902015194916745,-0.27152423063103603,-0.7329738177938468,4,1.086297857442896,VALID
SOLO-F12,standalone,2023,242,-0.03339756870061805,-0.0347533754401248,-0.09319292173575966,-0.37291861648747254,3,,NO_WINS
SOLO-F12,standalone,2024,242,-0.1450662866665685,-0.1505853748370588,-0.17791785136899607,-0.8463758621092463,3,,NO_WINS
SOLO-F12,standalone,2025,243,0.40383494390245245,0.4215829253269425,-0.17474933478277244,2.4125008879204275,2,,NO_LOSSES
SOLO-F12,standalone,2026,162,-0.13199793737665833,-0.1976467385650046,-0.29892477399948836,-0.6611922321478209,2,0.17475964265114668,VALID
