trial_number,min_return_delta,win_count,median_return_delta,mean_return_delta,active_factor_count
539,-0.14082962716726088,4,-0.014589709913997384,-0.03509353491560829,17
410,-0.14108318701594147,5,0.032083603937740734,0.0005326478428906156,15
591,-0.1411202860158305,3,-0.05922714916510874,-0.03231745429001605,16
579,-0.14120694813941803,3,-0.00243437729957946,-0.02718666769995097,17
433,-0.14229038052110332,3,-0.03872912523024974,-0.03599328629998173,14
337,-0.14322026351977324,3,-0.04218279988985019,-0.03301483169198231,7
1,-0.14466557563827975,1,-0.045591438070913204,-0.055056049900428256,8
162,-0.14521738122943728,6,0.030015285943744585,-0.007948984462985031,14
512,-0.14582136314108796,3,-0.050043139608765774,-0.039503504800395384,14
429,-0.15023090074264167,3,-0.04098873789250346,-0.030128572528348704,8
500,-0.1507916981615509,3,-0.06809253727761722,-0.05027488699335071,7
594,-0.15174215598889695,3,-0.05735921607567018,-0.05290113071605433,15
420,-0.15260800281199405,2,-0.046388542634746455,-0.04852338493798261,11
289,-0.15668237807640573,2,-0.08503896176501519,-0.051739633331142135,8
277,-0.15675068661321312,0,-0.06922246213207689,-0.0755353419254138,16
511,-0.1569434466026518,3,-0.03135084200582133,-0.035565628109064135,15
432,-0.15714903910457334,5,0.012330644992961215,-0.008320763177712798,14
574,-0.15733672458716264,2,-0.05767832317373284,-0.0588693932407679,14
271,-0.15768976051575534,2,-0.062328511656853325,-0.05670091586737126,10
408,-0.1584708535809468,1,-0.04756688191797698,-0.06153356487642436,6
336,-0.16063657332172543,2,-0.06560924180948041,-0.056807812781828754,9
122,-0.16073231272275534,3,-0.019489909187546173,-0.03068410049449996,17
338,-0.16105723416825013,1,-0.04475872147898108,-0.03435088804517343,14
452,-0.16142418630994348,3,-0.07232227293821164,-0.023946055809289823,14
459,-0.16159274997233353,2,-0.04137505071869618,-0.05200519647808509,11
487,-0.16323032397057968,2,-0.022865483731555836,-0.03742567110021426,13
187,-0.1637880973899961,2,-0.028900183440837113,-0.03239556595944111,14
313,-0.16416726255339986,5,0.026568198978916935,0.014812497842126626,16
272,-0.1643494577068303,4,0.004969704468200331,-0.025944968131659307,8
265,-0.16547013476299555,3,-0.015167371344588565,-0.01499872496347189,10
298,-0.1657900234859806,0,-0.09380234360973627,-0.09558342322397798,6
177,-0.16602921755927247,1,-0.05765860186076782,-0.06578137975395586,17
235,-0.16822355923944943,3,-0.03315548245005662,-0.04017346291697456,7
378,-0.16860679633172937,1,-0.11106718839704577,-0.08547608283117604,6
589,-0.1696219250324622,4,-0.00428934629183203,-0.025351262204404326,18
513,-0.1700096899128165,2,-0.016626541256742566,-0.024287006617039142,6
352,-0.17031325551126786,2,-0.02835711292912052,-0.0539830785664014,6
575,-0.1705831108256468,2,-0.035455351581604955,-0.039691873531938496,17
540,-0.17111857521754947,1,-0.03254989025064359,-0.04932629371397104,8
164,-0.17254773877299168,4,-0.008799291231912032,-0.019171948759418772,9
135,-0.17432045743255775,3,-0.01664704589641053,-0.030608152601403177,15
335,-0.17599981246196328,2,-0.028528467267727065,-0.031234843303420676,14
543,-0.17646134982453732,3,-0.043039345736455625,-0.03981538838566494,12
508,-0.176551082266605,3,-0.01705045606854716,-0.026558174212756316,15
379,-0.17674953669255866,2,-0.049152976517975455,-0.04378383173008679,12
503,-0.17706802317776482,3,-0.010130296761723612,-0.014781832433130596,7
564,-0.18058104127403407,4,0.007893278119583291,-0.031300540728012735,9
547,-0.18107658184907072,5,0.014948443839659764,0.004376580947179673,17
334,-0.1811335233154383,4,-0.017861502787298367,-0.006383958794016029,13
247,-0.18157021089833725,2,-0.1328314717539812,-0.07033659697952334,10
332,-0.18167510222006356,4,-0.008493545386439538,-0.018935563847655268,7
383,-0.1831607086771041,2,-0.04641605844601138,-0.06356588628366068,7
148,-0.1833883717318885,3,-0.011611478166628275,-0.03612172013752207,15
493,-0.18472226590119734,1,-0.02593803631370395,-0.04178378711273725,9
103,-0.18531457578697008,3,-0.011671254440058898,-0.026931183172420506,16
40,-0.18544830213465158,3,-0.05557613648489074,-0.05434261680378247,10
362,-0.18592288561785564,3,-0.0022307836371568968,-0.02087059887803655,16
75,-0.18796324973196266,3,-0.049232035255491635,-0.04936823196651484,6
48,-0.18804083130994242,2,-0.02861629602099247,-0.049520085036347014,13
278,-0.19056117100313918,1,-0.06681481892445662,-0.06447106992711693,12
479,-0.19106495032088966,4,-0.018232425779097783,-0.03424825044912179,17
7,-0.19146886852623535,3,-0.058502729000204035,-0.05427498105098923,10
437,-0.1919814958128354,3,-0.01827529896972918,-0.037556003761274576,12
64,-0.1931053970273383,4,-0.02185963348779263,-0.046022116631968174,15
299,-0.19386894680520594,3,-0.06487755448583282,-0.06455896820038587,10
358,-0.1946170116726489,2,-0.03573788081056534,-0.048396965054854704,13
530,-0.19596987028460977,2,-0.028157828572695665,-0.04739258866363054,14
302,-0.19603018546995865,3,-0.05107662799662388,-0.043572817045350556,13
557,-0.19674925890005235,4,-0.035392876250390004,-0.03880911457012,15
276,-0.19683964278070099,3,-0.023119554500793338,-0.05293887094634518,10
306,-0.1968636756568085,3,-0.03655665523416718,-0.01394284305722672,9
106,-0.19715096674343058,1,-0.03416272901357098,-0.05281333570330478,15
346,-0.1977868556229665,5,0.02216876080303609,-0.013045942008879985,6
485,-0.19952549977027134,2,-0.035443500090475755,-0.06923874527045773,16
58,-0.19956087741152595,3,-0.09304337158531212,-0.027871129797969935,14
426,-0.20034537256779883,2,-0.022418672734533795,-0.04325518443932984,11
472,-0.20090462800782583,4,0.012868338680472158,-0.002608781752246825,8
151,-0.20091683022898832,3,-0.08448159848544251,-0.04083783166016956,12
450,-0.20099261035189753,4,0.0021071781227922637,-0.027510230976301314,12
497,-0.2010398980684247,3,-0.01067113113243856,-0.0179211139314346,6
386,-0.20105414793996146,2,-0.061293006705405384,-0.061953054535716506,13
311,-0.20139400834406296,2,-0.051206912232373,-0.046729051586445094,16
451,-0.20293946036893962,1,-0.04037305151099696,-0.06213705901227613,12
446,-0.20363033878397396,2,-0.06893780403259053,-0.06443268899011119,13
599,-0.20429359345675357,3,-0.06767077771152968,-0.06346780368513773,11
18,-0.20489675805195595,3,-0.050142624488336784,-0.04983061369726263,7
559,-0.2059433885196893,3,-0.011722531371662348,-0.047673330838271105,7
582,-0.20604439330497104,2,-0.07006610275400232,-0.059715559833905,14
13,-0.2064469708724168,2,-0.10220765831076728,-0.08741860464398508,8
562,-0.20707976535022665,2,-0.06524306354751097,-0.07494687817749114,13
560,-0.21048201696333568,3,-0.0687871456854231,-0.06592086613518067,18
149,-0.21148041079658908,2,-0.07154667868436532,-0.06897404046858795,14
238,-0.21161467208092288,4,0.0018887928768807072,0.0033069062622427953,14
283,-0.21270875450619053,2,-0.022914326351001713,-0.022379212146687186,10
577,-0.21293377496804544,2,-0.06333351266984188,-0.04409893200958666,12
593,-0.21428653918046037,4,-0.0015463194321646556,-0.04285813088859855,8
339,-0.214605355261674,4,-0.006618362414935519,-0.013809293025148953,13
261,-0.2152136439861132,4,-0.01287289254567403,-0.01572275587624289,8
108,-0.2163688051446382,3,-0.04812399347826779,-0.03842923901231038,15
427,-0.2163792245939572,3,-0.005016895065064975,-0.017595277127299996,8
207,-0.21712319561668592,4,-0.04484934074192065,-0.049128608165202745,8
569,-0.2176750706230115,1,-0.05549965443977056,-0.08499373566492355,10
404,-0.21822158768595312,4,-0.040330241334078976,-0.016457015911552283,15
328,-0.21914065009536132,3,-0.011564172376207993,-0.030854490239785606,13
166,-0.22013663568203679,1,-0.05170644526013135,-0.06579307959502154,14
294,-0.2202099235570707,3,-0.0726862788753263,-0.05464257692728572,7
52,-0.22074712238916638,3,-0.0751322389215468,-0.033277809312060425,12
241,-0.22126455504109777,3,-0.07851489853091675,-0.04790047677382962,6
553,-0.22416898158155352,3,-0.0160689075924485,-0.04282748109608761,15
423,-0.2255210789181643,3,-0.0683272230023878,-0.06670314347722581,11
510,-0.2271145045558718,5,0.02520502521363821,-0.00764462267191468,7
201,-0.22717375593616085,1,-0.10469755088824872,-0.09624952158931582,9
260,-0.22809644115826044,2,-0.06398030487570555,-0.08801989151578186,11
323,-0.2295834789683333,1,-0.030192825375327748,-0.0537001728640725,7
329,-0.23078506125287368,5,0.017521099373238536,-0.01252001648188919,9
438,-0.23132342565872,2,-0.08016301328323078,-0.06737107255847125,10
354,-0.2321507923863808,1,-0.11011211455038356,-0.10319961024032137,8
411,-0.23237117775722105,1,-0.03586693839449551,-0.07559303068128916,15
422,-0.2326679956548492,1,-0.0353271639794438,-0.06575264003591572,12
361,-0.23311716487337186,5,0.03428923166464681,-0.0034558924032166705,14
602,-0.23344245463399527,0,-0.11685853903668425,-0.1344244395967695,6
273,-0.23366748393514813,3,-0.04684151894996541,-0.05495698056949112,13
548,-0.2344539024221567,2,-0.04276578881354964,-0.05758482371476108,11
596,-0.2345467351548286,4,-0.006202576747854849,-0.049422468673610304,17
603,-0.23586031314352107,5,0.013346402867282836,-0.02798360521248136,15
604,-0.23594483557043944,2,-0.058984243218357435,-0.06529352495097414,15
244,-0.2364955780991339,1,-0.11545703222268189,-0.06906878082807362,16
567,-0.23680093987352446,2,-0.03875162346084887,-0.06265952472317267,11
145,-0.23738237663554806,2,-0.04157148338666894,-0.05438939553023597,10
519,-0.23839441948616635,3,-0.055724573340561356,-0.04499968843812811,9
83,-0.23916175777103887,1,-0.11572480188730017,-0.12270062050324083,14
227,-0.23933200730191295,2,-0.13093655728588566,-0.11655295294754123,10
340,-0.2404104051676541,1,-0.08581112578272104,-0.05320361500148345,11
507,-0.24069667450680265,3,-0.027185575218292568,-0.03990724779266988,6
147,-0.24070037890693918,2,-0.12527905010914747,-0.09783115636465181,16
592,-0.24106418413137554,2,-0.0622555961212633,-0.057434483253712934,6
102,-0.2419072036025982,2,-0.045676298387563374,-0.07238359655688825,8
183,-0.2421836353266792,2,-0.08078499243961096,-0.09905128594195968,17
578,-0.24367276873505062,3,-0.06117944889881327,-0.07623397707978466,16
314,-0.2467424054619558,1,-0.07736068500151566,-0.0973642250232016,7
396,-0.24793820293517088,4,-0.010686910816557815,-0.046318122242673065,9
461,-0.24911021929457577,3,-0.05548421161001993,-0.05781947093434464,14
275,-0.24982074608271632,1,-0.10152972493321921,-0.11356454901642078,14
285,-0.25009757804156874,4,-0.01616398879322911,-0.04388686866865603,11
385,-0.25036621706502427,2,-0.05220312709188846,-0.0751208650421112,8
120,-0.2509800237152804,2,-0.03957506415202777,-0.08249576849713093,15
546,-0.25124584863799493,1,-0.05380114363645261,-0.08197316138052756,16
460,-0.2519807170328209,2,-0.05184460558029086,-0.05758478032324514,14
449,-0.2522798705919298,4,-0.011763315447622547,-0.04288243536403097,8
368,-0.2522798705919298,4,-0.01933561320632593,-0.034882209001719525,9
537,-0.2522798705919298,4,-0.03087400557499409,-0.043108687812098256,6
563,-0.2522798705919298,4,-0.0398939461658091,-0.04078588534117468,7
288,-0.2522798705919298,3,-0.037450253433026715,-0.04924487772709636,6
176,-0.2522798705919298,3,-0.05483761852138086,-0.053243528985723085,11
300,-0.2522798705919298,3,-0.08352180414562904,-0.0701411682792599,8
541,-0.2522798705919298,2,-0.044625110446791516,-0.06663310728036853,7
529,-0.2522798705919298,2,-0.05570551017596359,-0.06651572106806197,9
191,-0.2522798705919298,2,-0.05570551017596359,-0.07066540909314689,18
206,-0.2522798705919298,2,-0.060189528502481604,-0.057382285028015276,10
269,-0.2522798705919298,2,-0.06597740076777747,-0.08208439385978299,9
242,-0.2522798705919298,2,-0.0747790391416947,-0.06627691066307226,6
91,-0.2522798705919298,2,-0.09760224933505479,-0.08884392904606347,11
509,-0.2522798705919298,1,-0.10148709710477816,-0.08950937540955842,14
38,-0.2522798705919298,0,-0.08156533012052536,-0.09334114928879429,11
356,-0.25355935965300436,5,0.00971972861444459,-0.024310201990235994,7
2,-0.25385658280368384,3,-0.03874515745496032,-0.0428302225131197,9
37,-0.25473080573260654,3,-0.023830114157078197,-0.07444509891193793,8
363,-0.2552308609294278,3,-0.12188468883295961,-0.08530331244270217,6
160,-0.25580005471886613,2,-0.09554341262910415,-0.09514474655599493,8
481,-0.25678035080471395,2,-0.050772417291997496,-0.06329205412465332,12
236,-0.2571887182054142,2,-0.06818073407016745,-0.06981901825573492,9
223,-0.25771120133880765,3,-0.09672187149153655,-0.08409739952855175,8
424,-0.2580877242506021,2,-0.02695227338322881,-0.04911354823714863,8
304,-0.2585348059738217,2,-0.16738970291741728,-0.13630645955170928,9
150,-0.25864984238936584,3,-0.10864057865913984,-0.0730310966924302,9
430,-0.2587419423648465,2,-0.036950546639277215,-0.06438904907609293,11
522,-0.258882783875943,4,-0.03374608154277897,-0.04373519488120632,14
27,-0.25941937738388465,3,-0.06057905038586486,-0.06387406448427245,11
320,-0.25968131066092726,2,-0.041384135977364456,-0.08058218823791663,15
188,-0.26051879274342227,2,-0.05955410467064676,-0.07680227798680146,7
303,-0.26148026447537753,1,-0.08666981893330233,-0.08362452558367653,10
542,-0.26165414839916046,5,0.02033420467905961,-0.0014452675600245685,6
442,-0.26208352659070266,3,-0.025387574662879442,-0.042319178278206346,6
607,-0.2623819089795447,3,-0.019998834965323342,-0.03560748178656313,16
182,-0.2623819089795447,2,-0.016464499430903223,-0.061375600869080615,10
248,-0.26275529231097805,2,-0.041424805752243,-0.07344502294325707,18
470,-0.2630975259666519,3,-0.07846564338434714,-0.04752037291531942,16
79,-0.26367936427352956,2,-0.022889404867054375,-0.05788388051551051,15
465,-0.2639160852429714,3,-0.021440007799670147,-0.06724199312527222,15
521,-0.26419063851009983,3,-0.030813349237047538,-0.029809186027148896,9
296,-0.26514868454020557,0,-0.05722487438312751,-0.09004512856147762,12
214,-0.2658676057495991,3,-0.06991907594264679,-0.06058159291820843,10
376,-0.26689876870524243,2,-0.1007536764376476,-0.10380699798370624,10
113,-0.26696598062773824,1,-0.1902339436278066,-0.16803335399138147,7
506,-0.26707340350237385,2,-0.0616370303781229,-0.07773498217664275,9
185,-0.26709382985761776,1,-0.1296322608679898,-0.12622812196649227,7
417,-0.267284338708178,3,-0.04513128275955253,-0.05061587360639719,16
414,-0.2687596423080645,3,-0.010450535661547855,-0.04518557893334153,8
498,-0.2695958749908207,4,-0.013957681308185532,-0.05350856019304012,16
447,-0.2700292198472304,1,-0.06566607075176228,-0.08436113206500008,14
205,-0.27128293837989803,3,-0.0032212158218143383,-0.04403851163723198,9
330,-0.2714348130877309,0,-0.07562035266662248,-0.09575853941396856,11
555,-0.2717981738194448,2,-0.02252497351213839,-0.07351164128033956,13
290,-0.2724520130992125,3,-0.07807086701080129,-0.06440063539633815,10
307,-0.27295986555186524,4,-0.01030949571485773,-0.012043051174219499,11
398,-0.273971710389296,2,-0.048557751375853886,-0.08095725275116558,17
109,-0.2741261694994134,2,-0.058858295097863056,-0.03283340825121479,9
326,-0.275565431599587,1,-0.13367856615807744,-0.12662293816213543,14
239,-0.2757374512221633,3,-0.0984136430857796,-0.08213924069677463,10
141,-0.2765335468870487,4,-0.009481180306415593,-0.06135375485341227,13
351,-0.2768362601825034,4,-0.012753869231431736,-0.03425124107641807,9
233,-0.2770249797414508,2,-0.09628375495732133,-0.1004964995272902,16
353,-0.2775384131457561,4,0.0026556912325964577,-0.01897781693204903,8
138,-0.27805511023970286,2,-0.09175290447390172,-0.040562833320763325,12
443,-0.2791733355943826,4,-0.032927232674368645,-0.05772481588239166,9
348,-0.27989592611531355,3,-0.011693738329469183,-0.04489747877564154,12
477,-0.28017482591137643,2,-0.08521141860008968,-0.09116144338836772,16
366,-0.2802254110333464,1,-0.14372913399023962,-0.13767746874551312,6
213,-0.2805406532468693,0,-0.12237398276288664,-0.14137755852992373,14
153,-0.28095811309889684,1,-0.12092684130214315,-0.1003058427744966,18
419,-0.2809819114668415,2,-0.17229105550592572,-0.137777350500418,7
178,-0.28195099184605965,1,-0.09577460487027262,-0.0975976848420187,12
77,-0.2823901398896842,2,-0.031913182956377906,-0.06280397372153115,12
56,-0.2825538754600553,2,-0.12985216860832582,-0.08359566576223383,14
171,-0.2827267366689883,2,-0.036950546639277215,-0.0730083854926628,17
99,-0.2827267366689883,2,-0.060515057428440544,-0.07632721155239133,18
65,-0.2827985275463638,1,-0.04906985463597363,-0.07338520118043282,12
601,-0.2833770494938901,1,-0.13136438638121634,-0.12747605072145302,16
41,-0.2837396886144852,1,-0.1654460226716386,-0.14616275315294902,7
4,-0.2838645258598267,1,-0.11175707679158009,-0.14344731408203554,15
597,-0.2848628588024138,1,-0.14400918937607987,-0.12108640488757802,7
62,-0.2873218316883488,1,-0.1633183315955261,-0.14403576060608397,15
496,-0.28744211490740934,4,-0.012189187316607453,-0.06862472209279508,9
389,-0.28751470823503156,4,-0.036835886092409065,-0.08499395080545992,7
520,-0.28786916535135887,4,0.00025770666101232464,-0.028871018593051342,18
552,-0.28786916535135887,3,-0.0331148052929911,-0.047085531733164515,15
115,-0.2885262140879712,1,-0.059672823031476085,-0.10635278571590412,10
222,-0.28871277863576816,2,-0.0784393813197003,-0.0822252099094845,8
204,-0.2894588294784006,2,-0.10730354555221217,-0.06941878257851795,10
200,-0.2903200092488749,3,-0.0440395523734774,-0.0592214146043908,17
478,-0.29074482972255633,2,-0.09978988364300684,-0.08615713352298948,16
33,-0.2908049523598153,2,-0.05391733796888715,-0.08657978460980972,8
502,-0.2909628399023185,4,-0.0024145719641847085,-0.028562120888101228,14
174,-0.29160422670859154,3,-0.07611599791513535,-0.08366606951941095,14
317,-0.29212502250907446,1,-0.11767419010948366,-0.09514673208935034,8
409,-0.29251886874760924,1,-0.061068738647593046,-0.08780412378369176,17
16,-0.29284901692600995,2,-0.1006912346806828,-0.11549549096324076,17
350,-0.29345910460735225,3,-0.017169960450614807,-0.06386114696572107,10
605,-0.29440804041835333,3,-0.026718039481140543,-0.06586514294942172,17
333,-0.2945084839357016,3,-0.0607298882424151,-0.0773844234814392,14
5,-0.29527161167053617,3,-0.05074696887735336,-0.05706287019881158,6
219,-0.2959301192636705,2,-0.07480812699481532,-0.09341773744727773,10
181,-0.29607398199316237,1,-0.03190115261409032,-0.08561699117758909,7
309,-0.29614386950834715,1,-0.08640393633091487,-0.12523323194638775,11
391,-0.2969257581983896,3,-0.08549853140067037,-0.06558688984242318,9
393,-0.29745333897990545,2,-0.036950546639277215,-0.074605422734606,6
107,-0.29796840081630493,5,0.0047313580687202705,-0.06585078846845667,9
262,-0.2983658625280624,5,0.022539336261255538,-0.057771161511789376,16
475,-0.2992129889766516,5,0.012841366231289952,-0.030713236089595128,15
544,-0.2992366381410766,3,-0.026167740142201523,-0.04562452438827007,8
232,-0.2996136945933776,4,-0.008489216481586181,-0.054458961189204014,17
22,-0.29979817621538485,2,-0.040436594994982256,-0.08111567885416834,15
23,-0.30178309270510717,3,-0.038088055484172934,-0.07083344805648605,11
253,-0.30215037125036337,2,-0.06368506659451562,-0.07379175297897847,12
263,-0.3034860763635254,1,-0.18034880357863803,-0.158288946390425,11
221,-0.30378627930236957,2,-0.11450131100715294,-0.09423547815290953,9
194,-0.30582769314425917,3,-0.057256013700160646,-0.06438797099268888,8
212,-0.3059614157688306,2,-0.0793924665589878,-0.09950494766395947,11
218,-0.3061777455140311,2,-0.1411953193880261,-0.10771203323952755,6
100,-0.3066139140826485,1,-0.06492711715557492,-0.10252712226535839,11
341,-0.3077592633086761,1,-0.18865595474749658,-0.17071019773845364,9
130,-0.30839020476410917,3,-0.12444123060979256,-0.1018704871204036,7
505,-0.30917345305450006,2,-0.06132591891586581,-0.07017257132405093,17
315,-0.3113088747578141,2,-0.04649885462218878,-0.06218660474543243,9
257,-0.31192251604783583,3,-0.030495245967360418,-0.04710084359651856,7
254,-0.3128419322872057,1,-0.16607336805187034,-0.16645036570324057,9
215,-0.3147749422169749,1,-0.14710011256641853,-0.1417965051319825,18
250,-0.3148766785034157,2,-0.10473185104939936,-0.10333850734914207,6
60,-0.31642075493742317,3,-0.021725702477670084,-0.041541244995060386,15
158,-0.3165072577862984,2,-0.06607590248216533,-0.08551176098042651,6
469,-0.3165652409746683,1,-0.09580787788124429,-0.12456163347074244,10
576,-0.31670947260039906,3,-0.012559641223857665,-0.0411858581371871,18
111,-0.31710099981983175,2,-0.07282364206027292,-0.09751815644980481,7
211,-0.3173186985328076,1,-0.09218849460584655,-0.06690623634215762,13
308,-0.3189666353045939,4,-0.014720818721242646,-0.06837704884346658,15
515,-0.3191668448629983,3,-0.03879687702449386,-0.06769725973706325,8
384,-0.3204336755398747,1,-0.12134443948291324,-0.13508094793050504,8
126,-0.3227177541716395,3,-0.055110862527031734,-0.02626969216342577,6
484,-0.32396394790175287,5,0.012826998911555532,-0.041473484298943764,11
373,-0.3247054078402619,3,-0.03145253645769225,-0.06396860115396151,8
380,-0.3249951338009538,4,-0.011865900307892863,-0.04853055106491529,6
94,-0.3257650812473738,2,-0.06641243659183632,-0.08786098710484726,8
192,-0.32710127812377743,1,-0.12906021963460795,-0.12944489997507191,7
216,-0.3278411537977566,2,-0.055946310514051356,-0.06170478073201563,8
318,-0.32849136397967116,1,-0.061251214927350583,-0.07816766099095482,8
17,-0.32906911344411083,2,-0.054189286552387694,-0.08620713783188229,11
97,-0.3294206104689268,4,-0.0252540460700324,-0.059598254530317515,16
464,-0.32948424957149514,3,-0.0366335579382332,-0.042737221787462365,7
226,-0.3299705421544812,4,-0.004524353439715412,-0.012690684204081315,12
61,-0.3300440217732954,4,-0.03468318003428539,-0.05030904290140789,13
561,-0.33086947253203425,3,-0.03695832009925798,-0.0558191915335272,12
155,-0.3311115657979906,1,-0.11160027173515813,-0.13525040161620466,16
217,-0.33137926102665705,2,-0.1030453270727108,-0.0960276121699587,15
252,-0.3319183449625953,2,-0.028715273733185054,-0.08939531607074813,11
584,-0.3328563638276125,2,-0.04221192151271025,-0.07556131155727902,10
32,-0.333874220853976,1,-0.152568168819059,-0.1362640292091672,17
292,-0.3339618015762411,0,-0.15466748977971528,-0.17080665174449072,7
124,-0.33545874248829355,2,-0.10560221797506097,-0.13203170226472766,7
473,-0.33593538291370817,1,-0.0853509349088532,-0.11496579989166296,10
131,-0.3367533193925575,2,-0.14675610471554668,-0.09002046970290586,14
20,-0.3367963932394422,1,-0.09454281440559958,-0.11875652875531184,12
78,-0.33682915046116846,3,-0.03903160972028752,-0.0972740506121247,12
127,-0.3374650361036293,1,-0.07487359266641935,-0.09700011900207794,12
516,-0.33779565153621216,0,-0.02660313262834768,-0.06554694846446935,16
399,-0.3380059275095577,3,-0.010362619904477732,-0.03962911796869477,6
197,-0.33847963410999693,4,-0.004768710117602715,-0.026028729429073805,14
193,-0.33938970768229104,3,-0.016641689745837185,-0.03278617183069109,16
440,-0.33968527109014734,2,-0.013239179807627677,-0.06385076280627947,7
365,-0.34206960937826625,3,-0.031162686298681797,-0.07393280380171234,13
163,-0.34253966888864285,2,-0.04378797298306342,-0.09479971204154511,10
49,-0.34308798687829223,1,-0.11647053075937502,-0.1340112164695699,7
523,-0.3439919297382823,6,0.014404679014466293,-0.0076951609167401624,14
466,-0.3441566392696569,0,-0.09463671465089912,-0.11693257543923374,16
480,-0.3442209238128956,1,-0.03361455893842186,-0.10008528606225908,12
