hypothesis_id,exit_clock,regime,episodes,mean_return,median_return,win_rate,profit_factor,cagr,max_drawdown,calmar
M07,11:30,trend_up,214,-1.2024443398938948e-05,-0.0004829281633376148,0.4766355140186916,0.9976025921766988,-0.003938322347401102,-0.18353413447627243,-0.021458255482770996
M01,15:00,range,293,-0.0005810600360716554,-0.0006302712865254856,0.4709897610921502,0.8928491196931162,-0.035125280296994355,-0.3195697501505135,-0.109914284066157
M01,15:00,trend_down,135,-0.0009195056962218044,-0.0015244638012894551,0.45185185185185184,0.8533778731809165,-0.024831736797179094,-0.20982431885344277,-0.11834537070282813
M01,15:00,trend_up,162,-0.0008420117249370841,0.0007028883595089352,0.5185185185185185,0.8645334413812987,-0.027609882621343007,-0.25280490990152016,-0.10921418667105161
M02,15:00,range,281,-0.0004424380553755042,6.200853642446269e-05,0.5088967971530249,0.918662067688527,-0.026307583211075514,-0.3270609363335978,-0.08043633552202067
M02,15:00,trend_down,126,-0.0013071206409962272,-0.001431248907723115,0.4444444444444444,0.7879996176775392,-0.03149562130873618,-0.2042916581890566,-0.154169884311132
M02,15:00,trend_up,172,-0.0012880124402831594,0.0005736207634953194,0.5290697674418605,0.7955700739961435,-0.04167578191638477,-0.27617667383547295,-0.1509026136697277
M03,15:00,range,279,-0.0012094704362598557,-0.0009509460907246581,0.4551971326164875,0.7792320516585496,-0.06235845266811013,-0.36806671707292515,-0.16942160150751973
M03,15:00,trend_down,132,-0.0010550144575368523,-0.000795939303432136,0.4621212121212121,0.8385475864550098,-0.02783829950800476,-0.212496904067631,-0.131005671024481
M03,15:00,trend_up,170,0.0001013820773546144,0.0011599089218140568,0.5588235294117647,1.017300067208496,-0.0013097415161011927,-0.1596139668520119,-0.00820568238439645
M04,15:00,range,283,-0.0005990309970215393,-0.0008719657604093767,0.4664310954063604,0.8881348948163911,-0.034851608634552944,-0.38253010586686365,-0.0911081457381625
M04,15:00,trend_down,134,-0.0006228063104586395,-0.0007204708791684888,0.43283582089552236,0.9128611746338522,-0.020130305795100112,-0.2624349864576364,-0.07670587701289458
M04,15:00,trend_up,171,0.00069582274540657,0.0023003717040974703,0.5789473684210527,1.1169625666687175,0.016175344313541506,-0.15469903950347597,0.10456008237322029
M05,15:00,range,259,-0.0007353809016253653,-0.0004498520171333231,0.4864864864864865,0.8712104536082924,-0.038038803040433056,-0.32175780404031984,-0.11822185060557651
M05,15:00,trend_down,119,-0.00046139736722696515,-0.0005071108409105962,0.4789915966386555,0.9225601524689798,-0.012300119108665464,-0.18393715917985232,-0.06687131172140429
M05,15:00,trend_up,150,-0.0008117632416641266,0.0011856864949501,0.52,0.8700876132037575,-0.024493912705528587,-0.17598694229283351,-0.13918028455072498
M06,15:00,range,292,-0.0003478661396085492,-0.0005340582593801879,0.4691780821917808,0.9317855200912177,-0.023138682580595704,-0.32197381002555026,-0.07186510784451547
M06,15:00,trend_down,135,-0.00037285434643927255,-0.0005080688611054374,0.4666666666666667,0.937963977605047,-0.012031766544958855,-0.165362578435177,-0.07275991133432509
M06,15:00,trend_up,172,-0.0007339419780190916,0.0007119715674999139,0.5348837209302325,0.8793744028594817,-0.02610620701454569,-0.24464614635084792,-0.10671006841492073
M07,15:00,range,311,0.0001709802265759562,-0.0004659465700901366,0.48231511254019294,1.034278846400694,0.0032410455332296806,-0.22617127083337518,0.014330049618094167
M07,15:00,trend_down,152,-0.0010220251033872464,-0.0010252163566323302,0.4605263157894737,0.855356122458353,-0.03161420949940308,-0.24384735666724155,-0.12964753824477332
M07,15:00,trend_up,189,0.0001403769932842282,0.0021263601439580615,0.544973544973545,1.0244276421844782,0.0006051658355843426,-0.14743918169514036,0.0041045116272799345
