factor,reason
state__raw__30m__cxt_third_buy_V230228__di_1__v1::三买,exact_reference_duplicate
state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|12笔|任意,cross_year_direction
state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|14笔|任意,cross_year_direction
state__raw__30m__cxt_third_buy_V230228__di_1__joint::三买|6笔|任意,event_year_support
state__raw__daily__cxt_bs_V240526__di_1__v1::买点,event_total_support
state__raw__daily__cxt_bs_V240527__di_1__v1::买点,event_total_support
state__raw__daily__cxt_bs_V240527__di_1__v1::卖点,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__v1::一买,event_year_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|11笔|任意,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|13笔|任意,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|15笔|任意,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|5笔|任意,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|7笔|任意,event_total_support
state__raw__daily__cxt_first_buy_V221126__di_1__joint::一买|9笔|任意,event_total_support
state__raw__daily__cxt_first_sell_V221126__di_1__v1::一卖,event_year_support
state__raw__daily__cxt_first_sell_V221126__di_1__joint::一卖|21笔|任意,event_total_support
state__raw__daily__cxt_first_sell_V221126__di_1__joint::一卖|7笔|任意,event_total_support
state__raw__daily__cxt_first_sell_V221126__di_1__joint::一卖|9笔|任意,event_total_support
state__raw__daily__cxt_second_bs_V230320__di_1__v1::二买,cross_year_direction
state__raw__daily__cxt_second_bs_V230320__di_1__v1::二卖,cross_year_direction
state__raw__daily__cxt_second_bs_V240524__di_1__v1::二买,event_year_support
state__raw__daily__cxt_second_bs_V240524__di_1__v1::二卖,minimum_absolute_effect
state__raw__daily__cxt_third_bs_V230318__di_1__v1::三买,event_total_support
state__raw__daily__cxt_third_bs_V230318__di_1__v1::三卖,event_year_support
state__raw__daily__cxt_third_bs_V230319__di_1__v1::三买,cross_year_direction
state__raw__daily__cxt_third_bs_V230319__di_1__v1::三卖,cross_year_direction
state__raw__daily__cxt_third_bs_V230319__di_1__joint::三买|均线底分|任意,event_total_support
state__raw__daily__cxt_third_bs_V230319__di_1__joint::三卖|均线新高|任意,event_total_support
state__raw__daily__cxt_third_bs_V230319__di_1__joint::三卖|均线顶分|任意,event_year_support
state__raw__daily__cxt_third_buy_V230228__di_1__joint::三买|10笔|任意,event_total_support
state__raw__daily__cxt_third_buy_V230228__di_1__joint::三买|12笔|任意,event_total_support
state__raw__daily__cxt_third_buy_V230228__di_1__joint::三买|14笔|任意,event_year_support
state__raw__daily__cxt_third_buy_V230228__di_1__joint::三买|6笔|任意,event_total_support
state__raw__daily__cxt_third_buy_V230228__di_1__joint::三买|8笔|任意,event_total_support
state__raw__weekly__cxt_first_buy_V221126__di_1__v1::一买,event_total_support
state__raw__weekly__cxt_second_bs_V230320__di_1__v1::二买,event_total_support
state__raw__weekly__cxt_second_bs_V230320__di_1__v1::二卖,event_total_support
state__raw__weekly__cxt_second_bs_V240524__di_1__v1::二买,event_total_support
state__raw__weekly__cxt_third_bs_V230318__di_1__v1::三卖,event_total_support
state__raw__weekly__cxt_third_bs_V230319__di_1__v1::三买,event_total_support
state__raw__weekly__cxt_third_bs_V230319__di_1__v1::三卖,event_total_support
state__raw__weekly__cxt_third_bs_V230319__di_1__joint::三卖|均线顶分|任意,event_total_support
