hypothesis_id,exit_bars,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,static_cagr,static_max_drawdown,static_calmar,full_buyhold_terminal_equity,full_buyhold_cagr,full_buyhold_max_drawdown,full_buyhold_calmar,incremental_terminal_return_vs_static
M04,6,0.8401206087564413,-0.030137955838681396,-0.42342538756015813,-0.07117654426046796,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.27551195596525435
M05,6,0.8232102183331483,-0.033696598864917604,-0.42339024055290486,-0.07958756635701676,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.29009483317828944
M06,6,0.8348553445827673,-0.031211706348800772,-0.4130299877135797,-0.075567651931474,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.28005251943049037
M07,6,0.7809051380757298,-0.04254807496106927,-0.43926366820129903,-0.09686226756539079,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.3265771245647583
M01,12,0.8291143162789784,-0.0326648608279847,-0.43949018095999526,-0.0743244382767178,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.28500336377737145
M02,12,0.8431693205331653,-0.029609273971126115,-0.42039293788906107,-0.07043237719407125,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.27288286294108266
M03,12,0.8239487723358898,-0.03354390714004851,-0.4331966281583268,-0.07743344467535587,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.2894579323103864
M04,12,0.8391483834536033,-0.030612394625237793,-0.41149640664382925,-0.07439286013433977,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.2763503660705091
M05,12,0.8629772397267241,-0.025630966820191614,-0.3915399904672485,-0.06546193861220823,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.25580126717570595
M06,12,0.8361165471228895,-0.031230414774139015,-0.4192929841361518,-0.07448351380951786,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.27896490635219995
M07,12,0.7728155007445778,-0.04457577169056748,-0.44469731063218343,-0.10023845574239787,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.33355331996564486
M01,24,0.9105921120977791,-0.0171396810875466,-0.40911804889408565,-0.04189421887858044,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.21474001312299107
M02,24,0.9023901859894975,-0.01793381384833226,-0.42105284279466204,-0.04259278652365773,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.22181304209236996
M03,24,0.8579026436814882,-0.026642944520294476,-0.4166061577795195,-0.06395235409457084,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.2601774057024365
M04,24,0.8947242688259176,-0.0201792785001792,-0.3854701731310569,-0.05234977932603464,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.2284238373444889
M05,24,0.9220098992318974,-0.014204970113413373,-0.36624350812925544,-0.03878558881759107,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.2048937479775058
M06,24,0.9078065465047834,-0.01767010138211622,-0.4078681684857557,-0.043323070411986145,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.21714217889176946
M07,24,0.7891350243485481,-0.041620813058138584,-0.4613652636714737,-0.09021228153790029,1.1596058978112689,0.026434177219925914,-0.21515895921604933,0.1228588264055616,1.3192117956225378,0.050022700401032516,-0.3947213062817094,0.1267291620820988,-0.3194799838134461
